ip1,ip2,output
26.43,22.81,81.21
25.04,24.98,80.38
24.03,26.58,77.59
23.21,27.89,76.20
22.38,29.19,83.80
21.57,30.62,81.39
20.97,31.67,83.60
22.58,28.59,71.49
26.57,22.01,41.70
30.96,15.98,67.91
33.54,12.89,70.80
35.55,10.33,88.22
37.04,8.40,82.73
37.84,7.17,48.00
37.95,6.50,49.44
37.43,6.20,53.75
36.20,6.32,53.75
34.28,6.89,46.97
31.45,8.14,46.02
28.33,9.99,53.02
27.25,10.94,63.21
26.30,11.97,80.63
25.47,13.01,80.63
24.60,14.09,78.83
23.71,15.06,75.89
22.91,15.93,82.01
22.17,16.75,79.21
21.43,17.56,80.57
20.80,18.30,83.39
20.18,19.11,81.56
19.88,19.62,82.39
22.53,16.75,60.76
26.48,13.23,43.10
31.62,9.66,97.81
34.09,7.96,191.96
35.77,6.85,279.06
36.90,6.14,281.61
37.41,5.76,293.43
37.41,5.60,285.02
36.78,5.68,275.09
35.51,6.02,237.18
33.62,6.63,227.70
30.92,7.74,112.48
27.88,9.25,83.80
26.76,9.81,53.36
25.83,10.34,72.75
24.96,10.88,74.23
24.18,11.33,70.54
23.32,11.78,72.00
22.57,12.20,68.84
21.83,12.66,69.94
21.17,13.04,70.44
20.55,13.39,69.99
19.98,13.74,79.12
19.63,13.90,83.60
22.25,11.71,43.41
26.20,9.17,36.35
31.47,6.56,64.21
34.62,5.47,67.91
36.57,5.09,65.53
37.83,4.97,72.08
38.39,4.95,59.26
38.35,5.00,61.33
37.69,5.08,66.34
36.46,5.31,73.91
34.66,5.79,49.32
31.83,6.78,46.58
28.65,8.14,41.20
27.51,8.56,48.61
26.55,8.99,74.16
25.69,9.44,71.22
24.94,9.89,71.23
24.10,10.43,70.20
23.34,10.96,72.18
22.49,11.57,71.14
21.69,12.07,71.38
20.93,12.52,73.65
20.33,12.85,78.94
20.00,13.00,83.39
22.75,10.86,48.00
26.69,8.44,45.00
31.99,6.21,96.32
36.17,5.35,196.20
38.32,4.95,292.29
39.63,4.67,287.24
40.18,4.57,290.99
40.05,4.65,281.61
39.39,4.87,266.42
38.04,5.37,279.88
36.24,6.11,252.49
33.55,7.31,212.63
30.32,8.96,83.41
29.10,9.69,65.95
28.08,10.38,74.78
27.17,11.09,74.11
26.34,11.77,72.08
25.48,12.49,72.43
24.67,13.20,71.40
23.89,13.88,74.26
23.10,14.51,75.22
22.39,15.08,75.39
21.68,15.65,75.29
21.24,16.01,72.18
23.91,13.51,41.30
27.85,10.60,45.00
33.31,7.71,96.32
37.35,6.32,137.95
39.35,5.65,301.63
40.55,5.21,297.23
41.17,4.92,305.80
41.12,4.88,275.82
40.51,5.02,265.76
39.11,5.41,290.37
37.07,6.07,250.21
33.85,7.40,218.04
30.87,8.84,87.04
29.85,9.18,78.85
28.90,9.63,76.85
27.99,10.09,77.36
27.15,10.51,74.26
26.33,10.90,76.15
25.55,11.27,79.58
24.76,11.66,79.92
23.95,11.93,75.18
23.16,12.12,80.98
22.49,12.29,81.78
22.71,11.81,72.18
24.93,10.06,41.30
27.96,8.16,45.00
32.60,5.69,62.69
36.30,4.41,85.62
38.65,4.01,94.26
40.62,3.70,90.86
41.48,3.59,107.90
41.87,3.53,89.36
39.46,4.74,87.19
36.55,9.75,85.17
34.99,10.35,83.39
33.00,10.37,66.83
30.36,13.22,39.41
28.66,16.04,72.45
27.56,18.08,74.23
26.63,19.37,72.85
25.99,20.03,71.80
25.50,20.72,69.03
24.94,22.07,74.94
24.29,24.14,74.51
23.47,26.90,75.36
22.91,29.26,73.73
22.29,31.54,75.12
21.89,33.00,72.95
23.45,30.48,46.31
26.64,25.40,67.04
31.77,15.11,106.97
35.40,9.75,174.69
37.95,8.09,327.67
39.34,7.18,289.39
39.63,6.82,289.69
39.19,6.82,265.38
39.28,6.57,260.33
38.16,6.80,279.42
35.97,7.59,114.18
33.06,8.96,93.23
30.21,10.47,91.81
29.23,10.96,77.71
28.34,11.73,96.17
27.54,12.38,89.62
26.66,13.00,83.40
25.86,13.52,82.01
24.98,14.01,83.80
24.08,14.33,83.60
23.21,14.54,93.30
22.38,14.86,89.79
21.60,15.42,85.41
21.28,15.65,88.21
24.03,13.16,35.90
27.87,10.35,48.38
33.55,7.32,131.32
37.36,6.34,191.75
39.51,5.81,316.36
40.88,5.37,304.58
41.55,5.16,311.76
41.45,5.22,274.27
40.66,5.48,272.08
39.19,6.03,271.68
37.11,6.91,253.82
34.15,8.38,115.25
31.19,10.08,92.63
30.16,10.79,83.93
29.33,11.58,97.94
28.93,12.16,78.68
28.59,12.70,81.02
27.77,13.57,74.52
26.80,14.57,82.61
25.91,15.56,79.65
25.16,16.38,80.02
24.48,17.12,82.00
23.95,17.72,83.39
23.71,18.02,86.63
26.36,15.39,46.65
30.04,12.38,49.33
35.27,9.72,129.56
37.73,8.81,193.32
39.32,8.16,303.94
40.43,7.74,285.52
40.97,7.55,316.06
40.81,7.68,275.68
40.12,8.17,249.47
38.89,9.10,247.81
37.12,10.52,273.07
34.78,12.41,226.38
31.83,14.85,122.59
30.70,15.73,112.53
29.76,16.19,102.57
28.90,16.49,87.42
28.06,16.81,82.58
27.29,17.15,88.46
26.48,17.66,77.96
25.74,18.26,82.41
24.97,18.85,84.20
24.42,19.22,77.59
24.23,19.21,82.81
24.10,19.12,87.82
25.90,16.94,49.09
29.34,13.52,47.63
34.17,10.01,115.76
37.17,9.11,211.95
39.39,8.58,306.79
40.90,8.27,318.61
41.74,8.11,310.00
41.84,8.18,292.39
41.20,8.59,266.19
39.86,9.40,329.12
37.78,10.67,252.40
34.97,12.60,129.12
32.10,14.87,80.43
30.97,15.92,105.49
29.98,16.89,98.53
29.01,17.97,85.00
28.26,18.92,79.58
27.62,19.77,79.58
26.87,20.72,82.17
26.45,21.26,79.04
26.03,21.77,84.20
25.43,22.52,83.19
24.55,23.70,81.81
24.15,24.22,91.21
26.07,21.47,71.19
29.62,17.27,55.94
33.45,14.09,112.34
36.46,12.82,271.90
38.36,12.42,274.11
39.85,11.95,271.09
40.69,11.61,281.02
40.90,11.52,248.92
39.05,12.78,202.73
37.64,13.75,204.90
36.01,14.96,217.34
33.87,16.90,132.96
32.03,18.91,83.80
31.03,20.29,99.71
29.98,21.92,93.90
29.41,22.98,82.40
28.93,23.76,77.05
28.28,24.46,70.37
27.67,24.55,75.12
27.00,24.93,73.82
26.33,25.94,70.04
26.01,25.72,69.17
25.68,25.81,72.35
25.40,26.79,81.01
26.22,27.52,43.59
29.88,21.69,38.13
33.28,15.90,98.41
35.67,13.95,258.24
37.54,12.68,276.15
38.82,11.74,269.67
39.32,11.20,253.33
39.00,11.06,216.32
38.06,11.19,142.79
36.54,11.61,143.95
34.53,12.40,142.67
32.27,13.52,115.64
29.80,15.20,110.81
28.62,16.09,126.16
27.76,16.77,89.17
26.94,17.46,82.61
26.10,18.22,77.72
25.26,19.03,76.33
24.46,19.74,79.31
23.78,20.21,73.03
23.15,20.57,77.12
22.43,21.18,79.92
21.62,22.09,78.52
21.28,22.51,68.73
23.83,19.37,63.45
27.81,15.28,49.92
32.93,9.32,96.47
35.70,7.38,96.40
37.70,6.20,112.51
39.13,5.34,119.47
39.81,4.84,112.81
39.82,4.61,105.55
39.03,4.71,106.65
37.47,5.14,94.42
35.36,5.82,95.23
32.54,6.93,84.96
29.43,8.56,80.44
28.30,9.21,67.27
27.41,9.61,82.20
26.57,9.98,84.37
25.76,10.37,78.79
24.93,10.84,76.44
24.14,11.35,78.83
23.27,11.98,79.25
22.40,12.60,78.19
21.56,13.28,84.81
20.86,14.02,82.80
20.71,14.40,83.01
23.60,12.28,47.06
27.66,9.71,52.08
32.81,6.89,164.80
35.59,5.73,222.73
37.53,5.30,278.69
38.83,5.08,294.02
39.47,4.97,259.79
39.57,4.99,288.53
38.85,5.19,259.60
37.28,5.68,295.00
35.45,6.32,263.95
33.00,7.29,207.40
29.94,8.86,194.31
28.81,9.39,70.97
27.92,9.94,96.70
27.09,10.61,96.07
26.37,11.29,74.60
25.66,12.04,73.21
25.09,12.73,75.11
24.44,13.56,94.26
23.75,14.41,77.85
22.96,15.26,81.02
22.19,16.06,84.39
21.90,16.30,88.55
24.62,13.70,53.02
28.58,10.77,70.72
33.86,8.28,170.33
36.93,7.35,242.95
38.93,6.73,289.53
40.32,6.39,307.37
41.03,6.37,295.34
41.03,6.63,299.30
40.39,7.08,278.15
38.98,7.84,291.71
36.89,8.99,246.04
34.28,10.59,226.76
31.29,12.78,140.14
30.18,13.85,95.78
29.32,14.68,96.40
28.51,15.49,82.18
27.80,16.32,81.79
27.05,17.24,80.63
26.26,18.22,80.44
25.40,19.19,79.45
24.60,20.16,81.22
23.83,21.01,78.64
23.17,21.54,81.62
23.06,21.25,84.39
25.71,17.79,55.23
29.66,13.92,66.28
34.33,12.43,354.90
36.61,11.97,428.09
38.26,11.36,500.38
39.29,11.00,516.67
39.84,10.83,499.78
39.81,10.96,496.13
39.29,11.31,482.60
38.22,12.03,475.57
36.53,13.26,495.97
34.38,15.01,232.43
31.73,17.52,138.01
30.62,18.76,108.35
29.82,19.77,96.38
29.03,20.93,79.65
28.33,22.05,82.35
27.63,23.27,82.38
26.98,24.47,82.00
26.27,25.74,85.37
25.58,26.76,83.98
24.91,27.56,83.59
24.34,28.12,85.17
24.31,27.69,84.39
27.10,23.00,55.23
31.10,17.86,14.79
36.23,13.40,94.77
38.71,11.72,437.78
40.45,10.57,517.54
41.65,9.80,496.61
42.30,9.26,524.24
42.28,9.10,504.02
41.63,9.33,479.08
40.38,9.92,499.65
38.58,10.94,522.52
36.28,12.52,253.91
33.35,14.96,151.77
32.21,16.11,98.65
31.38,16.92,98.30
30.57,17.77,99.01
29.82,18.53,83.72
29.13,19.22,84.72
28.41,19.90,82.56
27.71,20.56,83.39
27.05,21.01,83.00
26.38,21.21,82.21
25.75,21.31,82.80
25.59,20.86,82.61
28.16,17.30,50.03
31.98,13.34,59.26
37.50,9.38,347.39
40.27,8.32,442.56
42.17,7.72,489.93
43.37,7.37,496.61
43.91,7.31,512.39
43.69,7.70,480.84
42.86,8.50,482.62
41.51,9.68,486.92
39.70,11.22,496.77
37.53,13.13,480.22
34.83,15.57,141.54
33.55,16.93,84.39
32.67,17.90,75.97
31.91,18.76,77.90
31.12,19.67,70.93
30.35,20.56,73.62
29.61,21.45,77.10
28.86,22.33,81.22
28.07,23.20,76.66
27.36,23.93,73.69
26.64,24.79,76.25
26.34,25.03,81.81
28.90,21.04,41.50
32.88,16.01,55.00
37.97,11.39,357.11
40.62,9.65,460.45
42.34,8.60,489.93
43.26,7.95,496.61
43.59,7.54,472.06
43.18,7.39,468.01
42.32,7.48,446.29
40.93,7.89,171.77
39.04,8.68,496.77
36.71,9.93,130.93
33.74,11.88,127.75
32.50,12.96,100.49
31.59,13.75,86.80
30.84,14.50,84.19
30.13,15.29,81.01
29.40,16.11,79.07
28.73,16.80,80.04
28.07,17.29,78.09
27.42,17.72,80.24
26.71,18.13,82.60
26.10,18.30,84.19
25.98,17.78,84.98
28.74,14.45,57.19
32.57,11.00,53.75
37.69,8.96,64.05
40.09,8.84,82.36
41.63,8.46,119.45
42.66,7.82,120.65
43.13,7.15,127.09
43.06,6.61,108.62
42.37,6.36,105.94
41.01,6.42,112.81
39.05,6.85,100.24
36.63,7.77,82.80
33.49,9.35,68.01
32.21,10.12,132.75
31.28,10.75,77.90
30.43,11.39,71.51
29.55,12.14,71.38
28.75,12.96,72.31
28.02,13.80,73.83
27.29,14.65,73.62
26.57,15.45,74.75
25.89,16.17,74.34
25.24,16.85,84.19
25.04,17.07,61.33
27.63,14.56,48.08
31.53,11.49,55.46
36.92,8.37,408.57
39.94,7.01,465.11
41.84,6.17,525.51
43.14,5.57,516.38
43.83,5.20,507.00
43.77,5.06,500.42
43.14,5.11,498.89
41.86,5.42,515.40
40.02,5.98,100.24
37.50,6.92,215.24
34.22,8.43,166.16
33.01,9.07,85.34
32.05,9.62,76.11
31.20,10.13,72.53
30.43,10.61,76.35
29.73,11.07,71.56
29.05,11.56,72.92
28.38,12.06,74.34
27.68,12.30,74.16
27.04,12.36,75.29
26.41,12.40,75.42
26.33,12.01,71.04
29.43,9.61,47.25
33.46,7.25,44.72
39.39,5.16,393.88
43.10,4.55,480.77
44.86,4.40,537.35
45.78,4.42,526.83
46.10,4.47,521.92
45.80,4.60,518.29
45.07,4.84,468.01
43.79,5.23,515.40
41.95,5.88,506.80
39.33,6.91,463.19
35.99,8.48,181.20
34.80,9.13,108.03
33.89,9.68,96.03
33.02,10.20,93.14
32.25,10.67,85.88
31.45,11.18,86.68
30.64,11.72,81.81
29.89,12.26,81.03
29.15,12.62,97.81
28.40,12.92,98.65
27.62,13.25,93.76
27.50,13.07,91.30
30.52,10.69,48.49
34.38,8.32,45.93
40.31,5.80,408.08
44.37,4.82,508.51
46.27,4.51,543.94
47.35,4.33,522.43
47.77,4.24,518.70
47.47,4.29,499.13
46.54,4.51,507.33
44.95,4.97,529.92
42.81,5.66,515.36
40.13,6.62,498.56
36.83,8.01,169.21
35.52,8.57,69.83
34.49,9.02,70.88
33.60,9.38,82.41
32.83,9.68,75.21
32.04,10.01,74.20
31.36,10.28,68.19
30.65,10.56,71.14
29.92,10.65,71.91
29.19,10.67,71.49
28.36,10.82,70.30
28.07,10.66,91.30
30.90,8.73,58.43
34.72,6.75,56.36
40.04,4.66,396.04
44.36,3.59,459.93
46.67,3.30,536.68
47.86,3.22,503.55
48.17,3.28,504.36
47.72,3.50,495.39
46.62,3.92,505.75
45.03,4.51,501.99
42.97,5.28,289.10
40.35,6.35,189.46
37.10,7.84,146.60
35.85,8.57,116.85
34.93,9.19,108.99
34.15,9.75,98.35
33.39,10.31,96.27
32.66,10.88,77.90
31.98,11.42,78.87
31.32,11.97,78.28
30.60,12.45,77.66
29.88,12.86,78.04
29.15,13.34,83.40
28.91,13.43,84.40
31.63,11.37,57.14
35.44,9.00,56.36
40.45,6.70,471.47
44.35,5.52,512.76
46.77,5.04,557.32
48.29,4.82,567.64
48.94,4.76,550.46
48.77,4.89,520.83
47.92,5.26,505.75
46.29,5.97,501.99
44.07,6.98,471.37
41.30,8.37,189.46
38.20,10.13,91.23
37.06,10.92,92.63
36.15,11.56,77.91
35.24,12.19,68.09
34.38,12.77,68.43
33.58,13.28,65.11
32.67,13.84,67.94
31.84,14.31,68.18
31.01,14.61,70.20
30.27,14.77,77.22
29.50,14.94,71.92
29.39,14.46,29.08
31.97,11.95,48.69
35.94,9.28,52.84
40.69,7.72,419.02
43.47,7.20,481.90
45.27,6.65,500.32
46.44,6.24,486.52
46.92,6.06,510.34
46.82,6.05,510.58
46.08,6.37,506.37
44.70,7.06,407.64
42.69,8.14,200.53
40.05,9.69,189.46
37.14,11.59,99.35
36.02,12.50,85.96
35.18,13.19,78.26
34.35,13.87,80.44
33.48,14.62,79.06
32.68,15.34,79.65
31.97,15.98,80.24
31.20,16.74,79.84
30.48,17.45,79.25
29.85,18.10,75.29
29.23,18.77,73.98
29.46,18.50,61.50
32.03,15.89,45.82
36.22,12.66,56.00
41.04,10.41,55.80
43.48,9.29,53.87
45.16,8.51,138.06
46.28,8.00,136.96
46.74,7.81,130.93
46.58,7.87,116.28
45.76,8.24,122.88
44.28,8.98,115.13
42.26,10.10,115.99
39.81,11.69,111.83
37.11,13.73,111.93
36.08,14.67,96.16
35.24,15.48,83.51
34.56,16.21,79.26
34.18,16.80,73.21
33.77,17.56,77.88
33.25,18.60,73.65
32.66,19.82,74.02
32.17,20.99,73.57
31.75,22.01,74.88
31.33,23.16,76.02
31.05,24.09,59.69
31.62,23.57,52.93
34.10,20.23,60.75
38.34,16.38,434.10
40.81,14.77,496.77
42.17,13.89,541.15
41.19,15.16,528.92
41.64,14.99,523.65
41.04,15.18,505.22
42.11,14.08,493.27
42.01,14.08,507.53
40.11,15.66,510.65
37.84,17.87,227.84
35.53,20.50,156.05
34.57,21.70,86.73
33.86,22.65,89.90
33.26,23.41,78.85
32.61,24.32,82.60
31.99,25.18,73.83
31.37,26.02,76.54
30.77,26.88,76.14
30.19,27.67,61.96
29.67,28.31,74.88
29.11,28.99,73.28
29.21,28.49,73.45
31.73,24.17,54.94
36.04,19.16,68.94
38.73,16.77,436.12
41.07,14.68,491.02
42.53,13.42,535.45
44.00,12.25,538.39
44.49,11.82,305.46
44.30,11.89,315.05
43.50,12.45,302.37
42.07,13.61,295.00
40.10,15.35,317.13
37.89,17.52,303.14
35.81,19.90,224.82
34.72,21.35,195.95
34.03,22.26,81.81
33.37,23.09,69.70
32.72,23.80,76.72
32.05,24.42,67.68
31.42,24.91,69.03
30.76,25.43,68.86
30.13,25.82,66.67
29.61,26.09,75.84
29.00,26.58,75.06
29.16,26.00,64.49
31.89,21.89,54.21
36.40,16.78,52.51
40.02,13.94,438.63
42.38,12.24,491.94
44.14,11.02,531.96
45.30,10.17,475.51
45.80,9.70,493.59
45.63,9.63,315.05
44.67,10.05,302.37
43.06,10.97,533.55
40.97,12.39,334.06
38.67,14.22,250.79
36.49,16.28,84.81
35.18,17.68,113.90
34.32,18.62,67.44
33.52,19.49,72.50
32.85,20.19,74.02
32.17,20.91,72.67
31.53,21.58,68.19
30.93,22.20,70.04
30.33,22.65,71.56
29.78,23.02,69.17
29.16,23.52,74.58
29.21,23.10,62.10
31.80,19.52,47.18
35.95,14.98,61.51
40.20,11.62,428.19
42.74,10.31,499.91
44.60,9.51,292.76
45.77,8.94,307.95
46.32,8.43,345.08
46.26,8.10,294.18
45.51,8.13,290.12
44.09,8.57,306.97
42.21,9.23,327.24
40.06,10.00,298.84
37.61,11.21,152.22
35.99,12.07,113.90
34.97,12.70,67.44
33.98,13.41,72.50
33.05,14.18,75.06
32.23,14.93,77.48
31.42,15.71,81.02
30.76,16.38,78.26
30.09,16.98,75.48
29.40,17.56,76.07
28.73,18.19,82.39
28.68,18.14,85.82
31.11,15.59,45.22
35.30,12.19,70.64
39.70,9.97,453.26
42.13,9.00,486.47
43.87,8.40,496.24
44.93,8.09,326.24
45.35,7.99,322.05
45.04,8.13,295.05
44.18,8.29,296.94
42.75,8.51,317.97
40.90,8.88,307.68
38.68,9.63,245.97
36.22,10.87,142.63
34.66,11.79,117.41
33.69,12.47,89.31
32.88,13.15,87.64
32.09,13.94,77.71
31.27,14.88,77.51
30.46,15.85,78.48
29.62,16.88,80.82
28.72,17.88,80.42
27.97,18.67,76.44
27.29,19.41,83.80
27.37,19.28,85.96
30.03,16.44,49.09
34.29,12.74,70.64
39.45,9.32,453.26
42.20,8.11,486.47
43.94,7.42,496.24
45.05,6.95,511.28
45.46,6.71,512.39
45.20,6.65,280.06
44.42,6.84,264.91
43.12,7.38,269.57
41.24,8.30,201.73
38.82,9.65,147.37
35.98,11.50,103.66
34.91,12.36,89.09
34.13,12.98,80.41
33.41,13.57,74.38
32.76,14.16,71.04
31.99,14.87,66.77
31.32,15.45,67.94
30.50,16.11,64.11
29.65,16.73,68.44
29.15,16.94,71.83
28.66,17.22,70.80
28.65,17.22,78.01
30.33,16.02,41.50
34.14,13.32,49.68
37.51,11.38,87.78
40.68,9.96,102.75
42.48,9.38,103.00
43.61,9.21,122.43
44.02,9.44,121.24
43.72,9.91,117.43
42.85,10.55,104.07
41.37,11.53,108.18
39.44,12.88,118.02
37.26,14.66,110.14
35.27,16.44,78.98
33.97,17.68,69.45
33.10,18.44,73.65
32.39,19.11,74.23
31.65,19.96,71.10
30.91,20.99,70.98
30.21,22.11,71.69
29.54,23.24,71.14
28.90,24.34,70.72
28.31,25.40,74.76
27.74,26.40,75.18
28.00,26.01,81.39
30.79,21.93,57.14
35.13,17.08,73.03
38.40,14.44,436.77
40.41,13.12,479.55
35.83,22.41,296.21
35.49,26.44,326.38
35.76,23.95,324.68
39.21,18.10,324.49
37.83,19.54,297.53
36.53,21.23,108.18
35.06,23.03,118.02
33.40,25.08,267.22
31.85,27.54,178.46
30.84,29.74,120.32
30.06,31.66,85.37
29.32,33.84,82.21
28.64,36.23,77.31
27.97,38.71,75.22
27.34,41.04,90.77
26.74,42.96,67.37
26.22,44.41,68.29
25.73,45.49,70.66
25.33,46.22,79.01
25.76,44.55,77.16
28.65,36.88,57.14
33.15,25.00,73.03
37.17,17.44,357.11
39.92,14.75,510.35
41.88,13.23,510.59
43.10,12.39,293.88
43.56,12.05,297.03
43.04,12.34,277.80
41.98,13.10,283.65
40.23,14.57,276.84
38.10,16.61,286.04
36.23,18.63,144.86
34.57,20.57,145.95
33.24,22.25,76.51
32.34,23.61,79.07
31.51,24.98,77.10
30.65,26.58,68.18
29.73,28.53,70.30
28.90,30.45,78.19
28.24,32.03,65.56
27.66,33.37,86.22
27.01,34.99,87.86
26.31,36.82,79.01
26.28,37.41,77.16
28.63,32.45,59.32
31.72,25.33,52.71
34.21,20.44,266.29
36.44,17.04,273.63
38.30,14.59,301.63
39.72,12.83,307.95
40.41,11.91,305.45
40.41,11.53,289.08
39.70,11.66,250.64
38.33,12.14,320.37
36.53,13.15,309.65
34.47,14.90,187.66
32.54,17.00,211.31
31.23,18.72,107.77
30.39,19.95,80.43
29.68,21.06,72.39
29.00,22.07,75.70
28.37,23.06,65.37
27.77,24.16,63.59
27.13,25.38,64.05
26.49,26.73,64.66
25.88,28.24,64.82
25.27,29.92,68.17
25.31,30.57,67.85
27.55,27.28,53.66
31.68,20.85,46.20
34.57,16.79,238.95
37.03,14.02,252.27
39.10,11.91,205.91
40.51,10.49,278.58
41.28,9.61,465.00
41.36,9.29,263.56
40.55,9.51,438.28
39.02,10.28,450.61
37.13,11.50,445.94
35.39,12.93,114.55
33.72,14.60,92.71
32.53,15.98,95.32
31.76,17.07,83.96
30.94,18.21,85.21
30.07,19.31,73.57
29.27,20.25,72.39
28.41,21.16,74.34
27.64,21.96,75.06
26.89,22.75,74.83
26.21,23.61,79.02
25.58,24.83,82.40
25.63,25.47,78.98
27.96,23.04,56.81
32.35,16.69,49.56
36.18,10.55,384.87
38.70,8.45,251.03
40.75,7.25,284.17
42.19,6.55,248.94
42.93,6.27,254.93
42.98,6.36,437.99
42.24,6.97,431.38
40.86,8.07,432.23
38.95,9.65,425.83
36.77,11.73,115.89
34.43,14.24,92.71
33.05,16.15,110.33
32.28,17.43,88.34
31.52,18.60,83.37
30.86,19.55,70.40
30.29,20.24,70.11
29.67,20.91,72.85
29.09,21.43,70.28
28.45,21.91,70.45
27.89,22.33,70.97
27.38,22.90,72.26
27.80,22.44,57.08
30.50,19.32,44.24
34.59,16.06,50.03
37.66,14.48,440.57
40.00,12.85,431.96
41.97,11.33,437.35
43.41,10.24,419.53
44.14,9.69,435.53
44.17,9.61,434.10
43.46,10.06,431.28
42.10,10.96,432.23
40.20,12.35,141.61
38.13,14.25,133.17
36.17,16.40,112.92
34.95,17.92,79.25
34.19,18.92,101.24
33.41,19.88,83.34
32.55,20.97,79.07
31.69,22.12,73.07
30.86,23.29,73.80
30.04,24.51,75.70
29.20,25.68,74.29
28.39,26.86,74.05
27.73,27.89,79.21
27.92,27.64,85.41
30.38,23.92,46.15
34.62,18.34,46.53
38.01,14.20,73.80
40.54,11.40,99.25
42.55,9.63,156.94
43.89,8.54,419.53
44.47,7.96,435.53
44.34,7.72,89.90
43.64,7.86,112.69
42.21,8.48,93.58
40.30,9.41,141.61
38.16,10.59,92.99
35.88,12.08,92.26
34.38,13.15,68.18
33.45,13.80,84.51
32.64,14.41,79.26
31.90,15.10,79.07
31.17,15.95,74.78
30.45,16.96,75.74
29.73,18.15,75.89
29.05,19.29,75.48
28.38,20.41,72.15
27.75,21.56,75.48
27.93,21.56,77.03
30.41,18.67,51.13
34.51,14.77,56.87
38.27,11.75,379.99
40.87,9.92,446.61
42.85,8.70,474.98
44.13,8.06,473.83
44.70,7.84,490.83
44.56,7.86,438.18
43.68,8.10,403.13
42.30,8.58,419.88
40.34,9.39,413.04
38.13,10.52,176.12
35.74,12.13,123.89
34.15,13.38,86.59
33.19,14.27,84.37
32.34,15.16,80.04
31.61,15.91,74.38
30.93,16.60,75.18
30.22,17.32,67.42
29.57,18.03,69.96
28.93,18.62,69.50
28.32,19.15,67.85
27.73,19.75,72.09
28.01,19.32,71.28
30.61,16.50,44.93
34.87,12.96,50.52
38.57,11.05,329.96
40.74,9.90,382.21
42.42,8.96,461.08
43.58,8.33,472.55
44.14,8.00,468.31
44.10,7.96,419.57
43.35,8.35,426.11
41.97,9.16,430.22
40.10,10.33,181.25
37.95,11.86,378.77
35.68,13.73,119.90
34.27,15.15,93.81
33.44,16.22,75.74
32.67,17.40,75.70
31.93,18.70,72.85
31.30,19.86,71.28
30.63,20.99,72.22
30.01,21.99,6.95
29.41,22.88,62.10
28.87,23.63,75.66
28.28,24.56,75.72
28.61,24.16,46.04
31.30,20.64,43.51
35.67,16.09,55.52
38.88,13.66,409.56
41.01,12.19,390.30
42.78,11.00,469.75
43.95,10.22,470.33
44.50,9.81,488.52
44.39,9.73,470.03
43.71,10.00,457.02
42.43,10.71,464.50
40.67,11.77,470.33
38.69,13.16,214.46
36.73,14.78,121.76
35.30,16.09,73.38
34.31,17.07,71.14
33.44,17.97,71.91
32.61,18.88,83.39
31.79,19.79,73.69
31.05,20.61,74.47
30.28,21.48,73.28
29.63,22.06,74.23
28.96,22.52,69.27
28.36,22.90,73.73
28.65,22.08,57.55
31.34,18.46,45.33
35.68,13.76,45.04
39.29,10.35,381.33
41.46,8.90,445.45
43.20,7.78,469.14
44.42,7.02,470.89
45.04,6.59,474.99
45.01,6.45,464.21
44.53,6.69,452.35
43.37,7.51,463.34
41.79,8.66,477.32
39.83,10.12,199.90
37.46,11.89,134.83
35.91,13.13,94.73
35.11,13.78,78.19
34.37,14.30,73.87
33.70,14.71,69.94
32.98,15.13,68.67
32.32,15.47,72.39
31.66,15.77,71.49
30.93,16.04,72.43
30.26,16.34,74.16
29.63,16.85,67.97
30.01,16.59,67.48
32.98,14.28,43.98
37.40,11.75,53.06
41.90,9.91,441.34
45.22,8.61,468.57
47.44,7.78,470.92
48.74,7.35,479.65
49.27,7.24,484.38
48.42,7.71,485.39
47.80,8.20,432.34
46.45,9.09,469.08
44.76,10.20,479.03
43.08,11.54,204.99
40.49,13.72,122.72
38.93,15.20,106.65
38.01,16.07,78.87
37.15,16.87,76.89
36.38,17.55,72.80
35.62,18.21,69.70
34.88,18.81,69.03
34.17,19.23,66.99
33.43,19.61,69.10
33.01,19.66,69.27
32.60,19.96,74.58
32.84,19.82,71.23
35.04,17.74,49.32
38.88,14.24,46.95
43.32,10.84,402.31
45.59,9.27,493.80
47.34,8.18,484.83
48.48,7.49,480.85
49.05,7.07,480.84
48.94,6.95,456.25
48.09,7.21,452.15
46.46,7.79,450.15
44.29,8.60,455.40
41.75,9.66,138.34
39.23,10.94,125.38
37.52,12.00,68.36
36.49,12.73,74.83
35.53,13.46,82.52
34.66,14.19,76.55
33.88,14.87,80.81
33.07,15.59,77.51
32.32,16.26,74.97
31.56,16.89,75.52
30.83,17.42,76.85
30.08,17.98,75.79
30.35,17.47,76.39
33.10,14.68,50.64
37.41,11.37,56.87
41.76,9.00,66.13
44.24,7.63,93.08
45.94,6.69,102.90
46.92,6.09,100.64
47.36,5.72,96.99
47.10,5.55,111.40
46.21,5.68,108.67
44.74,6.12,108.18
42.70,6.86,107.29
40.32,7.84,96.87
37.69,9.15,83.58
36.21,9.94,83.19
35.30,10.32,81.79
34.50,10.70,82.52
33.71,11.14,76.55
32.94,11.58,70.20
32.26,12.01,85.01
31.53,12.50,79.17
30.84,12.90,84.81
30.18,13.21,85.62
29.56,13.56,84.20
29.97,13.12,79.55
32.95,10.97,47.47
37.10,8.82,48.84
41.15,7.72,376.26
43.45,7.10,463.78
45.25,6.46,450.69
46.53,5.98,464.32
