ip1,ip2,output
20.86,31.10,82.86
20.29,33.09,96.24
19.75,33.02,95.81
20.13,32.36,61.82
23.30,28.39,56.73
26.66,22.02,263.27
31.65,15.62,419.40
34.57,12.70,63.36
36.04,11.44,49.38
36.74,10.75,51.56
36.72,10.45,202.22
36.00,10.62,117.38
34.47,11.42,52.19
31.81,16.70,56.95
28.57,26.08,56.59
27.40,25.38,118.20
26.53,24.77,101.00
25.74,26.98,89.71
24.97,25.88,94.94
24.22,27.51,94.31
23.49,28.86,85.27
22.79,28.70,85.41
22.13,29.67,85.60
21.51,30.60,90.07
20.92,31.80,82.86
20.41,31.86,96.24
19.92,32.61,95.81
20.32,31.42,79.30
23.43,29.42,55.58
26.84,21.01,263.27
32.10,15.20,151.32
35.68,11.75,167.61
37.24,10.59,102.36
37.97,9.97,109.99
37.98,9.80,100.85
37.21,10.15,90.26
35.69,11.05,88.84
33.03,15.66,98.60
29.70,23.52,91.33
28.50,24.10,63.61
27.63,23.46,82.61
26.74,24.24,79.07
25.88,24.50,91.37
25.07,25.27,89.92
24.27,26.64,87.00
23.58,26.31,87.16
22.94,26.95,88.43
22.33,27.40,84.83
21.78,29.79,86.93
21.23,29.30,96.24
20.69,30.13,95.81
20.99,29.84,80.40
23.83,28.92,54.70
26.68,21.85,110.15
32.59,14.05,193.03
36.05,10.89,82.81
37.51,10.00,100.56
38.10,9.73,92.46
38.08,9.70,89.50
37.24,10.09,79.96
35.66,11.04,85.81
32.97,17.10,90.48
29.69,35.59,70.10
28.55,26.87,61.95
27.66,31.63,75.92
26.84,26.33,76.33
26.02,31.97,89.09
25.24,26.81,88.47
24.45,30.87,82.10
23.70,25.16,81.61
23.00,29.59,81.05
22.36,27.76,83.81
21.74,34.63,83.37
21.17,31.73,82.48
20.59,39.27,91.38
20.89,34.03,84.11
24.24,29.76,57.98
27.75,22.57,71.81
32.99,16.89,78.57
36.53,12.91,83.33
38.02,11.57,90.53
38.59,10.95,86.63
38.50,10.74,75.90
37.60,11.05,68.81
35.94,11.88,69.43
33.23,16.34,69.26
29.92,27.76,78.06
28.75,20.88,87.44
27.82,23.02,91.91
26.93,21.21,97.53
26.10,23.01,93.95
25.26,22.07,86.43
24.47,24.75,90.29
23.70,23.98,89.09
22.97,27.12,87.02
22.32,26.23,88.47
21.73,29.98,86.80
21.14,29.34,85.55
20.62,33.38,97.92
20.91,30.71,61.82
24.17,26.65,48.93
27.94,17.72,59.10
33.20,12.75,72.14
36.53,10.41,65.42
37.98,9.53,59.54
38.56,9.07,57.18
38.47,8.94,53.46
37.60,9.24,55.70
35.89,10.06,51.68
32.92,16.66,56.85
29.70,22.82,59.51
28.52,22.95,91.08
27.62,19.84,86.43
26.75,20.27,96.46
25.95,21.57,89.70
25.19,21.18,86.42
24.41,22.48,82.10
23.70,23.07,84.34
23.00,24.68,87.00
22.33,24.79,84.06
21.71,26.46,84.06
21.13,26.58,88.02
20.59,27.43,85.71
20.80,25.48,69.94
24.09,21.02,47.26
27.49,16.34,53.20
32.54,12.23,80.99
35.68,10.12,74.42
37.09,9.48,81.48
37.58,9.33,69.91
37.42,9.45,64.79
36.58,9.88,51.71
35.03,10.77,61.82
32.45,14.19,58.97
29.13,28.83,57.09
28.04,22.51,83.56
27.16,25.69,93.29
26.37,20.94,90.08
25.57,24.49,90.29
24.79,21.58,87.24
24.02,26.24,89.30
23.29,23.56,88.27
22.56,28.81,86.40
21.92,25.83,85.78
21.30,31.61,87.42
20.74,28.75,88.05
20.21,35.15,91.78
20.38,29.90,89.91
23.56,25.30,50.07
27.27,17.69,69.15
32.32,13.46,75.66
35.74,11.72,85.41
37.01,11.19,90.29
37.47,11.07,88.46
37.25,11.21,72.16
36.30,11.72,65.89
34.61,12.78,63.43
32.10,16.17,65.58
28.89,30.77,64.51
27.87,24.38,86.22
27.03,27.32,87.84
26.25,24.34,79.44
25.44,26.46,80.24
24.62,24.04,78.57
23.73,26.37,81.05
22.84,26.74,81.86
21.89,29.86,81.80
21.00,32.75,82.81
20.16,36.85,79.04
19.43,40.81,79.22
18.84,44.78,84.73
18.92,46.85,93.42
21.73,41.11,38.00
25.60,33.59,42.27
30.26,24.80,69.91
33.65,18.88,74.61
35.43,16.32,73.99
36.24,15.18,82.36
36.20,14.99,75.39
35.36,15.51,70.70
33.72,16.82,59.74
31.23,19.53,61.54
28.11,31.93,45.58
27.11,30.23,80.62
26.29,31.21,89.68
25.51,30.65,85.21
24.77,31.28,86.63
24.03,33.45,84.57
23.28,35.54,84.14
22.56,37.75,83.72
21.87,39.89,81.61
21.20,41.91,83.87
20.58,43.84,79.67
20.04,45.57,83.43
19.56,47.22,87.79
19.71,46.95,68.23
22.83,38.81,47.75
27.19,29.25,99.07
32.29,19.74,126.91
34.60,16.62,150.45
35.94,14.98,144.66
36.46,14.26,157.55
36.24,14.23,175.15
35.39,14.88,166.81
33.89,16.23,199.42
31.55,18.95,182.60
28.43,28.55,100.43
27.44,27.74,95.49
26.63,31.03,77.17
25.83,28.40,73.98
25.02,30.53,76.01
24.22,29.11,70.94
23.42,30.16,77.23
22.65,29.18,72.77
21.86,29.87,72.10
21.14,28.78,81.61
20.46,30.18,83.05
19.92,29.14,84.30
19.41,30.60,74.07
19.57,29.83,79.87
22.98,25.91,56.66
26.81,18.80,87.24
32.68,12.17,103.95
35.19,10.58,226.63
36.53,9.78,233.67
37.14,9.30,227.02
36.99,9.16,224.06
36.08,9.47,241.87
34.37,10.32,245.44
31.66,12.67,201.60
28.33,18.59,152.88
27.28,17.01,88.23
26.44,18.74,87.03
25.66,18.28,83.48
24.89,19.84,82.67
24.24,19.92,71.60
23.60,21.51,73.63
23.03,21.56,76.01
22.41,23.94,76.01
21.80,23.96,74.59
21.17,26.78,75.83
20.53,25.90,75.83
19.97,28.00,80.34
19.99,26.52,23.51
23.11,24.10,46.58
26.89,17.35,87.65
32.45,13.37,126.60
35.16,12.00,240.70
36.58,11.22,231.25
37.09,10.88,240.70
36.86,10.89,219.89
35.94,11.31,222.74
34.23,12.33,245.44
31.56,14.99,259.17
28.37,21.67,140.54
27.33,19.34,98.04
26.40,20.26,87.21
25.45,20.56,86.43
24.42,21.27,82.67
23.49,21.58,84.34
22.57,21.79,73.56
21.76,21.78,75.31
21.01,21.74,75.66
20.34,21.86,75.21
19.78,22.05,75.21
19.29,22.30,73.80
18.87,22.36,79.38
19.02,25.11,78.86
22.38,18.25,50.26
26.19,13.76,98.22
31.53,10.39,155.55
34.19,9.47,222.09
35.61,9.06,232.43
36.07,8.96,252.46
35.83,9.00,234.18
34.80,9.38,221.61
33.08,10.17,251.90
30.44,11.95,279.15
27.14,16.21,210.38
26.02,15.96,107.75
25.10,16.26,79.02
24.20,16.27,83.33
23.35,16.64,82.52
22.60,16.17,79.63
21.87,16.29,75.13
21.21,15.83,76.36
20.54,16.09,76.90
19.90,15.88,77.07
19.31,16.61,80.99
18.75,16.73,77.07
18.28,18.51,79.01
18.38,18.43,56.26
21.84,13.63,49.65
25.58,9.72,101.27
30.66,7.23,146.90
33.11,6.55,234.15
34.39,6.35,225.97
34.64,6.51,220.71
34.33,6.86,217.73
33.40,7.51,208.00
31.87,8.51,215.21
29.77,10.02,221.08
27.24,12.54,192.55
25.97,13.59,102.47
24.89,14.38,82.61
23.86,15.19,79.26
23.07,15.76,81.86
22.43,16.21,75.48
21.97,16.55,88.67
21.98,16.44,86.02
21.87,16.40,87.86
21.37,16.61,89.30
20.94,16.68,90.54
20.32,16.86,87.24
19.40,17.46,97.46
18.95,17.72,60.21
21.74,14.63,23.96
25.50,11.42,98.46
30.33,9.00,185.70
32.69,8.36,196.47
33.89,7.75,187.94
34.43,7.28,195.52
34.30,7.09,200.38
33.46,7.25,145.21
31.88,7.84,105.61
29.64,8.95,96.99
26.46,11.07,73.75
25.16,12.02,87.11
24.22,12.72,73.43
23.34,13.46,71.74
22.51,14.14,75.79
21.76,14.74,69.77
21.02,15.33,71.14
20.33,15.87,67.69
19.69,16.42,71.48
19.09,16.89,72.87
18.50,17.36,74.26
17.97,17.78,71.82
17.50,18.18,80.53
17.51,18.11,102.36
20.63,14.92,37.74
24.44,11.79,55.26
29.56,8.72,76.39
32.61,7.26,68.40
34.15,6.52,67.48
34.91,6.11,76.80
34.89,6.12,48.00
34.11,6.60,47.70
32.59,7.59,54.60
30.22,9.20,51.86
27.02,11.69,56.47
25.72,13.03,94.58
24.81,14.06,77.85
23.97,15.04,88.84
23.19,15.93,86.84
22.54,16.72,80.11
21.92,17.41,79.31
21.36,18.04,75.83
20.85,18.59,77.05
20.33,19.08,77.23
19.82,19.50,76.18
19.41,19.81,78.46
18.94,20.17,84.39
18.87,20.02,89.41
21.91,16.53,65.25
25.59,13.08,88.21
30.64,9.94,148.18
33.50,9.02,231.81
34.88,8.82,219.80
35.51,8.84,215.47
35.47,9.08,206.80
34.64,9.58,207.91
33.09,10.44,220.71
30.60,12.00,232.96
27.30,14.39,169.60
26.07,14.79,102.57
25.19,14.79,81.81
24.30,14.98,86.63
23.38,15.33,88.65
22.53,15.64,80.95
21.76,16.00,79.21
21.03,16.44,79.36
20.37,16.87,79.77
19.82,17.27,79.55
19.29,17.66,80.15
18.82,18.10,85.21
18.34,18.56,85.82
18.27,18.64,63.61
21.30,15.69,54.39
24.95,12.42,85.40
29.98,9.97,103.92
33.01,9.45,200.49
34.47,9.22,189.18
35.09,9.32,196.12
35.00,9.71,205.36
34.21,10.43,199.09
32.74,11.55,222.92
30.36,13.46,215.73
27.14,16.40,124.51
26.04,17.43,106.72
25.20,18.30,79.42
24.40,19.12,82.99
23.63,19.84,85.42
22.87,20.55,74.33
22.13,21.18,75.29
21.42,21.73,76.33
20.82,22.09,73.65
20.27,22.40,73.47
19.80,22.59,79.96
19.36,22.76,83.39
19.00,22.84,81.80
19.04,22.41,83.21
22.16,18.20,53.28
25.88,14.41,93.53
30.63,11.76,171.44
33.28,11.38,212.36
34.64,11.06,209.16
35.13,10.93,214.89
34.87,10.99,208.31
33.99,11.26,200.60
32.45,12.01,200.89
30.17,13.55,209.60
27.05,16.23,117.33
25.79,17.30,90.86
24.86,18.13,80.63
23.99,19.01,81.41
23.15,19.93,78.75
22.30,20.90,76.99
21.56,21.75,78.38
20.88,22.55,79.92
20.20,23.40,76.87
19.41,24.41,78.27
18.71,25.26,79.68
18.10,26.00,83.17
17.59,26.64,82.97
17.56,26.43,83.39
20.71,21.46,59.83
24.57,16.84,46.31
29.68,12.30,77.88
33.19,9.88,69.87
34.65,8.86,79.45
35.25,8.27,74.93
35.14,8.09,76.39
34.37,8.32,68.61
32.85,9.09,76.33
30.20,10.77,82.20
26.82,13.48,70.28
25.74,14.30,71.86
24.87,14.96,83.57
24.07,15.66,89.19
23.30,16.38,88.05
22.57,17.05,74.58
21.87,17.71,71.58
21.20,18.34,73.47
20.54,18.95,76.69
19.96,19.48,79.12
19.37,20.06,80.72
18.81,20.67,81.33
18.31,21.28,79.73
18.23,21.36,79.96
21.32,18.01,55.54
25.02,14.06,69.44
30.64,10.72,107.44
34.44,9.51,201.38
35.92,8.98,192.33
36.60,8.73,201.57
36.46,8.84,212.92
35.57,9.28,197.54
33.85,10.22,203.45
30.74,14.40,186.17
27.74,15.35,142.13
26.73,15.46,117.67
25.92,15.67,80.82
25.06,16.39,83.99
24.24,17.21,78.94
23.46,18.05,78.98
22.68,18.98,79.61
21.90,20.03,77.36
21.14,21.17,78.94
20.46,22.30,80.95
19.83,23.31,80.95
19.30,24.00,81.14
18.82,24.44,80.60
18.76,24.11,84.00
21.90,19.42,52.58
25.59,15.25,81.01
31.01,11.84,99.81
34.45,10.82,142.21
35.86,10.19,146.78
36.37,9.82,132.80
36.14,9.79,144.96
35.05,10.15,124.21
33.18,11.09,142.88
30.41,12.98,91.59
27.25,15.71,69.00
26.14,16.87,92.26
25.21,18.09,83.00
24.29,19.67,81.97
23.44,21.31,77.54
22.73,22.82,85.81
22.11,24.05,85.79
21.53,25.18,87.01
20.93,26.19,83.39
20.29,27.22,81.56
19.67,28.13,82.97
19.04,29.10,82.99
18.51,29.87,95.86
18.38,29.84,88.81
21.03,25.00,49.67
24.73,19.67,54.65
29.78,14.74,96.38
32.78,13.23,91.52
34.25,12.44,84.00
34.79,12.03,58.24
34.54,12.13,57.19
33.48,12.75,44.51
31.73,13.98,59.09
29.30,16.09,130.18
26.34,19.20,54.73
25.28,20.42,85.99
24.40,21.49,81.03
23.48,22.67,80.81
22.58,23.67,80.15
21.70,24.22,78.98
20.82,24.08,77.54
19.90,23.25,76.33
19.00,22.15,75.29
18.13,21.45,74.26
17.43,21.31,76.08
16.87,21.30,83.58
16.42,21.32,83.60
16.38,20.79,87.57
19.53,16.58,47.54
23.24,12.97,91.37
28.16,9.47,118.02
31.28,7.34,169.85
32.60,6.15,143.73
33.11,5.40,148.18
32.84,5.13,136.95
31.91,5.13,135.70
30.30,5.34,134.78
27.35,6.17,162.64
23.96,7.64,90.86
22.86,7.64,94.30
21.96,7.54,76.91
21.11,7.53,79.02
20.32,7.62,79.92
19.60,7.77,73.73
18.86,8.01,74.05
18.13,8.28,73.63
17.44,8.61,72.78
16.72,9.04,72.52
16.04,9.49,71.65
15.44,9.90,76.26
14.89,10.21,76.57
14.76,10.01,77.85
17.96,9.26,42.69
21.88,5.88,87.53
26.87,4.30,104.91
31.07,3.84,146.65
32.38,4.17,144.66
32.80,4.39,160.48
32.42,4.52,146.76
31.36,4.62,138.14
29.64,4.80,139.66
26.59,5.36,132.85
23.16,6.21,120.65
22.00,5.87,83.39
21.03,5.50,77.69
20.11,5.34,79.77
19.26,5.29,80.38
18.50,5.32,77.22
17.74,5.41,74.40
17.00,5.53,72.35
16.27,5.67,71.65
15.53,5.88,71.82
14.83,6.11,71.38
14.19,6.37,72.43
13.66,6.65,77.72
13.49,6.83,79.23
16.72,5.68,35.66
20.88,3.52,85.60
25.39,2.72,144.66
30.36,2.28,106.76
32.35,2.18,150.89
33.13,2.06,138.31
32.94,2.03,150.37
32.00,2.08,143.82
30.12,2.31,141.44
26.60,3.05,132.21
23.04,4.20,130.43
21.96,4.75,99.47
21.08,5.61,85.30
20.30,6.68,83.80
19.52,7.73,83.19
18.76,8.58,78.94
18.02,9.25,83.19
17.29,9.84,76.87
16.59,10.44,71.04
15.81,11.02,72.43
15.04,11.53,75.83
14.40,11.86,80.72
13.84,12.14,78.75
13.67,12.08,77.66
16.84,10.14,39.22
20.87,7.45,76.66
25.45,5.57,125.34
29.91,3.90,146.42
31.48,3.31,130.02
32.02,3.04,122.69
31.57,3.02,122.92
30.50,3.12,105.16
28.84,3.34,114.53
25.84,3.99,119.48
22.77,5.04,97.91
21.60,5.42,96.61
20.46,5.78,82.78
19.50,5.84,79.21
18.70,5.82,80.57
17.94,5.84,72.43
17.21,5.86,68.90
16.46,5.89,71.82
15.73,5.92,73.21
15.02,6.02,73.38
14.33,6.20,74.78
13.68,6.43,81.94
13.11,6.69,72.26
12.93,6.82,79.42
16.06,5.71,42.09
20.23,3.42,85.19
24.39,2.59,86.31
28.12,1.78,134.25
29.33,1.61,114.46
29.73,1.56,115.64
29.74,1.57,102.71
29.02,1.65,107.15
27.52,1.81,115.89
25.05,2.19,114.70
22.02,2.91,81.22
20.68,3.15,96.17
19.65,3.26,91.37
18.67,3.37,85.21
17.69,3.53,77.54
16.67,3.75,73.73
15.66,4.02,71.75
14.72,4.32,81.17
13.87,4.65,72.60
13.02,5.00,73.38
12.32,5.32,73.99
11.77,5.56,73.11
11.33,5.76,76.93
11.19,5.86,88.59
14.37,4.81,39.60
18.57,3.36,89.41
23.00,2.60,111.19
28.02,2.38,119.48
30.23,2.34,116.84
31.14,2.30,108.99
31.18,2.31,104.91
30.35,2.39,90.49
28.70,2.61,99.36
24.94,3.51,99.73
21.56,4.70,73.03
20.51,5.10,76.54
19.61,5.51,78.48
18.79,6.04,75.79
18.05,6.72,80.19
17.32,7.51,77.72
16.65,8.25,70.10
15.97,8.82,73.30
15.32,9.24,73.04
14.63,9.53,73.99
13.93,9.70,74.78
13.28,9.81,76.18
12.74,9.93,76.01
12.54,9.88,78.52
15.59,8.47,43.01
19.90,6.19,59.69
24.13,4.76,58.94
29.24,3.41,67.32
31.14,3.09,67.04
31.87,2.91,62.55
31.76,2.88,40.11
30.78,2.99,38.91
28.97,3.28,54.60
25.27,4.21,41.19
21.98,5.33,47.59
20.89,5.64,75.00
19.93,5.91,81.81
19.07,6.21,78.52
18.24,6.55,81.33
17.46,6.89,76.36
16.72,7.22,72.60
16.01,7.57,76.62
15.33,7.94,76.98
14.66,8.23,75.13
13.98,8.46,77.96
13.37,8.66,82.67
12.83,8.82,77.41
12.60,8.81,77.78
15.63,7.52,47.40
19.99,5.40,79.04
24.19,4.15,126.23
29.40,3.03,147.45
31.29,2.91,133.21
31.97,2.80,141.74
31.89,2.73,138.81
30.92,2.78,110.06
29.09,3.01,78.64
25.24,3.94,132.48
21.91,5.09,99.32
20.82,5.33,99.66
19.85,5.50,78.28
18.98,5.64,78.61
18.17,5.75,81.75
17.42,5.81,71.38
16.67,5.88,67.85
15.95,5.96,69.71
15.27,6.11,64.51
14.57,6.28,66.64
13.94,6.45,68.97
13.38,6.67,67.88
12.88,6.80,72.87
12.61,6.86,70.64
15.50,6.96,42.79
19.85,4.51,92.49
23.82,3.00,120.94
28.78,1.71,145.93
31.45,1.29,125.27
32.20,1.21,129.52
32.01,1.21,120.93
31.00,1.23,122.12
29.06,1.28,119.19
24.67,2.19,118.89
21.55,3.32,86.31
20.44,3.21,83.93
19.44,3.08,85.55
18.52,2.90,78.61
17.64,2.73,78.94
16.83,2.49,71.21
16.02,2.27,74.40
15.24,2.04,72.00
14.48,1.86,74.61
13.75,1.79,76.62
13.12,1.80,74.86
12.58,1.87,76.98
12.09,1.91,79.92
11.85,1.95,81.01
14.80,2.56,44.40
19.93,1.96,84.01
23.52,0.30,138.81
27.83,0.14,124.72
30.83,0.07,132.88
31.59,0.07,126.51
31.37,0.08,120.05
30.25,0.08,118.30
27.96,0.10,142.43
22.92,0.34,121.83
19.79,1.34,86.77
18.60,1.59,77.12
17.51,1.54,89.75
16.43,1.48,84.01
15.58,1.49,80.38
14.85,1.49,76.51
14.17,1.48,75.29
13.51,1.44,75.72
12.93,1.40,76.08
12.39,1.42,73.38
12.08,1.51,75.65
11.79,1.61,75.83
11.49,1.70,82.99
11.38,1.82,72.26
14.49,1.80,46.58
19.50,0.97,80.62
23.20,0.53,121.82
27.59,0.50,122.95
30.32,0.85,115.69
31.11,1.17,127.59
30.91,1.30,120.65
29.85,1.24,125.92
27.74,1.13,139.14
23.02,1.70,131.78
19.89,2.06,81.81
18.73,1.84,85.98
17.73,1.70,88.66
16.90,1.63,75.36
16.54,1.69,80.15
16.16,1.71,67.85
15.72,1.69,68.62
15.27,1.68,67.72
14.76,1.71,71.82
14.31,1.81,74.26
13.83,1.94,73.21
13.36,2.08,73.82
12.88,2.21,84.20
12.63,2.33,83.60
15.44,2.87,49.09
20.11,1.73,85.58
23.64,0.51,128.75
28.10,0.97,130.49
30.03,1.49,129.84
30.70,1.76,155.59
30.46,1.93,120.63
29.44,1.86,120.36
27.45,1.63,118.89
22.95,1.98,113.07
19.70,2.26,84.34
18.43,1.92,92.79
17.31,1.62,95.58
16.26,1.47,77.59
15.40,1.39,79.50
14.73,1.35,73.11
14.15,1.34,73.47
13.62,1.37,70.97
13.12,1.39,71.92
12.65,1.44,73.65
12.22,1.48,73.38
11.84,1.51,73.73
11.46,1.52,71.65
11.27,1.58,78.23
14.17,2.13,41.90
19.14,1.41,66.72
22.75,0.25,131.65
26.97,0.13,156.56
29.74,0.31,115.64
30.51,0.66,109.94
30.30,1.02,106.72
29.25,1.37,83.41
27.25,1.73,90.71
22.78,2.91,77.63
19.83,3.86,74.29
18.76,4.06,88.87
17.85,4.28,86.68
16.97,4.46,78.33
16.21,4.63,77.85
15.45,4.78,72.35
14.68,4.95,68.73
13.89,5.12,74.33
13.15,5.26,72.87
12.45,5.46,69.71
11.84,5.67,69.10
11.34,5.81,76.01
10.91,5.89,73.91
10.67,5.89,79.58
13.45,5.49,55.13
17.92,3.57,54.86
21.90,2.55,69.77
26.66,2.03,72.50
29.00,2.15,54.94
29.79,2.23,50.28
29.66,2.33,43.72
28.68,2.45,45.54
26.78,2.67,57.00
22.70,3.44,44.72
19.70,4.06,49.44
18.61,4.04,78.87
17.61,3.98,83.39
16.66,3.92,80.79
15.75,3.85,95.17
14.90,3.77,83.39
14.04,3.76,74.86
13.22,3.84,80.15
12.39,4.00,91.91
11.56,4.24,77.66
10.80,4.50,76.62
10.16,4.75,76.87
9.63,4.97,68.08
9.33,5.10,76.25
12.14,4.49,46.20
16.70,2.96,83.00
20.68,2.22,112.14
25.80,1.62,135.71
28.51,1.42,113.95
29.35,1.42,131.19
29.25,1.49,112.41
28.31,1.59,120.06
26.39,1.78,137.79
22.01,2.66,133.79
19.05,3.58,90.92
18.06,3.87,91.75
17.19,4.14,82.58
16.41,4.46,73.65
15.70,4.71,72.87
15.06,4.93,69.33
14.42,5.17,68.90
13.80,5.43,69.66
13.16,5.75,71.65
12.50,6.00,69.99
11.82,6.22,69.71
11.18,6.39,75.13
10.61,6.55,73.38
10.26,6.61,72.26
12.89,5.80,64.18
17.32,4.04,90.93
21.26,3.06,105.02
26.10,2.15,133.88
28.73,1.77,109.88
29.53,1.64,114.51
29.43,1.60,111.87
28.53,1.60,107.71
26.71,1.69,113.95
22.66,2.19,132.36
19.61,2.72,101.13
18.59,2.79,103.41
17.73,2.82,83.37
16.97,2.92,77.36
16.31,3.09,78.75
15.67,3.31,76.33
15.07,3.55,71.48
14.54,3.81,72.87
14.05,4.13,74.26
13.50,4.45,74.86
13.05,4.71,76.87
12.68,4.92,78.94
12.28,5.10,79.39
11.93,5.24,76.39
14.32,4.46,48.61
18.06,3.46,83.59
22.13,2.66,96.29
26.62,1.36,133.14
28.60,0.94,106.92
29.45,0.85,125.06
29.43,0.96,105.78
28.61,1.17,109.61
27.05,1.40,116.82
23.45,1.78,113.28
20.40,2.25,92.78
19.37,2.43,92.54
18.56,2.60,91.95
17.87,2.71,84.01
17.27,2.79,78.19
16.64,2.98,73.80
16.05,3.33,71.14
15.46,3.76,72.52
14.89,4.20,75.90
14.33,4.57,75.65
13.80,4.88,78.27
13.36,5.09,80.34
12.95,5.13,80.57
12.67,5.12,80.60
15.15,5.08,45.76
19.29,3.78,80.42
23.11,1.91,107.50
27.82,0.79,128.58
30.62,0.67,115.36
31.47,0.95,145.84
31.33,1.19,130.50
30.40,1.29,109.88
28.38,1.33,136.29
24.22,3.25,147.86
21.84,3.63,77.66
20.93,2.40,86.31
20.12,2.57,80.24
19.32,2.09,80.83
18.55,2.67,80.72
17.87,2.11,81.33
17.20,2.55,70.94
16.57,1.97,72.26
15.95,2.38,73.47
15.35,1.92,76.08
14.84,2.48,78.27
14.37,2.22,79.73
13.90,2.95,80.76
13.56,2.75,74.83
15.98,4.05,37.94
20.34,2.31,74.05
23.98,1.43,125.58
28.21,1.04,138.26
31.86,1.40,135.71
33.12,2.30,129.44
33.17,3.02,133.86
32.21,3.58,111.13
30.15,4.20,143.02
25.89,6.73,138.99
23.40,5.74,92.99
22.35,5.58,103.23
21.46,4.43,81.22
20.61,4.53,77.66
19.84,4.31,76.87
19.10,4.64,70.71
18.37,4.94,74.69
17.68,5.43,72.95
17.00,5.63,75.12
16.38,6.03,77.30
15.80,5.92,69.99
15.22,6.51,80.53
14.69,6.62,76.99
14.29,7.29,79.02
16.60,7.17,48.60
20.69,6.07,76.20
24.57,4.82,116.23
29.31,4.60,129.38
31.91,5.83,113.07
32.43,6.40,114.53
32.06,6.82,113.19
30.87,7.36,92.18
28.82,8.26,93.02
25.06,10.26,77.12
22.30,11.95,62.67
21.28,12.49,97.57
20.32,12.94,89.53
19.40,13.46,77.26
18.56,13.97,78.56
17.78,14.42,75.24
17.03,14.85,75.79
16.37,15.26,75.36
15.68,15.75,78.94
15.07,16.22,77.91
14.43,16.84,80.72
13.87,17.43,80.15
13.29,18.12,78.94
12.88,18.65,80.19
15.20,16.03,43.51
19.12,12.49,65.56
23.18,9.72,68.24
27.97,7.34,68.34
29.40,6.96,67.85
29.77,6.84,52.30
29.41,6.81,46.95
28.27,7.00,45.60
26.42,7.52,44.68
22.97,9.09,43.10
20.10,10.72,54.81
19.07,11.28,89.46
18.14,11.75,86.94
17.31,12.23,80.95
16.46,12.80,76.08
15.68,13.33,75.54
14.89,13.86,73.65
14.15,14.32,74.34
13.42,14.80,75.57
12.77,15.12,72.94
12.23,15.38,78.46
11.83,15.51,79.92
11.51,15.59,80.76
11.28,15.58,81.21
13.67,13.11,41.60
17.37,10.23,76.66
21.60,7.86,113.59
26.10,5.98,132.15
28.11,5.07,131.51
29.00,4.75,134.45
28.93,4.83,121.82
28.07,5.07,247.23
26.41,5.52,123.61
23.13,6.73,127.75
20.11,8.14,79.02
18.92,8.81,95.11
17.86,9.47,89.83
16.86,10.28,87.82
15.92,11.25,81.97
15.12,12.25,80.57
14.40,13.32,73.56
13.73,14.44,73.73
13.06,15.68,74.76
12.37,16.99,75.12
11.80,18.35,77.91
11.32,19.87,80.53
10.91,21.58,81.56
10.62,23.27,84.40
12.89,20.97,46.69
16.49,17.29,79.23
20.91,13.48,106.79
25.58,10.04,130.16
28.22,7.93,126.47
29.33,6.98,123.86
29.46,6.72,61.51
28.68,6.99,122.13
27.02,7.77,147.23
23.40,9.88,135.44
20.56,12.03,103.67
19.60,13.03,87.05
18.75,14.06,98.98
17.91,15.30,85.99
17.10,16.78,83.80
16.27,18.45,70.55
15.45,20.17,75.54
14.64,21.94,80.53
13.92,23.57,80.11
13.21,25.12,80.72
12.55,26.53,83.75
11.98,27.86,81.10
11.46,29.08,79.50
11.05,30.14,75.42
13.32,26.14,39.32
16.99,20.86,90.33
21.28,15.98,111.01
26.21,10.36,146.42
28.15,8.70,142.78
28.91,8.03,140.33
28.89,7.81,124.75
28.13,7.94,132.01
26.59,8.54,129.27
23.38,10.43,128.89
20.47,12.64,90.17
19.47,13.64,91.23
18.61,14.56,89.61
17.91,15.50,84.60
17.23,16.54,83.58
16.56,17.72,75.54
15.89,19.09,76.62
15.21,20.48,77.05
14.54,21.87,77.54
13.81,23.13,78.52
13.17,24.12,79.07
12.63,24.93,77.23
12.19,25.54,79.12
11.87,26.00,81.59
14.21,22.28,39.70
18.05,17.49,87.57
22.15,13.63,122.12
26.78,9.94,133.46
28.60,8.38,131.39
29.45,7.50,142.78
29.43,7.20,113.08
28.50,7.34,109.47
26.67,7.92,125.06
23.06,9.73,125.97
20.11,11.59,99.22
19.05,12.33,109.57
18.16,13.03,83.57
17.21,13.97,84.00
16.40,14.96,83.99
15.73,15.87,72.43
15.11,16.69,68.29
14.46,17.45,71.04
13.81,18.12,72.26
13.15,18.62,73.04
12.50,19.05,80.11
11.91,19.43,77.48
11.43,19.77,70.44
11.15,20.01,74.58
13.59,17.00,50.52
17.78,13.10,106.30
21.74,10.36,108.88
26.66,8.03,128.75
28.74,7.07,117.73
29.75,6.40,117.43
29.93,6.08,117.08
29.12,6.13,107.71
27.26,6.69,118.89
23.18,8.56,132.88
20.50,10.01,87.11
19.41,10.60,100.00
18.44,11.04,92.08
17.50,11.50,84.55
16.64,11.84,85.01
15.84,12.10,68.73
15.07,12.29,70.97
14.36,12.48,70.71
13.71,12.64,72.43
13.04,12.85,73.38
12.45,13.01,75.47
11.87,13.20,78.89
11.35,13.42,74.86
10.95,13.58,74.76
13.25,11.57,45.93
17.34,8.95,96.97
21.20,7.10,114.11
26.22,3.91,123.28
28.39,2.88,113.34
29.30,2.46,124.44
29.35,2.30,101.29
28.52,2.31,89.14
26.67,2.47,95.93
