date,Apple,overlap,apple,aapl,apple store,apple watch,apple iphone,iphone,apple music,aapl stock price,aapl stock,apple pay,apple macbook,apple support,apple watch series 3,apple 4 watch,airpods,semiconductor,TSMC,apple factory,apple earnings,aapl earnings
2017-05-29,21.0,,21.0,4.0,39.0,14.0,10.0,24.0,16.0,3.0,4.0,14.0,32.0,49.0,0.0,0.0,2.0,55.0,10.0,16.0,0.0,0.0
2017-05-30,21.0,1.0,21.0,14.0,33.0,14.0,9.0,23.0,16.0,20.0,23.0,13.0,38.0,52.0,0.0,0.0,1.0,52.0,11.0,12.0,3.0,0.0
2017-05-31,21.0,1.0,21.0,13.0,34.0,13.0,10.0,23.0,16.0,19.0,19.0,16.0,33.0,55.0,1.0,0.0,2.0,55.0,10.0,16.0,1.0,1.0
2017-06-01,21.0,1.0,21.0,13.0,35.0,14.0,9.0,23.0,16.0,16.0,24.0,16.0,34.0,51.0,1.0,0.0,2.0,51.0,12.0,9.0,2.0,2.0
2017-06-02,20.0,1.0,20.0,15.0,36.0,15.0,9.0,23.0,15.0,34.0,25.0,15.0,32.0,53.0,1.0,0.0,1.0,52.0,19.0,19.0,0.0,1.0
2017-06-03,21.0,1.0,21.0,4.0,36.0,16.0,10.0,25.0,16.0,4.0,4.0,16.0,29.0,52.0,1.0,0.0,1.0,19.0,15.0,12.0,1.0,1.0
2017-06-04,22.0,1.0,22.0,2.0,37.0,16.0,10.0,26.0,19.0,6.0,3.0,15.0,34.0,41.0,1.0,0.0,1.0,26.0,10.0,25.0,0.0,0.0
2017-06-05,33.0,1.0,33.0,23.0,48.0,18.0,11.0,24.0,19.0,14.0,25.0,22.0,58.0,48.0,0.0,1.0,2.0,57.0,20.0,17.0,0.0,2.0
2017-06-06,31.0,1.0,31.0,18.0,45.0,17.0,11.0,24.0,21.0,34.0,31.0,21.0,64.0,57.0,1.0,1.0,2.0,66.0,27.0,28.0,0.0,4.0
2017-06-07,25.0,1.0,25.0,15.0,39.0,15.0,10.0,24.0,18.0,26.0,19.0,19.0,47.0,61.0,0.0,1.0,2.0,60.0,24.0,16.0,1.0,0.0
2017-06-08,22.0,1.0,22.0,15.0,35.0,14.0,10.0,23.0,16.0,32.0,22.0,14.0,42.0,51.0,1.0,0.0,2.0,50.0,12.0,22.0,0.0,2.0
2017-06-09,22.0,1.0,22.0,19.0,37.0,15.0,10.0,23.0,18.0,33.0,31.0,18.0,41.0,54.0,1.0,0.0,2.0,47.0,6.0,26.0,0.0,0.0
2017-06-10,23.0,1.0,23.0,7.0,45.0,17.0,10.0,26.0,20.0,19.0,7.0,17.0,41.0,60.0,0.0,0.0,2.0,29.0,3.0,18.0,1.0,0.0
2017-06-11,23.0,1.0,23.0,3.0,42.0,18.0,10.0,26.0,19.0,9.0,6.0,14.0,42.0,47.0,1.0,1.0,2.0,20.0,11.0,25.0,0.0,0.0
2017-06-12,23.0,1.0,23.0,25.0,40.0,17.0,10.0,23.0,17.0,25.0,34.0,15.0,39.0,56.0,1.0,1.0,2.0,55.0,17.0,14.0,0.0,2.0
2017-06-13,22.0,1.0,22.0,22.0,39.0,16.0,10.0,23.0,16.0,33.0,32.0,15.0,39.0,55.0,1.0,0.0,2.0,54.0,16.0,10.0,0.0,5.0
2017-06-14,23.0,1.0,23.0,17.0,34.0,16.0,9.0,24.0,16.0,28.0,29.0,15.0,39.0,54.0,1.0,0.0,2.0,75.0,17.0,23.0,1.0,0.0
2017-06-15,21.0,1.0,21.0,18.0,40.0,16.0,9.0,23.0,17.0,21.0,23.0,16.0,30.0,43.0,0.0,0.0,2.0,49.0,17.0,10.0,0.0,1.0
2017-06-16,23.0,1.0,23.0,15.0,43.0,16.0,10.0,24.0,20.0,17.0,20.0,14.0,37.0,57.0,1.0,0.0,2.0,37.0,17.0,15.0,0.0,1.0
2017-06-17,23.0,1.0,23.0,5.0,42.0,19.0,11.0,26.0,22.0,18.0,8.0,14.0,35.0,52.0,1.0,1.0,2.0,31.0,6.0,18.0,1.0,3.0
2017-06-18,23.0,1.0,23.0,5.0,41.0,20.0,10.0,27.0,20.0,2.0,7.0,15.0,31.0,62.0,0.0,1.0,2.0,24.0,9.0,25.0,1.0,0.0
2017-06-19,23.0,1.0,23.0,16.0,38.0,17.0,10.0,24.0,15.0,22.0,29.0,14.0,38.0,60.0,1.0,0.0,2.0,49.0,17.0,22.0,0.0,0.0
2017-06-20,22.0,1.0,22.0,17.0,35.0,15.0,10.0,24.0,17.0,21.0,27.0,14.0,35.0,58.0,0.0,0.0,2.0,44.0,23.0,20.0,0.0,2.0
2017-06-21,21.0,1.0,21.0,15.0,38.0,15.0,10.0,24.0,16.0,25.0,20.0,16.0,32.0,45.0,1.0,1.0,2.0,52.0,22.0,13.0,0.0,0.0
2017-06-22,22.0,1.0,22.0,14.0,36.0,15.0,10.0,23.0,16.0,21.0,18.0,13.0,33.0,61.0,1.0,1.0,1.0,44.0,15.0,21.0,2.0,0.0
2017-06-23,21.0,1.0,21.0,13.0,38.0,15.0,9.0,24.0,19.0,15.0,24.0,15.0,34.0,55.0,1.0,0.0,2.0,52.0,16.0,16.0,0.0,3.0
2017-06-24,23.0,1.0,23.0,4.0,38.0,17.0,11.0,27.0,20.0,4.0,6.0,15.0,38.0,58.0,1.0,1.0,2.0,21.0,12.0,22.0,0.0,0.0
2017-06-25,23.0,1.0,23.0,3.0,40.0,17.0,11.0,27.0,19.0,2.0,4.0,16.0,41.0,53.0,1.0,0.0,2.0,30.0,3.0,21.0,0.0,0.0
2017-06-26,22.0,1.0,22.0,16.0,38.0,14.0,10.0,24.0,19.0,21.0,20.0,11.0,36.0,56.0,1.0,0.0,2.0,47.0,21.0,11.0,0.0,1.0
2017-06-27,22.0,1.0,22.0,15.0,37.0,15.0,10.0,25.0,17.0,11.0,24.0,16.0,35.0,66.0,2.0,1.0,2.0,51.0,13.0,11.0,1.0,3.0
2017-06-28,22.0,1.0,22.0,13.0,39.0,14.0,10.0,25.0,14.0,25.0,21.0,13.0,32.0,63.0,0.0,0.0,2.0,51.0,15.0,20.0,0.0,0.0
2017-06-29,22.0,1.0,22.0,15.0,40.0,13.0,11.0,25.0,16.0,17.0,23.0,14.0,32.0,51.0,1.0,0.0,2.0,54.0,20.0,16.0,0.0,1.0
2017-06-30,21.0,1.0,21.0,13.0,40.0,13.0,11.0,25.0,22.0,26.0,17.0,15.0,38.0,62.0,1.0,0.0,2.0,46.0,14.0,18.0,0.0,0.0
2017-07-01,23.0,1.0,23.0,3.0,42.0,16.0,11.0,27.0,21.0,5.0,4.0,11.0,40.0,56.0,1.0,0.0,2.0,18.0,15.0,29.0,0.0,2.0
2017-07-02,23.0,1.0,23.0,3.0,38.0,16.0,11.0,27.0,18.0,2.0,4.0,13.0,33.0,50.0,1.0,0.0,2.0,29.0,10.0,29.0,1.0,0.0
2017-07-03,22.0,1.0,22.0,13.0,39.0,15.0,11.0,25.0,18.0,29.0,20.0,13.0,43.0,56.0,1.0,1.0,2.0,44.0,9.0,9.0,0.0,0.0
2017-07-04,22.0,1.0,22.0,10.0,36.0,14.0,11.0,24.0,17.0,12.0,11.0,16.0,39.0,49.0,1.0,0.0,2.0,43.0,5.0,37.0,0.0,1.0
2017-07-05,21.0,1.0,21.0,11.0,37.0,13.0,10.0,25.0,16.0,17.0,19.0,16.0,33.0,58.0,1.0,0.0,2.0,58.0,16.0,21.0,0.0,0.0
2017-07-06,22.0,1.0,22.0,13.0,37.0,14.0,10.0,25.0,17.0,13.0,18.0,17.0,38.0,72.0,1.0,1.0,2.0,47.0,20.0,27.0,0.0,0.0
2017-07-07,22.0,1.0,22.0,12.0,40.0,14.0,10.0,25.0,20.0,13.0,18.0,13.0,32.0,74.0,0.0,0.0,2.0,54.0,9.0,17.0,2.0,0.0
2017-07-08,23.0,1.0,23.0,2.0,42.0,17.0,10.0,27.0,19.0,4.0,4.0,17.0,37.0,54.0,1.0,0.0,2.0,23.0,14.0,24.0,1.0,1.0
2017-07-09,22.0,1.0,22.0,2.0,39.0,17.0,11.0,26.0,18.0,2.0,2.0,13.0,38.0,45.0,0.0,0.0,1.0,25.0,7.0,23.0,1.0,2.0
2017-07-10,22.0,1.0,22.0,13.0,40.0,14.0,10.0,24.0,17.0,17.0,24.0,16.0,36.0,65.0,1.0,0.0,2.0,49.0,12.0,19.0,1.0,0.0
2017-07-11,23.0,1.0,23.0,12.0,39.0,16.0,10.0,25.0,18.0,24.0,16.0,14.0,39.0,62.0,0.0,0.0,2.0,54.0,11.0,30.0,1.0,1.0
2017-07-12,22.0,1.0,22.0,10.0,39.0,14.0,11.0,25.0,17.0,30.0,15.0,16.0,40.0,61.0,1.0,1.0,2.0,49.0,17.0,21.0,1.0,0.0
2017-07-13,21.0,1.0,21.0,13.0,42.0,14.0,10.0,25.0,19.0,25.0,23.0,16.0,37.0,62.0,1.0,0.0,2.0,60.0,17.0,10.0,3.0,2.0
2017-07-14,22.0,1.0,22.0,12.0,40.0,14.0,10.0,23.0,18.0,28.0,25.0,16.0,34.0,58.0,0.0,0.0,2.0,47.0,18.0,20.0,0.0,6.0
2017-07-15,23.0,1.0,23.0,3.0,43.0,16.0,11.0,27.0,21.0,2.0,2.0,18.0,39.0,50.0,1.0,1.0,2.0,23.0,9.0,11.0,0.0,0.0
2017-07-16,23.0,1.0,23.0,2.0,39.0,16.0,11.0,27.0,23.0,4.0,0.0,19.0,36.0,55.0,1.0,0.0,1.0,41.0,18.0,19.0,1.0,0.0
2017-07-17,23.0,1.0,23.0,14.0,38.0,14.0,9.0,24.0,17.0,26.0,19.0,16.0,41.0,54.0,1.0,0.0,2.0,52.0,12.0,15.0,2.0,4.0
2017-07-18,22.0,1.0,22.0,13.0,40.0,15.0,10.0,24.0,17.0,22.0,21.0,19.0,41.0,55.0,1.0,0.0,2.0,58.0,14.0,20.0,0.0,5.0
2017-07-19,22.0,1.0,22.0,15.0,39.0,14.0,10.0,24.0,20.0,38.0,25.0,20.0,36.0,56.0,1.0,0.0,2.0,67.0,4.0,7.0,4.0,8.0
2017-07-20,21.0,1.0,21.0,12.0,37.0,15.0,10.0,24.0,17.0,13.0,19.0,17.0,37.0,62.0,1.0,0.0,2.0,44.0,15.0,12.0,3.0,11.0
2017-07-21,21.0,1.0,21.0,11.0,38.0,15.0,10.0,24.0,19.0,27.0,18.0,16.0,39.0,56.0,1.0,0.0,2.0,54.0,7.0,7.0,1.0,4.0
2017-07-22,22.0,1.0,22.0,4.0,43.0,16.0,10.0,27.0,21.0,5.0,6.0,15.0,41.0,55.0,1.0,1.0,1.0,38.0,20.0,9.0,2.0,5.0
2017-07-23,23.0,1.0,23.0,2.0,41.0,16.0,10.0,26.0,20.0,2.0,2.0,19.0,41.0,45.0,1.0,0.0,2.0,17.0,11.0,31.0,1.0,1.0
2017-07-24,23.0,1.0,23.0,13.0,40.0,14.0,11.0,25.0,18.0,28.0,17.0,16.0,41.0,61.0,1.0,1.0,2.0,43.0,18.0,25.0,4.0,7.0
2017-07-25,23.0,1.0,23.0,15.0,40.0,16.0,11.0,26.0,15.0,36.0,25.0,17.0,39.0,59.0,0.0,1.0,2.0,45.0,21.0,21.0,6.0,12.0
2017-07-26,23.0,1.0,23.0,17.0,42.0,15.0,10.0,25.0,18.0,24.0,28.0,14.0,42.0,63.0,1.0,1.0,1.0,46.0,22.0,30.0,4.0,8.0
2017-07-27,23.0,1.0,23.0,17.0,38.0,15.0,10.0,25.0,19.0,20.0,26.0,16.0,34.0,69.0,1.0,0.0,2.0,57.0,11.0,27.0,7.0,10.0
2017-07-28,23.0,1.0,23.0,15.0,40.0,15.0,10.0,26.0,23.0,19.0,24.0,18.0,41.0,56.0,1.0,0.0,2.0,50.0,16.0,17.0,6.0,18.0
2017-07-29,24.0,1.0,24.0,5.0,45.0,16.0,11.0,27.0,26.0,9.0,7.0,17.0,42.0,53.0,1.0,0.0,2.0,21.0,10.0,33.0,1.0,2.0
2017-07-30,24.0,1.0,24.0,2.0,42.0,16.0,11.0,28.0,21.0,5.0,3.0,16.0,43.0,43.0,2.0,0.0,2.0,28.0,12.0,22.0,4.0,3.0
2017-07-31,23.0,1.0,23.0,17.0,42.0,14.0,11.0,25.0,20.0,21.0,27.0,15.0,42.0,58.0,1.0,0.0,2.0,63.0,19.0,22.0,10.0,16.0
2017-08-01,24.0,1.0,24.0,46.0,39.0,14.0,10.0,25.0,20.0,74.0,56.0,13.0,47.0,55.0,1.0,0.0,2.0,59.0,17.0,24.0,67.0,56.0
2017-08-02,24.0,1.0,24.0,58.0,39.0,16.0,11.0,25.0,18.0,87.0,80.0,16.0,38.0,66.0,1.0,0.0,2.0,66.0,11.0,25.0,16.0,10.0
2017-08-03,23.0,1.0,23.0,27.0,34.0,15.0,11.0,25.0,19.0,44.0,38.0,17.0,41.0,54.0,1.0,0.0,2.0,58.0,24.0,25.0,5.0,4.0
2017-08-04,22.0,1.0,22.0,19.0,37.0,14.0,11.0,25.0,19.0,32.0,27.0,13.0,41.0,46.0,1.0,0.0,2.0,47.0,8.0,26.0,3.0,2.0
2017-08-05,24.0,1.0,24.0,5.0,43.0,17.0,11.0,28.0,22.0,7.0,6.0,16.0,38.0,49.0,1.0,0.0,2.0,26.0,3.0,27.0,1.0,0.0
2017-08-06,24.0,1.0,24.0,3.0,42.0,18.0,12.0,28.0,18.0,5.0,5.0,16.0,42.0,46.0,1.0,0.0,2.0,33.0,5.0,26.0,0.0,0.0
2017-08-07,24.0,1.0,24.0,17.0,42.0,16.0,12.0,26.0,17.0,31.0,27.0,14.0,45.0,56.0,1.0,0.0,2.0,56.0,10.0,24.0,3.0,0.0
2017-08-08,23.0,1.0,23.0,21.0,40.0,16.0,11.0,25.0,17.0,32.0,30.0,15.0,42.0,66.0,1.0,0.0,2.0,42.0,19.0,22.0,2.0,2.0
2017-08-09,23.0,1.0,23.0,17.0,38.0,16.0,11.0,26.0,23.0,19.0,23.0,15.0,45.0,58.0,1.0,0.0,2.0,57.0,14.0,13.0,0.0,1.0
2017-08-10,23.0,1.0,23.0,20.0,37.0,15.0,12.0,26.0,22.0,41.0,27.0,15.0,42.0,61.0,1.0,0.0,2.0,64.0,11.0,17.0,1.0,0.0
2017-08-11,23.0,1.0,23.0,19.0,40.0,17.0,12.0,26.0,19.0,28.0,27.0,15.0,40.0,54.0,2.0,0.0,2.0,53.0,11.0,16.0,2.0,1.0
2017-08-12,24.0,1.0,24.0,3.0,41.0,18.0,12.0,28.0,22.0,19.0,5.0,16.0,43.0,54.0,1.0,0.0,2.0,26.0,5.0,20.0,1.0,0.0
2017-08-13,24.0,1.0,24.0,3.0,41.0,18.0,12.0,27.0,21.0,4.0,4.0,13.0,44.0,53.0,1.0,0.0,2.0,21.0,7.0,25.0,1.0,0.0
2017-08-14,23.0,1.0,23.0,18.0,42.0,16.0,11.0,25.0,19.0,22.0,32.0,14.0,43.0,58.0,1.0,1.0,2.0,44.0,11.0,22.0,0.0,0.0
2017-08-15,23.0,1.0,23.0,18.0,39.0,16.0,11.0,26.0,20.0,41.0,34.0,14.0,48.0,71.0,1.0,0.0,2.0,46.0,20.0,28.0,0.0,1.0
2017-08-16,23.0,1.0,23.0,17.0,37.0,15.0,12.0,25.0,18.0,39.0,20.0,15.0,41.0,60.0,1.0,0.0,2.0,53.0,11.0,32.0,0.0,0.0
2017-08-17,23.0,1.0,23.0,15.0,38.0,16.0,11.0,25.0,19.0,28.0,25.0,14.0,40.0,58.0,1.0,0.0,2.0,58.0,6.0,21.0,1.0,3.0
2017-08-18,23.0,1.0,23.0,15.0,38.0,15.0,13.0,26.0,19.0,35.0,27.0,11.0,39.0,62.0,1.0,0.0,2.0,51.0,20.0,7.0,0.0,0.0
2017-08-19,24.0,1.0,24.0,4.0,45.0,17.0,12.0,27.0,21.0,11.0,6.0,13.0,45.0,48.0,2.0,0.0,2.0,29.0,3.0,17.0,1.0,4.0
2017-08-20,23.0,1.0,23.0,2.0,41.0,18.0,12.0,28.0,22.0,5.0,3.0,12.0,48.0,43.0,1.0,1.0,2.0,25.0,7.0,17.0,0.0,0.0
2017-08-21,23.0,1.0,23.0,12.0,37.0,15.0,13.0,27.0,17.0,16.0,15.0,11.0,39.0,49.0,1.0,0.0,2.0,42.0,11.0,21.0,0.0,0.0
2017-08-22,23.0,1.0,23.0,15.0,38.0,16.0,11.0,25.0,18.0,34.0,22.0,14.0,47.0,61.0,1.0,0.0,2.0,65.0,14.0,8.0,0.0,2.0
2017-08-23,23.0,1.0,23.0,14.0,37.0,14.0,12.0,26.0,17.0,25.0,22.0,14.0,49.0,61.0,1.0,0.0,2.0,61.0,30.0,18.0,0.0,2.0
2017-08-24,23.0,1.0,23.0,11.0,36.0,14.0,11.0,26.0,18.0,20.0,21.0,13.0,49.0,53.0,1.0,0.0,2.0,55.0,11.0,31.0,1.0,0.0
2017-08-25,24.0,1.0,24.0,12.0,39.0,14.0,12.0,26.0,27.0,26.0,21.0,16.0,42.0,60.0,2.0,0.0,2.0,53.0,14.0,22.0,1.0,0.0
2017-08-26,24.0,1.0,24.0,3.0,41.0,17.0,11.0,27.0,19.0,8.0,5.0,20.0,40.0,53.0,1.0,0.0,2.0,19.0,12.0,36.0,3.0,0.0
2017-08-27,24.0,1.0,24.0,2.0,40.0,16.0,12.0,26.0,19.0,8.0,4.0,14.0,41.0,44.0,1.0,0.0,2.0,35.0,4.0,24.0,0.0,0.0
2017-08-28,23.0,1.0,23.0,14.0,38.0,15.0,12.0,26.0,18.0,30.0,19.0,12.0,44.0,63.0,1.0,0.0,2.0,48.0,11.0,17.0,1.0,2.0
2017-08-29,24.0,1.0,24.0,13.0,41.0,16.0,12.0,26.0,17.0,34.0,19.0,13.0,43.0,61.0,2.0,0.0,2.0,62.0,10.0,35.0,0.0,0.0
2017-08-30,24.0,1.0,24.0,15.0,39.0,15.0,12.0,26.0,18.0,35.0,24.0,14.0,45.0,55.0,1.0,0.0,2.0,52.0,20.0,23.0,0.0,1.0
2017-08-31,24.0,1.0,24.0,17.0,41.0,14.0,11.0,26.0,17.0,20.0,22.0,14.0,43.0,54.0,1.0,0.0,2.0,46.0,17.0,18.0,0.0,0.0
2017-09-01,25.0,1.0,25.0,13.0,39.0,15.0,11.0,27.0,21.0,28.0,21.0,15.0,37.0,54.0,1.0,0.0,2.0,52.0,4.0,19.0,0.0,1.0
2017-09-02,25.0,1.0,25.0,3.0,44.0,17.0,12.0,29.0,20.0,3.0,4.0,15.0,47.0,50.0,1.0,0.0,2.0,25.0,14.0,31.0,0.0,3.0
2017-09-03,26.0,1.0,26.0,3.0,41.0,17.0,13.0,30.0,19.0,4.0,4.0,14.0,43.0,41.0,1.0,0.0,2.0,31.0,5.0,20.0,0.0,1.0
2017-09-04,25.0,1.0,25.0,4.0,41.0,14.0,12.0,27.0,17.0,10.0,7.0,14.0,49.0,55.0,1.0,0.0,2.0,40.0,14.0,40.0,0.0,0.0
2017-09-05,24.0,1.0,24.0,14.0,37.0,15.0,12.0,26.0,17.0,27.0,19.0,13.0,43.0,52.0,2.0,0.0,2.0,55.0,5.0,13.0,2.0,0.0
2017-09-06,24.0,1.0,24.0,14.0,37.0,16.0,13.0,27.0,18.0,34.0,26.0,14.0,52.0,53.0,1.0,0.0,2.0,40.0,16.0,35.0,0.0,0.0
2017-09-07,23.0,1.0,23.0,13.0,36.0,14.0,12.0,27.0,17.0,19.0,23.0,14.0,45.0,52.0,1.0,0.0,2.0,66.0,13.0,18.0,0.0,1.0
2017-09-08,24.0,,24.0,11.0,37.0,14.0,11.0,25.0,15.0,24.0,19.0,15.0,38.0,54.0,2.0,0.0,2.0,44.0,19.0,17.0,1.0,0.0
2017-09-09,25.0,,25.0,3.0,38.0,15.0,13.0,29.0,20.0,12.0,5.0,12.0,43.0,52.0,2.0,0.0,2.0,23.0,18.0,8.0,0.0,0.0
2017-09-10,26.0,,26.0,2.0,38.0,17.0,14.0,30.0,16.0,3.0,3.0,16.0,44.0,46.0,2.0,1.0,2.0,35.0,6.0,5.0,1.0,0.0
2017-09-11,29.0,,29.0,21.0,39.0,15.0,19.0,33.0,15.0,47.0,37.0,15.0,38.0,50.0,2.0,0.0,2.0,54.0,18.0,18.0,1.0,3.0
2017-09-12,94.0,,94.0,55.0,69.0,51.0,100.0,99.0,18.0,54.0,64.0,20.0,55.0,68.0,27.0,2.0,4.0,69.0,21.0,36.0,2.0,3.0
2017-09-13,64.0,,64.0,36.0,76.0,61.0,62.0,100.0,24.0,64.0,35.0,24.0,46.0,61.0,37.0,2.0,5.0,76.0,21.0,20.0,0.0,0.0
2017-09-14,39.0,,39.0,19.0,49.0,40.0,27.0,54.0,16.0,34.0,27.0,22.0,44.0,50.0,20.0,2.0,4.0,80.0,13.0,14.0,1.0,0.0
2017-09-15,38.0,,38.0,16.0,66.0,43.0,25.0,47.0,17.0,43.0,25.0,13.0,40.0,58.0,24.0,1.0,4.0,55.0,19.0,14.0,2.0,3.0
2017-09-16,36.0,,36.0,5.0,54.0,35.0,20.0,44.0,22.0,12.0,7.0,23.0,44.0,54.0,14.0,1.0,4.0,32.0,9.0,13.0,0.0,0.0
2017-09-17,34.0,,34.0,3.0,46.0,33.0,19.0,38.0,24.0,6.0,5.0,21.0,36.0,63.0,17.0,2.0,3.0,37.0,3.0,33.0,0.0,0.0
2017-09-18,30.0,,30.0,14.0,47.0,26.0,15.0,34.0,19.0,47.0,24.0,17.0,44.0,60.0,10.0,1.0,3.0,63.0,16.0,11.0,0.0,3.0
2017-09-19,30.0,,30.0,16.0,45.0,26.0,16.0,34.0,18.0,26.0,23.0,22.0,49.0,55.0,10.0,4.0,3.0,58.0,5.0,16.0,0.0,6.0
2017-09-20,32.0,,32.0,19.0,47.0,31.0,16.0,35.0,23.0,42.0,24.0,25.0,49.0,76.0,14.0,5.0,3.0,70.0,16.0,11.0,0.0,0.0
2017-09-21,31.0,,31.0,20.0,48.0,28.0,16.0,34.0,22.0,31.0,35.0,19.0,46.0,70.0,12.0,2.0,3.0,51.0,16.0,39.0,3.0,3.0
2017-09-22,35.0,,35.0,21.0,52.0,37.0,20.0,40.0,24.0,22.0,21.0,22.0,42.0,81.0,15.0,2.0,4.0,62.0,14.0,26.0,4.0,6.0
2017-09-23,36.0,,36.0,8.0,60.0,36.0,20.0,43.0,24.0,3.0,8.0,18.0,45.0,65.0,17.0,2.0,3.0,22.0,15.0,21.0,0.0,0.0
2017-09-24,34.0,,34.0,4.0,58.0,32.0,18.0,40.0,25.0,6.0,3.0,24.0,51.0,64.0,13.0,1.0,3.0,31.0,15.0,24.0,0.0,3.0
2017-09-25,31.0,,31.0,19.0,47.0,28.0,17.0,33.0,21.0,23.0,32.0,19.0,46.0,63.0,13.0,1.0,3.0,55.0,26.0,18.0,1.0,3.0
2017-09-26,30.0,,30.0,19.0,48.0,31.0,15.0,33.0,16.0,31.0,27.0,20.0,42.0,69.0,12.0,1.0,3.0,51.0,11.0,23.0,0.0,0.0
2017-09-27,28.0,,28.0,19.0,49.0,27.0,14.0,30.0,18.0,36.0,30.0,18.0,42.0,56.0,12.0,1.0,3.0,66.0,8.0,30.0,2.0,0.0
2017-09-28,29.0,,29.0,18.0,47.0,26.0,13.0,31.0,25.0,26.0,30.0,16.0,46.0,65.0,11.0,1.0,3.0,63.0,21.0,21.0,0.0,0.0
2017-09-29,29.0,,29.0,14.0,45.0,25.0,14.0,30.0,22.0,30.0,17.0,17.0,39.0,59.0,14.0,1.0,3.0,40.0,19.0,12.0,1.0,0.0
2017-09-30,33.0,,33.0,4.0,49.0,29.0,14.0,36.0,22.0,3.0,6.0,19.0,46.0,61.0,12.0,1.0,3.0,24.0,6.0,35.0,0.0,3.0
2017-10-01,32.0,,32.0,2.0,45.0,27.0,16.0,34.0,24.0,3.0,4.0,22.0,53.0,76.0,13.0,1.0,3.0,26.0,6.0,21.0,0.0,0.0
2017-10-02,29.0,,29.0,14.0,44.0,25.0,13.0,29.0,18.0,34.0,23.0,17.0,40.0,79.0,11.0,1.0,2.0,39.0,21.0,16.0,0.0,0.0
2017-10-03,28.0,,28.0,13.0,41.0,24.0,12.0,29.0,20.0,18.0,20.0,17.0,43.0,62.0,12.0,0.0,3.0,62.0,29.0,20.0,3.0,0.0
2017-10-04,28.0,,28.0,13.0,42.0,22.0,13.0,29.0,21.0,26.0,20.0,17.0,44.0,70.0,9.0,0.0,3.0,58.0,21.0,18.0,4.0,6.0
2017-10-05,28.0,,28.0,14.0,42.0,25.0,14.0,29.0,17.0,37.0,18.0,19.0,40.0,61.0,9.0,1.0,4.0,73.0,18.0,21.0,2.0,3.0
2017-10-06,28.0,,28.0,16.0,45.0,26.0,13.0,29.0,22.0,38.0,24.0,15.0,34.0,76.0,10.0,1.0,3.0,44.0,16.0,28.0,1.0,0.0
2017-10-07,32.0,,32.0,3.0,51.0,27.0,15.0,33.0,24.0,3.0,6.0,19.0,44.0,63.0,11.0,1.0,4.0,25.0,15.0,26.0,2.0,0.0
2017-10-08,33.0,,33.0,2.0,47.0,28.0,14.0,33.0,23.0,3.0,5.0,22.0,48.0,67.0,13.0,1.0,3.0,33.0,9.0,29.0,1.0,0.0
2017-10-09,28.0,,28.0,12.0,44.0,22.0,13.0,29.0,19.0,23.0,14.0,19.0,37.0,77.0,8.0,1.0,2.0,56.0,10.0,29.0,1.0,0.0
2017-10-10,27.0,,27.0,13.0,41.0,23.0,13.0,28.0,21.0,8.0,20.0,18.0,38.0,60.0,9.0,1.0,3.0,64.0,24.0,32.0,1.0,3.0
2017-10-11,26.0,,26.0,13.0,42.0,21.0,13.0,27.0,19.0,31.0,23.0,20.0,41.0,61.0,9.0,1.0,3.0,71.0,3.0,25.0,0.0,0.0
2017-10-12,25.0,,25.0,14.0,40.0,22.0,11.0,28.0,17.0,37.0,23.0,16.0,35.0,63.0,9.0,0.0,2.0,53.0,13.0,16.0,2.0,3.0
2017-10-13,27.0,,27.0,10.0,43.0,21.0,12.0,27.0,20.0,24.0,17.0,17.0,36.0,67.0,8.0,1.0,3.0,40.0,8.0,26.0,2.0,6.0
2017-10-14,30.0,,30.0,3.0,48.0,24.0,14.0,30.0,21.0,12.0,2.0,20.0,50.0,60.0,10.0,1.0,3.0,33.0,12.0,16.0,0.0,0.0
2017-10-15,31.0,,31.0,2.0,45.0,25.0,14.0,31.0,23.0,3.0,5.0,18.0,46.0,56.0,12.0,1.0,3.0,37.0,27.0,26.0,2.0,0.0
2017-10-16,26.0,,26.0,16.0,41.0,22.0,12.0,27.0,18.0,30.0,18.0,18.0,40.0,68.0,10.0,0.0,3.0,44.0,13.0,18.0,4.0,6.0
2017-10-17,26.0,,26.0,14.0,41.0,23.0,12.0,28.0,16.0,44.0,24.0,17.0,42.0,67.0,8.0,1.0,3.0,62.0,18.0,22.0,3.0,3.0
2017-10-18,25.0,,25.0,15.0,38.0,22.0,12.0,27.0,17.0,18.0,20.0,23.0,40.0,56.0,8.0,1.0,3.0,54.0,24.0,22.0,4.0,0.0
2017-10-19,25.0,,25.0,19.0,43.0,21.0,13.0,28.0,21.0,32.0,27.0,20.0,34.0,51.0,8.0,1.0,3.0,64.0,43.0,11.0,0.0,6.0
2017-10-20,26.0,,26.0,16.0,41.0,23.0,12.0,28.0,20.0,22.0,19.0,18.0,37.0,59.0,11.0,0.0,3.0,57.0,14.0,19.0,2.0,0.0
2017-10-21,30.0,,30.0,4.0,47.0,25.0,13.0,32.0,22.0,3.0,5.0,21.0,41.0,64.0,11.0,1.0,3.0,37.0,9.0,10.0,0.0,3.0
2017-10-22,30.0,,30.0,2.0,43.0,25.0,13.0,32.0,21.0,0.0,2.0,15.0,37.0,51.0,10.0,1.0,2.0,33.0,15.0,13.0,1.0,0.0
