date,AAPL,overlap,MSFT,NVDA,V,MA,AVGO,CSCO,ACN,CRM,ADBE
2019-05-02,27.0,1.0,33.0,14.0,63.0,55.0,13.0,19.0,59.0,78.0,23.0
2019-05-03,19.0,1.0,32.0,13.0,63.0,58.0,20.0,23.0,52.0,71.0,17.0
2019-05-04,6.0,1.0,15.0,7.0,71.0,55.0,0.0,5.0,20.0,42.0,8.0
2019-05-05,3.0,1.0,9.0,2.0,75.0,55.0,3.0,4.0,42.0,35.0,6.0
2019-05-06,21.0,1.0,33.0,16.0,67.0,55.0,30.0,27.0,64.0,69.0,14.0
2019-05-07,24.0,1.0,34.0,13.0,72.0,57.0,12.0,30.0,54.0,85.0,17.0
2019-05-08,20.0,1.0,31.0,13.0,73.0,56.0,25.0,16.0,54.0,69.0,17.0
2019-05-09,19.0,1.0,25.0,16.0,69.0,57.0,11.0,17.0,66.0,75.0,19.0
2019-05-10,21.0,1.0,36.0,13.0,71.0,60.0,25.0,21.0,53.0,66.0,11.0
2019-05-11,6.0,1.0,14.0,2.0,81.0,57.0,14.0,16.0,46.0,37.0,2.0
2019-05-12,2.0,1.0,7.0,4.0,83.0,58.0,0.0,2.0,19.0,32.0,4.0
2019-05-13,34.0,1.0,33.0,12.0,67.0,57.0,21.0,21.0,59.0,75.0,17.0
2019-05-14,28.0,1.0,46.0,15.0,67.0,57.0,21.0,20.0,59.0,79.0,11.0
2019-05-15,24.0,1.0,29.0,22.0,67.0,57.0,18.0,43.0,41.0,77.0,6.0
2019-05-16,18.0,1.0,34.0,44.0,68.0,58.0,25.0,65.0,46.0,78.0,23.0
2019-05-17,15.0,1.0,33.0,35.0,68.0,60.0,28.0,40.0,49.0,72.0,13.0
2019-05-18,7.0,1.0,11.0,5.0,73.0,55.0,22.0,18.0,24.0,43.0,0.0
2019-05-19,3.0,1.0,7.0,4.0,77.0,55.0,0.0,6.0,27.0,42.0,0.0
2019-05-20,16.0,1.0,29.0,20.0,66.0,57.0,42.0,19.0,46.0,75.0,9.0
2019-05-21,19.0,1.0,26.0,17.0,64.0,57.0,29.0,25.0,50.0,80.0,16.0
2019-05-22,21.0,1.0,21.0,16.0,63.0,57.0,24.0,13.0,59.0,74.0,9.0
2019-05-23,21.0,1.0,24.0,16.0,62.0,55.0,13.0,17.0,52.0,76.0,4.0
2019-05-24,17.0,1.0,27.0,12.0,64.0,57.0,27.0,14.0,48.0,72.0,1.0
2019-05-25,3.0,1.0,12.0,6.0,76.0,55.0,8.0,10.0,26.0,33.0,9.0
2019-05-26,2.0,1.0,6.0,3.0,75.0,55.0,10.0,4.0,24.0,33.0,8.0
2019-05-27,4.0,1.0,6.0,6.0,66.0,56.0,2.0,6.0,53.0,59.0,9.0
2019-05-28,15.0,1.0,23.0,14.0,64.0,62.0,18.0,14.0,54.0,79.0,18.0
2019-05-29,17.0,1.0,22.0,19.0,66.0,62.0,21.0,15.0,63.0,83.0,6.0
2019-05-30,16.0,1.0,21.0,14.0,66.0,62.0,26.0,9.0,53.0,74.0,9.0
2019-05-31,16.0,1.0,27.0,15.0,65.0,72.0,32.0,19.0,51.0,69.0,8.0
2019-06-01,4.0,1.0,8.0,3.0,82.0,70.0,9.0,7.0,26.0,35.0,9.0
2019-06-02,3.0,1.0,5.0,3.0,70.0,67.0,3.0,4.0,24.0,34.0,2.0
2019-06-03,23.0,1.0,24.0,11.0,65.0,65.0,19.0,13.0,71.0,77.0,6.0
2019-06-04,22.0,1.0,32.0,13.0,62.0,64.0,13.0,24.0,53.0,88.0,18.0
2019-06-05,24.0,1.0,35.0,14.0,64.0,62.0,18.0,15.0,47.0,87.0,14.0
2019-06-06,18.0,1.0,26.0,16.0,67.0,61.0,19.0,17.0,52.0,85.0,15.0
2019-06-07,17.0,1.0,34.0,14.0,63.0,64.0,19.0,17.0,69.0,72.0,10.0
2019-06-08,5.0,1.0,12.0,3.0,72.0,62.0,8.0,9.0,35.0,38.0,2.0
2019-06-09,2.0,1.0,6.0,2.0,80.0,63.0,18.0,6.0,16.0,37.0,6.0
2019-06-10,18.0,1.0,33.0,12.0,64.0,63.0,45.0,19.0,33.0,76.0,13.0
2019-06-11,18.0,1.0,28.0,11.0,64.0,58.0,38.0,17.0,65.0,90.0,23.0
2019-06-12,18.0,1.0,31.0,17.0,65.0,61.0,36.0,19.0,50.0,81.0,16.0
2019-06-13,16.0,1.0,26.0,14.0,61.0,59.0,71.0,13.0,47.0,78.0,13.0
2019-06-14,16.0,1.0,23.0,13.0,62.0,61.0,74.0,15.0,33.0,79.0,8.0
2019-06-15,4.0,1.0,10.0,2.0,66.0,60.0,15.0,7.0,29.0,40.0,5.0
2019-06-16,3.0,1.0,5.0,1.0,75.0,58.0,11.0,4.0,28.0,32.0,2.0
2019-06-17,13.0,1.0,22.0,11.0,62.0,61.0,36.0,16.0,29.0,82.0,9.0
2019-06-18,19.0,1.0,31.0,17.0,62.0,61.0,32.0,19.0,52.0,86.0,43.0
2019-06-19,15.0,1.0,34.0,19.0,62.0,60.0,32.0,17.0,54.0,86.0,44.0
2019-06-20,19.0,1.0,34.0,13.0,62.0,59.0,32.0,33.0,41.0,75.0,44.0
2019-06-21,16.0,1.0,34.0,10.0,60.0,60.0,33.0,30.0,55.0,72.0,21.0
2019-06-22,4.0,1.0,9.0,7.0,70.0,59.0,8.0,7.0,33.0,33.0,9.0
2019-06-23,3.0,1.0,3.0,5.0,70.0,58.0,8.0,3.0,38.0,38.0,6.0
2019-06-24,15.0,1.0,29.0,16.0,61.0,60.0,12.0,20.0,60.0,75.0,29.0
2019-06-25,13.0,1.0,34.0,11.0,63.0,59.0,29.0,23.0,49.0,84.0,13.0
2019-06-26,14.0,1.0,25.0,20.0,61.0,60.0,16.0,24.0,57.0,78.0,19.0
2019-06-27,15.0,1.0,24.0,17.0,64.0,58.0,12.0,27.0,91.0,74.0,18.0
2019-06-28,16.0,1.0,26.0,17.0,62.0,59.0,20.0,22.0,28.0,60.0,8.0
2019-06-29,3.0,1.0,7.0,4.0,68.0,59.0,10.0,15.0,41.0,37.0,11.0
2019-06-30,3.0,1.0,7.0,3.0,72.0,58.0,6.0,4.0,53.0,34.0,2.0
2019-07-01,18.0,1.0,32.0,15.0,60.0,58.0,43.0,28.0,58.0,75.0,17.0
2019-07-02,12.0,1.0,25.0,20.0,68.0,59.0,24.0,36.0,50.0,74.0,15.0
2019-07-03,12.0,1.0,26.0,18.0,63.0,57.0,55.0,32.0,59.0,79.0,20.0
2019-07-04,6.0,1.0,12.0,6.0,61.0,53.0,10.0,12.0,29.0,77.0,9.0
2019-07-05,11.0,1.0,23.0,14.0,60.0,57.0,20.0,22.0,54.0,66.0,13.0
2019-07-06,3.0,1.0,8.0,5.0,67.0,58.0,6.0,9.0,30.0,28.0,5.0
2019-07-07,2.0,1.0,7.0,3.0,71.0,54.0,11.0,3.0,45.0,38.0,7.0
2019-07-08,16.0,1.0,27.0,12.0,61.0,59.0,31.0,27.0,64.0,78.0,11.0
2019-07-09,14.0,1.0,27.0,10.0,63.0,58.0,35.0,25.0,49.0,70.0,16.0
2019-07-10,15.0,1.0,32.0,15.0,66.0,60.0,22.0,24.0,53.0,86.0,15.0
2019-07-11,15.0,1.0,37.0,16.0,68.0,58.0,20.0,15.0,57.0,84.0,22.0
2019-07-12,13.0,1.0,37.0,16.0,65.0,61.0,7.0,31.0,84.0,67.0,14.0
2019-07-13,3.0,1.0,10.0,5.0,67.0,57.0,14.0,10.0,44.0,35.0,7.0
2019-07-14,2.0,1.0,4.0,2.0,73.0,54.0,3.0,7.0,32.0,40.0,2.0
2019-07-15,15.0,1.0,28.0,14.0,61.0,57.0,20.0,16.0,56.0,80.0,24.0
2019-07-16,15.0,,22.0,13.0,60.0,56.0,20.0,17.0,54.0,80.0,16.0
2019-07-17,15.0,,43.0,9.0,64.0,60.0,15.0,18.0,38.0,86.0,13.0
2019-07-18,12.0,,79.0,9.0,57.0,57.0,18.0,16.0,22.0,72.0,13.0
2019-07-19,10.0,,95.0,7.0,60.0,57.0,13.0,19.0,33.0,75.0,24.0
2019-07-20,2.0,,18.0,0.0,70.0,55.0,0.0,9.0,28.0,41.0,4.0
2019-07-21,2.0,,7.0,2.0,72.0,55.0,0.0,2.0,33.0,42.0,7.0
2019-07-22,15.0,,38.0,13.0,60.0,58.0,3.0,13.0,37.0,79.0,10.0
2019-07-23,16.0,,42.0,12.0,63.0,58.0,18.0,16.0,30.0,77.0,19.0
2019-07-24,15.0,,35.0,13.0,63.0,57.0,15.0,19.0,40.0,74.0,3.0
2019-07-25,15.0,,42.0,14.0,63.0,57.0,9.0,26.0,50.0,77.0,10.0
2019-07-26,18.0,,35.0,12.0,65.0,57.0,22.0,13.0,43.0,63.0,20.0
2019-07-27,3.0,,11.0,2.0,72.0,55.0,14.0,8.0,11.0,28.0,4.0
2019-07-28,3.0,,7.0,3.0,75.0,56.0,3.0,0.0,17.0,39.0,4.0
2019-07-29,17.0,,24.0,11.0,60.0,58.0,30.0,13.0,39.0,68.0,3.0
2019-07-30,39.0,,31.0,12.0,62.0,60.0,6.0,22.0,39.0,70.0,7.0
2019-07-31,32.0,,31.0,17.0,63.0,56.0,27.0,24.0,56.0,73.0,10.0
2019-08-01,18.0,,35.0,12.0,63.0,55.0,15.0,13.0,70.0,76.0,17.0
2019-08-02,18.0,,35.0,12.0,63.0,57.0,9.0,21.0,35.0,68.0,7.0
2019-08-03,6.0,,10.0,4.0,77.0,55.0,3.0,14.0,36.0,40.0,15.0
2019-08-04,3.0,,7.0,4.0,78.0,54.0,7.0,2.0,39.0,32.0,15.0
2019-08-05,29.0,,35.0,14.0,63.0,55.0,9.0,20.0,51.0,68.0,17.0
2019-08-06,23.0,,43.0,15.0,63.0,57.0,6.0,14.0,58.0,71.0,29.0
2019-08-07,12.0,,35.0,12.0,61.0,57.0,21.0,24.0,43.0,78.0,20.0
2019-08-08,16.0,,32.0,9.0,62.0,54.0,21.0,18.0,46.0,73.0,13.0
2019-08-09,15.0,,19.0,9.0,67.0,57.0,18.0,24.0,52.0,68.0,13.0
2019-08-10,3.0,,6.0,2.0,84.0,52.0,14.0,2.0,28.0,34.0,4.0
2019-08-11,1.0,,2.0,1.0,87.0,52.0,3.0,6.0,19.0,37.0,7.0
2019-08-12,16.0,,31.0,15.0,64.0,60.0,9.0,22.0,51.0,66.0,10.0
2019-08-13,20.0,,33.0,13.0,63.0,59.0,24.0,21.0,52.0,72.0,3.0
2019-08-14,22.0,,40.0,16.0,68.0,60.0,9.0,53.0,48.0,74.0,6.0
2019-08-15,20.0,,35.0,33.0,64.0,57.0,21.0,78.0,29.0,74.0,23.0
2019-08-16,18.0,,40.0,39.0,64.0,62.0,18.0,48.0,19.0,76.0,17.0
2019-08-17,3.0,,10.0,6.0,89.0,57.0,3.0,10.0,14.0,41.0,15.0
2019-08-18,4.0,,5.0,2.0,76.0,57.0,3.0,8.0,25.0,29.0,7.0
2019-08-19,18.0,,32.0,17.0,67.0,57.0,20.0,30.0,49.0,83.0,7.0
2019-08-20,18.0,,36.0,17.0,66.0,60.0,15.0,37.0,62.0,80.0,7.0
2019-08-21,15.0,,30.0,15.0,61.0,57.0,14.0,17.0,63.0,75.0,13.0
2019-08-22,16.0,,24.0,10.0,62.0,57.0,15.0,20.0,65.0,91.0,3.0
2019-08-23,17.0,,34.0,15.0,65.0,58.0,33.0,22.0,49.0,83.0,10.0
2019-08-24,4.0,,7.0,6.0,90.0,57.0,3.0,8.0,19.0,35.0,4.0
2019-08-25,1.0,,5.0,3.0,77.0,53.0,0.0,0.0,27.0,36.0,11.0
2019-08-26,15.0,,23.0,12.0,62.0,56.0,14.0,19.0,28.0,74.0,9.0
2019-08-27,13.0,,28.0,11.0,63.0,57.0,26.0,29.0,28.0,79.0,22.0
2019-08-28,12.0,,17.0,9.0,62.0,59.0,9.0,19.0,41.0,85.0,28.0
2019-08-29,15.0,,30.0,12.0,63.0,57.0,20.0,19.0,55.0,83.0,25.0
2019-08-30,13.0,,29.0,11.0,63.0,52.0,15.0,24.0,42.0,63.0,13.0
2019-08-31,3.0,,9.0,4.0,76.0,54.0,0.0,8.0,33.0,40.0,0.0
2019-09-01,2.0,,2.0,3.0,76.0,53.0,0.0,2.0,53.0,40.0,0.0
2019-09-02,3.0,,11.0,3.0,63.0,52.0,3.0,3.0,35.0,72.0,9.0
2019-09-03,13.0,,22.0,8.0,59.0,57.0,11.0,16.0,58.0,76.0,19.0
2019-09-04,16.0,,22.0,12.0,60.0,57.0,11.0,20.0,42.0,70.0,21.0
2019-09-05,15.0,,47.0,11.0,63.0,55.0,19.0,22.0,55.0,74.0,15.0
2019-09-06,12.0,,38.0,11.0,69.0,57.0,3.0,16.0,37.0,69.0,16.0
2019-09-07,4.0,,13.0,3.0,77.0,55.0,10.0,8.0,41.0,37.0,0.0
2019-09-08,2.0,,11.0,3.0,68.0,55.0,6.0,0.0,41.0,37.0,0.0
2019-09-09,15.0,,29.0,17.0,61.0,55.0,8.0,16.0,42.0,67.0,21.0
2019-09-10,26.0,,23.0,14.0,61.0,56.0,19.0,20.0,57.0,75.0,21.0
2019-09-11,30.0,,28.0,13.0,63.0,55.0,33.0,25.0,51.0,80.0,19.0
2019-09-12,21.0,,30.0,17.0,60.0,57.0,57.0,24.0,41.0,90.0,19.0
2019-09-13,20.0,,19.0,12.0,61.0,56.0,40.0,24.0,51.0,77.0,9.0
2019-09-14,5.0,,10.0,3.0,77.0,53.0,19.0,9.0,31.0,39.0,3.0
2019-09-15,3.0,,5.0,1.0,75.0,54.0,13.0,5.0,23.0,30.0,3.0
2019-09-16,16.0,,22.0,9.0,63.0,56.0,17.0,12.0,42.0,81.0,21.0
2019-09-17,17.0,,24.0,8.0,62.0,54.0,27.0,13.0,48.0,88.0,41.0
2019-09-18,13.0,,36.0,15.0,61.0,56.0,19.0,13.0,29.0,89.0,66.0
2019-09-19,14.0,,59.0,11.0,62.0,55.0,22.0,17.0,39.0,85.0,24.0
2019-09-20,15.0,,31.0,10.0,65.0,55.0,29.0,10.0,60.0,71.0,13.0
2019-09-21,6.0,,7.0,4.0,76.0,53.0,6.0,9.0,30.0,45.0,3.0
2019-09-22,2.0,,4.0,3.0,78.0,52.0,9.0,8.0,35.0,36.0,0.0
2019-09-23,17.0,,31.0,8.0,63.0,55.0,13.0,9.0,48.0,82.0,12.0
2019-09-24,11.0,,33.0,11.0,66.0,57.0,14.0,12.0,83.0,73.0,9.0
2019-09-25,16.0,,21.0,12.0,63.0,54.0,13.0,20.0,51.0,80.0,18.0
2019-09-26,13.0,,27.0,9.0,61.0,55.0,17.0,17.0,74.0,82.0,19.0
2019-09-27,13.0,,22.0,8.0,63.0,55.0,14.0,16.0,55.0,69.0,19.0
2019-09-28,3.0,,10.0,2.0,77.0,55.0,6.0,5.0,26.0,40.0,3.0
2019-09-29,2.0,,5.0,2.0,75.0,55.0,3.0,5.0,13.0,36.0,3.0
2019-09-30,15.0,,25.0,6.0,65.0,55.0,25.0,5.0,69.0,86.0,12.0
2019-10-01,16.0,,21.0,11.0,62.0,56.0,17.0,25.0,42.0,80.0,9.0
2019-10-02,16.0,,42.0,9.0,63.0,57.0,16.0,21.0,43.0,80.0,3.0
2019-10-03,12.0,,32.0,10.0,66.0,55.0,14.0,20.0,54.0,81.0,15.0
2019-10-04,18.0,,26.0,13.0,62.0,57.0,20.0,19.0,30.0,66.0,9.0
2019-10-05,5.0,,6.0,4.0,76.0,55.0,0.0,12.0,36.0,42.0,3.0
2019-10-06,4.0,,5.0,4.0,73.0,54.0,3.0,8.0,25.0,42.0,0.0
2019-10-07,19.0,,29.0,14.0,63.0,53.0,11.0,22.0,44.0,71.0,6.0
2019-10-08,14.0,,30.0,11.0,59.0,57.0,8.0,25.0,59.0,76.0,9.0
2019-10-09,16.0,,34.0,12.0,66.0,56.0,17.0,12.0,52.0,81.0,9.0
2019-10-10,15.0,,28.0,11.0,63.0,55.0,11.0,37.0,49.0,85.0,9.0
2019-10-11,21.0,,31.0,17.0,63.0,55.0,17.0,20.0,39.0,70.0,24.0
2019-10-12,6.0,,8.0,4.0,72.0,51.0,6.0,4.0,30.0,40.0,7.0
2019-10-13,4.0,,3.0,3.0,79.0,54.0,0.0,2.0,32.0,31.0,7.0
2019-10-14,18.0,,27.0,9.0,64.0,55.0,11.0,19.0,42.0,72.0,9.0
2019-10-15,16.0,,28.0,16.0,64.0,52.0,14.0,20.0,38.0,77.0,6.0
2019-10-16,16.0,,36.0,14.0,59.0,56.0,19.0,21.0,38.0,96.0,39.0
2019-10-17,15.0,,35.0,14.0,62.0,60.0,11.0,15.0,47.0,82.0,21.0
2019-10-18,11.0,,29.0,14.0,63.0,57.0,17.0,17.0,30.0,74.0,3.0
2019-10-19,3.0,,11.0,4.0,85.0,52.0,13.0,5.0,15.0,38.0,3.0
2019-10-20,3.0,,7.0,1.0,78.0,53.0,0.0,4.0,32.0,34.0,3.0
2019-10-21,16.0,,35.0,12.0,61.0,54.0,11.0,17.0,57.0,78.0,11.0
2019-10-22,18.0,,41.0,15.0,63.0,57.0,16.0,21.0,47.0,74.0,6.0
2019-10-23,17.0,,88.0,15.0,63.0,55.0,14.0,23.0,35.0,87.0,9.0
2019-10-24,18.0,,71.0,11.0,63.0,53.0,17.0,22.0,36.0,88.0,18.0
2019-10-25,19.0,,45.0,14.0,64.0,56.0,14.0,12.0,28.0,67.0,6.0
2019-10-26,6.0,,45.0,6.0,83.0,52.0,0.0,5.0,30.0,38.0,11.0
2019-10-27,2.0,,16.0,1.0,91.0,52.0,0.0,4.0,35.0,37.0,0.0
2019-10-28,20.0,,70.0,15.0,61.0,54.0,5.0,16.0,47.0,67.0,3.0
2019-10-29,22.0,,43.0,17.0,63.0,56.0,16.0,20.0,35.0,71.0,12.0
2019-10-30,40.0,,51.0,18.0,65.0,53.0,5.0,18.0,43.0,78.0,24.0
2019-10-31,33.0,,41.0,12.0,63.0,55.0,20.0,17.0,62.0,73.0,9.0
2019-11-01,27.0,,34.0,13.0,75.0,57.0,12.0,16.0,38.0,67.0,16.0
2019-11-02,5.0,,11.0,3.0,93.0,52.0,12.0,9.0,28.0,41.0,0.0
2019-11-03,6.0,,5.0,4.0,77.0,51.0,3.0,4.0,15.0,39.0,7.0
2019-11-04,23.0,,38.0,15.0,68.0,58.0,28.0,13.0,31.0,81.0,15.0
2019-11-05,16.0,,35.0,16.0,71.0,57.0,41.0,16.0,48.0,84.0,38.0
2019-11-06,15.0,,30.0,12.0,63.0,56.0,11.0,8.0,37.0,79.0,18.0
2019-11-07,21.0,,28.0,15.0,67.0,54.0,8.0,15.0,52.0,81.0,18.0
2019-11-08,21.0,,32.0,12.0,65.0,53.0,23.0,20.0,34.0,78.0,28.0
2019-11-09,3.0,,8.0,4.0,72.0,52.0,22.0,13.0,22.0,38.0,0.0
2019-11-10,3.0,,11.0,3.0,81.0,49.0,3.0,4.0,19.0,33.0,3.0
2019-11-11,18.0,,28.0,10.0,63.0,52.0,5.0,12.0,54.0,75.0,18.0
2019-11-12,18.0,,43.0,15.0,62.0,54.0,21.0,21.0,32.0,77.0,12.0
2019-11-13,21.0,,33.0,13.0,64.0,54.0,25.0,54.0,33.0,85.0,20.0
2019-11-14,16.0,,34.0,30.0,65.0,52.0,19.0,71.0,41.0,73.0,9.0
2019-11-15,21.0,,49.0,30.0,65.0,52.0,14.0,45.0,48.0,72.0,3.0
2019-11-16,5.0,,12.0,5.0,73.0,51.0,3.0,13.0,36.0,49.0,11.0
2019-11-17,3.0,,16.0,4.0,73.0,51.0,6.0,5.0,30.0,37.0,3.0
2019-11-18,18.0,,47.0,15.0,68.0,55.0,16.0,23.0,41.0,71.0,18.0
2019-11-19,21.0,,54.0,14.0,68.0,54.0,19.0,23.0,57.0,82.0,12.0
2019-11-20,17.0,,33.0,17.0,63.0,55.0,17.0,22.0,42.0,83.0,24.0
2019-11-21,18.0,,35.0,14.0,64.0,54.0,22.0,22.0,47.0,87.0,21.0
2019-11-22,13.0,,34.0,15.0,64.0,52.0,11.0,20.0,29.0,77.0,22.0
2019-11-23,4.0,,7.0,4.0,79.0,49.0,9.0,11.0,12.0,35.0,3.0
2019-11-24,4.0,,6.0,4.0,77.0,50.0,6.0,0.0,19.0,37.0,7.0
2019-11-25,14.0,,34.0,16.0,66.0,54.0,5.0,25.0,46.0,83.0,6.0
2019-11-26,17.0,,31.0,15.0,65.0,52.0,14.0,28.0,38.0,75.0,6.0
2019-11-27,13.0,,30.0,12.0,63.0,52.0,17.0,18.0,58.0,67.0,18.0
2019-11-28,4.0,,8.0,6.0,61.0,42.0,6.0,9.0,56.0,66.0,15.0
2019-11-29,10.0,,21.0,8.0,66.0,47.0,6.0,12.0,40.0,56.0,9.0
2019-11-30,4.0,,11.0,4.0,74.0,50.0,6.0,7.0,25.0,33.0,3.0
2019-12-01,2.0,,6.0,2.0,74.0,50.0,15.0,0.0,19.0,33.0,3.0
2019-12-02,16.0,,26.0,11.0,64.0,58.0,18.0,16.0,38.0,70.0,28.0
2019-12-03,15.0,,38.0,15.0,64.0,56.0,22.0,15.0,54.0,82.0,15.0
2019-12-04,12.0,,32.0,12.0,71.0,53.0,8.0,12.0,31.0,100.0,9.0
2019-12-05,15.0,,31.0,10.0,70.0,53.0,14.0,19.0,63.0,86.0,6.0
2019-12-06,17.0,,26.0,11.0,74.0,55.0,23.0,19.0,40.0,81.0,7.0
2019-12-07,3.0,,9.0,4.0,85.0,50.0,9.0,15.0,26.0,38.0,7.0
2019-12-08,4.0,,5.0,0.0,79.0,51.0,10.0,5.0,26.0,42.0,3.0
2019-12-09,18.0,,30.0,9.0,69.0,51.0,17.0,19.0,31.0,74.0,6.0
2019-12-10,11.0,,31.0,10.0,70.0,53.0,14.0,32.0,51.0,76.0,21.0
2019-12-11,15.0,,28.0,11.0,65.0,54.0,22.0,20.0,31.0,74.0,15.0
2019-12-12,22.0,,27.0,12.0,68.0,52.0,31.0,10.0,45.0,75.0,28.0
2019-12-13,21.0,,32.0,19.0,65.0,52.0,100.0,26.0,48.0,65.0,50.0
2019-12-14,7.0,,16.0,6.0,73.0,50.0,6.0,8.0,17.0,48.0,7.0
2019-12-15,3.0,,4.0,2.0,75.0,50.0,9.0,4.0,29.0,39.0,7.0
2019-12-16,21.0,,30.0,11.0,66.0,55.0,41.0,27.0,40.0,78.0,15.0
2019-12-17,20.0,,37.0,15.0,67.0,57.0,19.0,27.0,40.0,80.0,27.0
2019-12-18,17.0,,34.0,18.0,66.0,52.0,33.0,25.0,44.0,77.0,27.0
2019-12-19,17.0,,39.0,18.0,59.0,52.0,20.0,23.0,71.0,79.0,25.0
2019-12-20,17.0,,31.0,22.0,63.0,52.0,0.0,33.0,63.0,74.0,33.0
2019-12-21,5.0,,17.0,5.0,69.0,49.0,3.0,8.0,23.0,36.0,11.0
2019-12-22,4.0,,7.0,1.0,69.0,49.0,9.0,2.0,23.0,38.0,14.0
2019-12-23,18.0,,34.0,15.0,62.0,52.0,30.0,13.0,57.0,58.0,22.0
2019-12-24,17.0,,31.0,10.0,59.0,52.0,29.0,12.0,51.0,45.0,11.0
2019-12-25,4.0,,8.0,4.0,63.0,44.0,0.0,8.0,8.0,33.0,7.0
2019-12-26,19.0,,36.0,11.0,80.0,52.0,24.0,27.0,29.0,52.0,23.0
2019-12-27,26.0,,36.0,11.0,70.0,55.0,12.0,31.0,39.0,63.0,17.0
2019-12-28,7.0,,14.0,4.0,79.0,53.0,0.0,8.0,17.0,38.0,3.0
2019-12-29,2.0,,12.0,1.0,86.0,50.0,3.0,4.0,17.0,41.0,11.0
2019-12-30,17.0,,28.0,9.0,69.0,55.0,15.0,14.0,38.0,49.0,7.0
2019-12-31,17.0,,34.0,10.0,61.0,55.0,9.0,15.0,20.0,39.0,10.0
