date,BRK.B,overlap,JPM,BAC,WFC,MS,BLK,GS,SCHW,C,SPGI
2018-07-28,7.0,1.0,15.0,6.0,23.0,69.0,64.0,23.0,0.0,82.0,0.0
2018-07-29,3.0,1.0,7.0,6.0,6.0,65.0,70.0,16.0,10.0,79.0,0.0
2018-07-30,25.0,1.0,32.0,8.0,25.0,80.0,57.0,16.0,70.0,84.0,23.0
2018-07-31,22.0,1.0,48.0,7.0,38.0,79.0,62.0,19.0,7.0,86.0,41.0
2018-08-01,20.0,1.0,36.0,7.0,26.0,75.0,71.0,17.0,15.0,84.0,32.0
2018-08-02,35.0,1.0,44.0,7.0,26.0,75.0,75.0,16.0,14.0,84.0,30.0
2018-08-03,30.0,1.0,32.0,6.0,26.0,79.0,62.0,17.0,39.0,83.0,0.0
2018-08-04,31.0,1.0,14.0,7.0,22.0,70.0,60.0,18.0,43.0,84.0,0.0
2018-08-05,0.0,1.0,12.0,6.0,31.0,59.0,55.0,30.0,0.0,80.0,0.0
2018-08-06,74.0,1.0,25.0,7.0,38.0,78.0,56.0,18.0,22.0,84.0,14.0
2018-08-07,45.0,1.0,45.0,7.0,32.0,79.0,77.0,15.0,22.0,86.0,7.0
2018-08-08,18.0,1.0,42.0,6.0,35.0,74.0,60.0,16.0,29.0,84.0,39.0
2018-08-09,44.0,1.0,33.0,6.0,25.0,75.0,62.0,17.0,24.0,84.0,9.0
2018-08-10,27.0,1.0,20.0,8.0,25.0,74.0,66.0,27.0,33.0,80.0,0.0
2018-08-11,10.0,1.0,14.0,7.0,10.0,65.0,48.0,18.0,26.0,81.0,0.0
2018-08-12,8.0,,10.0,6.0,19.0,56.0,49.0,16.0,18.0,77.0,19.0
2018-08-13,22.0,,39.0,6.0,34.0,74.0,53.0,17.0,16.0,83.0,34.0
2018-08-14,22.0,,24.0,7.0,20.0,74.0,61.0,17.0,32.0,86.0,0.0
2018-08-15,31.0,,31.0,7.0,31.0,73.0,64.0,17.0,0.0,82.0,18.0
2018-08-16,15.0,,34.0,7.0,25.0,73.0,54.0,17.0,0.0,83.0,18.0
2018-08-17,15.0,,36.0,6.0,15.0,73.0,75.0,17.0,0.0,80.0,18.0
2018-08-18,0.0,,26.0,6.0,29.0,62.0,77.0,17.0,0.0,82.0,0.0
2018-08-19,9.0,,6.0,6.0,26.0,55.0,43.0,25.0,19.0,80.0,0.0
2018-08-20,8.0,,34.0,7.0,40.0,77.0,59.0,18.0,17.0,88.0,0.0
2018-08-21,23.0,,44.0,7.0,33.0,76.0,74.0,17.0,51.0,87.0,18.0
2018-08-22,39.0,,33.0,7.0,26.0,76.0,67.0,17.0,34.0,88.0,0.0
2018-08-23,23.0,,34.0,7.0,25.0,71.0,75.0,17.0,17.0,83.0,35.0
2018-08-24,31.0,,25.0,6.0,26.0,76.0,78.0,18.0,34.0,83.0,0.0
2018-08-25,0.0,,15.0,6.0,17.0,67.0,68.0,19.0,19.0,75.0,0.0
2018-08-26,0.0,,15.0,6.0,23.0,59.0,52.0,20.0,19.0,86.0,0.0
2018-08-27,30.0,,33.0,6.0,42.0,77.0,63.0,24.0,32.0,86.0,0.0
2018-08-28,22.0,,57.0,6.0,29.0,74.0,70.0,23.0,32.0,90.0,17.0
2018-08-29,29.0,,40.0,7.0,24.0,72.0,57.0,18.0,16.0,87.0,85.0
2018-08-30,37.0,,28.0,6.0,15.0,73.0,65.0,25.0,32.0,87.0,17.0
2018-08-31,23.0,,27.0,7.0,33.0,77.0,70.0,23.0,33.0,83.0,18.0
2018-09-01,8.0,,4.0,7.0,25.0,65.0,64.0,33.0,0.0,80.0,0.0
2018-09-02,0.0,,13.0,6.0,9.0,61.0,65.0,21.0,0.0,82.0,0.0
2018-09-03,7.0,,24.0,7.0,10.0,71.0,60.0,16.0,33.0,87.0,0.0
2018-09-04,22.0,,40.0,7.0,14.0,78.0,67.0,15.0,80.0,88.0,17.0
2018-09-05,14.0,,29.0,7.0,14.0,83.0,47.0,16.0,32.0,87.0,33.0
2018-09-06,14.0,,13.0,6.0,28.0,75.0,74.0,15.0,80.0,88.0,17.0
2018-09-07,31.0,,37.0,7.0,36.0,77.0,78.0,16.0,69.0,84.0,18.0
2018-09-08,0.0,,15.0,6.0,27.0,67.0,47.0,16.0,0.0,79.0,19.0
2018-09-09,0.0,,24.0,6.0,13.0,62.0,55.0,15.0,55.0,76.0,0.0
2018-09-10,7.0,,23.0,7.0,40.0,77.0,59.0,13.0,32.0,91.0,0.0
2018-09-11,14.0,,38.0,6.0,21.0,75.0,61.0,16.0,0.0,89.0,33.0
2018-09-12,14.0,,32.0,7.0,21.0,76.0,62.0,13.0,96.0,89.0,33.0
2018-09-13,22.0,,37.0,7.0,29.0,80.0,74.0,16.0,16.0,86.0,0.0
2018-09-14,7.0,,23.0,7.0,30.0,73.0,57.0,27.0,33.0,83.0,17.0
2018-09-15,34.0,,17.0,6.0,13.0,66.0,64.0,19.0,37.0,83.0,0.0
2018-09-16,0.0,,8.0,5.0,21.0,59.0,59.0,17.0,18.0,81.0,19.0
2018-09-17,22.0,,22.0,7.0,26.0,73.0,62.0,21.0,16.0,89.0,33.0
2018-09-18,36.0,,39.0,7.0,31.0,74.0,64.0,54.0,31.0,86.0,0.0
2018-09-19,29.0,,37.0,6.0,33.0,76.0,60.0,26.0,31.0,86.0,0.0
2018-09-20,51.0,,40.0,6.0,38.0,73.0,69.0,16.0,32.0,90.0,34.0
2018-09-21,38.0,,38.0,6.0,23.0,79.0,79.0,18.0,17.0,85.0,18.0
2018-09-22,8.0,,15.0,5.0,6.0,67.0,60.0,16.0,37.0,80.0,19.0
2018-09-23,16.0,,10.0,6.0,11.0,63.0,51.0,25.0,18.0,82.0,0.0
2018-09-24,29.0,,44.0,6.0,31.0,76.0,64.0,17.0,32.0,89.0,50.0
2018-09-25,14.0,,30.0,6.0,36.0,80.0,64.0,16.0,16.0,91.0,67.0
2018-09-26,14.0,,47.0,6.0,21.0,78.0,58.0,16.0,0.0,89.0,0.0
2018-09-27,7.0,,17.0,6.0,48.0,83.0,67.0,16.0,32.0,90.0,0.0
2018-09-28,8.0,,37.0,6.0,15.0,84.0,62.0,24.0,17.0,87.0,36.0
2018-09-29,0.0,,23.0,6.0,19.0,74.0,62.0,17.0,36.0,79.0,0.0
2018-09-30,0.0,,12.0,6.0,16.0,69.0,76.0,16.0,0.0,80.0,38.0
2018-10-01,29.0,,34.0,6.0,38.0,79.0,57.0,17.0,31.0,87.0,50.0
2018-10-02,29.0,,48.0,7.0,19.0,82.0,68.0,19.0,32.0,89.0,17.0
2018-10-03,15.0,,29.0,6.0,31.0,77.0,66.0,45.0,48.0,90.0,34.0
2018-10-04,7.0,,51.0,5.0,38.0,77.0,70.0,21.0,32.0,86.0,0.0
2018-10-05,38.0,,35.0,5.0,50.0,81.0,55.0,15.0,51.0,86.0,18.0
2018-10-06,8.0,,9.0,5.0,19.0,72.0,47.0,22.0,18.0,81.0,0.0
2018-10-07,16.0,,12.0,5.0,26.0,80.0,59.0,16.0,17.0,76.0,0.0
2018-10-08,29.0,,27.0,6.0,33.0,85.0,67.0,14.0,96.0,86.0,0.0
2018-10-09,35.0,,37.0,6.0,35.0,83.0,62.0,14.0,0.0,92.0,16.0
2018-10-10,7.0,,33.0,6.0,22.0,75.0,74.0,14.0,0.0,87.0,0.0
2018-10-11,37.0,,56.0,7.0,37.0,80.0,81.0,15.0,0.0,87.0,52.0
2018-10-12,47.0,,86.0,6.0,33.0,79.0,60.0,14.0,0.0,84.0,36.0
2018-10-13,9.0,,23.0,6.0,17.0,71.0,52.0,16.0,38.0,84.0,20.0
2018-10-14,8.0,,4.0,7.0,19.0,66.0,55.0,14.0,0.0,83.0,58.0
2018-10-15,51.0,,43.0,7.0,31.0,79.0,63.0,16.0,48.0,88.0,0.0
2018-10-16,22.0,,40.0,6.0,24.0,79.0,73.0,16.0,32.0,89.0,51.0
2018-10-17,37.0,,44.0,6.0,29.0,78.0,78.0,17.0,82.0,91.0,17.0
2018-10-18,30.0,,27.0,7.0,20.0,79.0,55.0,15.0,51.0,90.0,0.0
2018-10-19,24.0,1.0,30.0,6.0,19.0,73.0,78.0,24.0,44.0,84.0,0.0
2018-10-20,4.0,1.0,18.0,5.0,16.0,67.0,46.0,17.0,19.0,78.0,0.0
2018-10-21,4.0,1.0,16.0,5.0,12.0,67.0,63.0,15.0,37.0,79.0,19.0
2018-10-22,30.0,1.0,41.0,5.0,31.0,76.0,67.0,16.0,16.0,87.0,17.0
2018-10-23,29.0,1.0,22.0,6.0,29.0,74.0,55.0,17.0,16.0,88.0,16.0
2018-10-24,14.0,1.0,47.0,5.0,23.0,76.0,58.0,43.0,25.0,89.0,25.0
2018-10-25,26.0,1.0,36.0,5.0,16.0,76.0,76.0,23.0,59.0,89.0,77.0
2018-10-26,23.0,1.0,33.0,5.0,16.0,76.0,55.0,14.0,26.0,86.0,9.0
2018-10-27,4.0,1.0,9.0,5.0,13.0,66.0,91.0,15.0,18.0,79.0,0.0
2018-10-28,8.0,1.0,9.0,4.0,9.0,63.0,63.0,23.0,18.0,80.0,9.0
2018-10-29,36.0,1.0,32.0,5.0,30.0,78.0,53.0,14.0,47.0,86.0,25.0
2018-10-30,7.0,1.0,51.0,6.0,21.0,75.0,67.0,14.0,49.0,88.0,17.0
2018-10-31,18.0,1.0,31.0,6.0,35.0,74.0,66.0,15.0,59.0,85.0,35.0
2018-11-01,31.0,1.0,35.0,6.0,27.0,75.0,68.0,18.0,77.0,86.0,27.0
2018-11-02,24.0,1.0,34.0,6.0,24.0,70.0,54.0,87.0,43.0,85.0,36.0
2018-11-03,55.0,1.0,12.0,5.0,19.0,61.0,53.0,30.0,56.0,79.0,0.0
2018-11-04,20.0,1.0,9.0,6.0,18.0,62.0,45.0,16.0,0.0,81.0,0.0
2018-11-05,73.0,1.0,24.0,6.0,31.0,76.0,77.0,17.0,15.0,86.0,0.0
2018-11-06,18.0,1.0,27.0,6.0,19.0,74.0,54.0,37.0,49.0,88.0,8.0
2018-11-07,36.0,1.0,42.0,6.0,22.0,71.0,65.0,22.0,47.0,87.0,0.0
2018-11-08,40.0,1.0,37.0,6.0,27.0,68.0,60.0,16.0,25.0,89.0,17.0
2018-11-09,30.0,1.0,35.0,6.0,30.0,67.0,50.0,15.0,9.0,85.0,0.0
2018-11-10,8.0,1.0,18.0,5.0,24.0,60.0,63.0,21.0,19.0,81.0,19.0
2018-11-11,4.0,1.0,9.0,5.0,10.0,55.0,59.0,13.0,0.0,81.0,9.0
2018-11-12,44.0,1.0,28.0,6.0,22.0,71.0,71.0,16.0,32.0,87.0,16.0
2018-11-13,25.0,1.0,33.0,6.0,21.0,74.0,61.0,14.0,56.0,89.0,8.0
2018-11-14,48.0,1.0,37.0,6.0,32.0,71.0,62.0,13.0,66.0,90.0,8.0
2018-11-15,22.0,1.0,47.0,6.0,27.0,65.0,65.0,14.0,34.0,90.0,26.0
2018-11-16,35.0,1.0,35.0,5.0,15.0,72.0,66.0,15.0,34.0,86.0,18.0
2018-11-17,4.0,1.0,8.0,5.0,14.0,64.0,79.0,14.0,47.0,85.0,19.0
2018-11-18,12.0,1.0,8.0,5.0,4.0,58.0,56.0,13.0,19.0,85.0,0.0
2018-11-19,44.0,1.0,26.0,5.0,14.0,72.0,64.0,13.0,24.0,92.0,25.0
2018-11-20,32.0,1.0,32.0,6.0,11.0,72.0,75.0,14.0,25.0,87.0,0.0
2018-11-21,30.0,1.0,37.0,6.0,28.0,69.0,64.0,13.0,25.0,92.0,8.0
2018-11-22,4.0,1.0,24.0,5.0,6.0,61.0,66.0,15.0,17.0,90.0,26.0
2018-11-23,19.0,1.0,22.0,5.0,18.0,70.0,69.0,20.0,17.0,88.0,18.0
2018-11-24,4.0,1.0,9.0,5.0,9.0,62.0,55.0,18.0,37.0,82.0,38.0
2018-11-25,4.0,1.0,16.0,5.0,13.0,59.0,62.0,15.0,0.0,87.0,0.0
2018-11-26,28.0,1.0,25.0,5.0,18.0,75.0,57.0,14.0,16.0,89.0,16.0
2018-11-27,50.0,1.0,28.0,6.0,32.0,76.0,63.0,15.0,16.0,89.0,8.0
2018-11-28,26.0,1.0,24.0,6.0,39.0,80.0,71.0,28.0,41.0,91.0,59.0
2018-11-29,44.0,1.0,33.0,6.0,22.0,82.0,55.0,18.0,41.0,90.0,0.0
2018-11-30,26.0,1.0,24.0,5.0,21.0,82.0,72.0,16.0,25.0,86.0,8.0
2018-12-01,9.0,1.0,13.0,5.0,9.0,65.0,56.0,21.0,0.0,82.0,0.0
2018-12-02,4.0,1.0,11.0,5.0,16.0,60.0,59.0,57.0,37.0,85.0,9.0
2018-12-03,15.0,1.0,33.0,6.0,35.0,76.0,76.0,20.0,40.0,94.0,33.0
2018-12-04,18.0,1.0,42.0,6.0,41.0,77.0,63.0,16.0,16.0,91.0,59.0
2018-12-05,7.0,1.0,32.0,6.0,21.0,74.0,66.0,17.0,25.0,88.0,0.0
2018-12-06,34.0,1.0,40.0,5.0,25.0,73.0,56.0,15.0,50.0,87.0,25.0
2018-12-07,54.0,1.0,40.0,5.0,29.0,72.0,73.0,14.0,78.0,84.0,0.0
2018-12-08,13.0,1.0,21.0,5.0,15.0,62.0,60.0,23.0,10.0,80.0,0.0
2018-12-09,4.0,1.0,9.0,5.0,13.0,57.0,59.0,15.0,36.0,84.0,0.0
2018-12-10,56.0,1.0,42.0,5.0,26.0,74.0,65.0,15.0,41.0,86.0,8.0
2018-12-11,52.0,1.0,38.0,6.0,34.0,71.0,69.0,34.0,49.0,88.0,25.0
2018-12-12,27.0,1.0,43.0,6.0,27.0,72.0,69.0,19.0,42.0,86.0,17.0
2018-12-13,27.0,1.0,42.0,6.0,16.0,72.0,73.0,14.0,35.0,88.0,9.0
2018-12-14,22.0,1.0,41.0,6.0,23.0,74.0,76.0,15.0,17.0,83.0,8.0
2018-12-15,13.0,1.0,9.0,5.0,6.0,60.0,63.0,24.0,19.0,79.0,10.0
2018-12-16,4.0,1.0,13.0,5.0,12.0,57.0,58.0,17.0,19.0,78.0,0.0
2018-12-17,25.0,1.0,33.0,6.0,28.0,82.0,68.0,16.0,31.0,86.0,8.0
2018-12-18,47.0,1.0,40.0,7.0,25.0,74.0,66.0,23.0,8.0,84.0,0.0
2018-12-19,32.0,1.0,34.0,6.0,31.0,73.0,65.0,16.0,44.0,83.0,9.0
2018-12-20,40.0,1.0,33.0,6.0,23.0,69.0,71.0,16.0,26.0,84.0,9.0
2018-12-21,58.0,1.0,42.0,5.0,21.0,71.0,57.0,16.0,0.0,79.0,0.0
2018-12-22,22.0,1.0,18.0,5.0,8.0,59.0,75.0,16.0,20.0,76.0,0.0
2018-12-23,18.0,1.0,6.0,5.0,8.0,53.0,63.0,28.0,20.0,75.0,10.0
2018-12-24,32.0,1.0,38.0,5.0,20.0,60.0,51.0,16.0,20.0,78.0,10.0
2018-12-25,28.0,1.0,13.0,5.0,18.0,53.0,53.0,14.0,0.0,75.0,0.0
2018-12-26,58.0,1.0,38.0,6.0,28.0,66.0,68.0,17.0,10.0,80.0,19.0
2018-12-27,44.0,1.0,32.0,5.0,38.0,68.0,68.0,16.0,0.0,80.0,0.0
2018-12-28,62.0,1.0,25.0,5.0,28.0,68.0,66.0,15.0,47.0,80.0,0.0
2018-12-29,13.0,1.0,15.0,5.0,4.0,60.0,63.0,15.0,39.0,80.0,30.0
2018-12-30,18.0,1.0,8.0,5.0,14.0,54.0,62.0,16.0,40.0,74.0,10.0
2018-12-31,30.0,1.0,35.0,5.0,21.0,63.0,52.0,15.0,10.0,70.0,20.0
2019-01-01,14.0,1.0,6.0,5.0,19.0,57.0,51.0,13.0,31.0,69.0,11.0
2019-01-02,31.0,1.0,38.0,6.0,21.0,70.0,76.0,17.0,43.0,80.0,9.0
2019-01-03,61.0,1.0,37.0,5.0,28.0,68.0,61.0,16.0,17.0,83.0,43.0
2019-01-04,100.0,1.0,44.0,5.0,34.0,69.0,70.0,18.0,69.0,82.0,9.0
2019-01-05,8.0,1.0,13.0,6.0,4.0,61.0,66.0,16.0,19.0,80.0,0.0
2019-01-06,4.0,1.0,19.0,5.0,12.0,55.0,61.0,16.0,18.0,76.0,10.0
2019-01-07,11.0,1.0,50.0,5.0,26.0,72.0,67.0,17.0,17.0,81.0,25.0
2019-01-08,41.0,1.0,47.0,6.0,28.0,71.0,75.0,17.0,41.0,83.0,0.0
2019-01-09,48.0,1.0,42.0,6.0,18.0,76.0,68.0,17.0,50.0,86.0,17.0
2019-01-10,37.0,1.0,37.0,6.0,22.0,75.0,77.0,16.0,16.0,82.0,17.0
2019-01-11,34.0,1.0,42.0,6.0,29.0,73.0,61.0,17.0,17.0,84.0,9.0
2019-01-12,8.0,1.0,14.0,5.0,16.0,64.0,64.0,23.0,19.0,80.0,0.0
2019-01-13,0.0,1.0,12.0,5.0,12.0,54.0,63.0,16.0,9.0,79.0,0.0
2019-01-14,22.0,1.0,47.0,6.0,12.0,72.0,63.0,17.0,8.0,83.0,8.0
2019-01-15,18.0,1.0,87.0,7.0,40.0,73.0,60.0,20.0,33.0,86.0,8.0
2019-01-16,34.0,1.0,66.0,7.0,34.0,74.0,65.0,20.0,25.0,85.0,17.0
2019-01-17,33.0,1.0,54.0,6.0,27.0,76.0,72.0,17.0,0.0,84.0,25.0
2019-01-18,4.0,1.0,47.0,6.0,27.0,76.0,71.0,17.0,25.0,84.0,34.0
2019-01-19,25.0,1.0,21.0,5.0,11.0,61.0,77.0,27.0,28.0,79.0,9.0
2019-01-20,12.0,1.0,9.0,5.0,16.0,59.0,67.0,18.0,0.0,81.0,9.0
2019-01-21,22.0,1.0,20.0,6.0,20.0,69.0,66.0,17.0,8.0,85.0,8.0
2019-01-22,29.0,1.0,39.0,6.0,19.0,71.0,79.0,19.0,40.0,88.0,16.0
2019-01-23,22.0,1.0,29.0,6.0,24.0,73.0,68.0,17.0,40.0,90.0,58.0
2019-01-24,25.0,1.0,32.0,5.0,26.0,70.0,56.0,18.0,16.0,88.0,41.0
2019-01-25,19.0,1.0,35.0,6.0,29.0,71.0,70.0,19.0,50.0,86.0,26.0
2019-01-26,9.0,1.0,7.0,5.0,16.0,59.0,71.0,23.0,0.0,79.0,19.0
2019-01-27,29.0,1.0,14.0,6.0,15.0,59.0,58.0,20.0,18.0,84.0,0.0
2019-01-28,15.0,,27.0,6.0,14.0,76.0,84.0,19.0,50.0,87.0,17.0
2019-01-29,44.0,,40.0,5.0,38.0,75.0,52.0,23.0,0.0,86.0,17.0
2019-01-30,0.0,,33.0,5.0,23.0,74.0,65.0,24.0,83.0,87.0,0.0
2019-01-31,30.0,,42.0,6.0,18.0,76.0,56.0,23.0,34.0,87.0,17.0
2019-02-01,53.0,,33.0,5.0,35.0,70.0,81.0,18.0,34.0,84.0,0.0
2019-02-02,8.0,,11.0,5.0,0.0,61.0,75.0,26.0,75.0,82.0,0.0
2019-02-03,0.0,,11.0,4.0,15.0,56.0,55.0,15.0,18.0,81.0,19.0
2019-02-04,44.0,,47.0,4.0,16.0,76.0,48.0,17.0,50.0,86.0,51.0
2019-02-05,37.0,,16.0,4.0,23.0,73.0,58.0,17.0,50.0,89.0,0.0
2019-02-06,7.0,,21.0,4.0,27.0,74.0,69.0,23.0,66.0,86.0,17.0
2019-02-07,15.0,,35.0,4.0,27.0,75.0,62.0,17.0,0.0,86.0,17.0
2019-02-08,8.0,,28.0,4.0,14.0,72.0,53.0,17.0,69.0,86.0,0.0
2019-02-09,25.0,,11.0,4.0,18.0,63.0,58.0,17.0,19.0,80.0,0.0
2019-02-10,8.0,,12.0,4.0,10.0,55.0,62.0,37.0,18.0,81.0,0.0
2019-02-11,29.0,,30.0,5.0,24.0,75.0,70.0,19.0,32.0,87.0,32.0
2019-02-12,36.0,,35.0,6.0,36.0,73.0,79.0,17.0,33.0,86.0,16.0
2019-02-13,50.0,,33.0,5.0,17.0,71.0,64.0,18.0,49.0,88.0,16.0
2019-02-14,60.0,,83.0,5.0,30.0,73.0,71.0,30.0,34.0,86.0,17.0
2019-02-15,46.0,,67.0,5.0,16.0,78.0,74.0,19.0,35.0,84.0,0.0
2019-02-16,8.0,,51.0,4.0,16.0,65.0,93.0,19.0,38.0,84.0,0.0
2019-02-17,17.0,,18.0,5.0,28.0,62.0,59.0,28.0,56.0,82.0,0.0
2019-02-18,0.0,,35.0,5.0,16.0,75.0,70.0,17.0,17.0,86.0,17.0
2019-02-19,29.0,,47.0,5.0,18.0,74.0,63.0,17.0,33.0,86.0,17.0
2019-02-20,29.0,,24.0,5.0,11.0,73.0,81.0,17.0,17.0,87.0,0.0
2019-02-21,44.0,,38.0,5.0,25.0,76.0,75.0,30.0,17.0,91.0,0.0
2019-02-22,61.0,,28.0,5.0,28.0,74.0,59.0,19.0,17.0,85.0,0.0
2019-02-23,33.0,,5.0,5.0,5.0,69.0,72.0,16.0,76.0,81.0,19.0
2019-02-24,0.0,,7.0,5.0,10.0,66.0,57.0,27.0,56.0,83.0,19.0
2019-02-25,43.0,,53.0,4.0,31.0,83.0,60.0,18.0,32.0,88.0,0.0
2019-02-26,51.0,,38.0,5.0,9.0,85.0,61.0,18.0,0.0,87.0,50.0
2019-02-27,43.0,,31.0,6.0,17.0,90.0,74.0,24.0,49.0,86.0,32.0
2019-02-28,22.0,,19.0,5.0,27.0,81.0,57.0,17.0,50.0,87.0,0.0
2019-03-01,8.0,,28.0,6.0,33.0,78.0,57.0,16.0,17.0,84.0,18.0
2019-03-02,8.0,,16.0,4.0,8.0,71.0,76.0,17.0,19.0,85.0,0.0
2019-03-03,17.0,,18.0,5.0,16.0,64.0,68.0,24.0,0.0,83.0,0.0
2019-03-04,45.0,,29.0,6.0,21.0,74.0,83.0,16.0,17.0,86.0,17.0
2019-03-05,23.0,,42.0,6.0,21.0,75.0,68.0,13.0,17.0,88.0,0.0
2019-03-06,29.0,,41.0,6.0,17.0,74.0,53.0,15.0,49.0,90.0,0.0
2019-03-07,30.0,,24.0,5.0,16.0,76.0,56.0,17.0,34.0,86.0,0.0
2019-03-08,23.0,,29.0,5.0,17.0,78.0,76.0,16.0,17.0,84.0,36.0
2019-03-09,9.0,,11.0,5.0,8.0,69.0,62.0,16.0,39.0,81.0,0.0
2019-03-10,0.0,,14.0,5.0,10.0,60.0,51.0,17.0,18.0,81.0,19.0
2019-03-11,7.0,,23.0,6.0,12.0,79.0,73.0,28.0,34.0,88.0,17.0
2019-03-12,22.0,,34.0,6.0,23.0,75.0,58.0,15.0,50.0,90.0,17.0
2019-03-13,58.0,,36.0,6.0,38.0,72.0,57.0,15.0,0.0,87.0,17.0
2019-03-14,15.0,,29.0,6.0,34.0,76.0,77.0,15.0,17.0,86.0,0.0
2019-03-15,23.0,,38.0,6.0,33.0,71.0,65.0,14.0,0.0,85.0,18.0
2019-03-16,17.0,,11.0,6.0,8.0,64.0,68.0,14.0,38.0,81.0,39.0
2019-03-17,0.0,,11.0,6.0,18.0,59.0,54.0,30.0,19.0,81.0,0.0
2019-03-18,8.0,,39.0,7.0,23.0,80.0,58.0,17.0,51.0,86.0,17.0
2019-03-19,43.0,,35.0,7.0,28.0,77.0,86.0,15.0,16.0,88.0,32.0
2019-03-20,15.0,,39.0,7.0,25.0,74.0,64.0,17.0,0.0,86.0,17.0
2019-03-21,23.0,,36.0,6.0,28.0,73.0,61.0,15.0,17.0,85.0,0.0
2019-03-22,32.0,,36.0,6.0,36.0,75.0,60.0,16.0,36.0,84.0,18.0
2019-03-23,17.0,,15.0,5.0,21.0,67.0,62.0,15.0,0.0,79.0,0.0
2019-03-24,15.0,,15.0,5.0,3.0,59.0,69.0,17.0,17.0,86.0,0.0
2019-03-25,52.0,,42.0,6.0,30.0,80.0,71.0,17.0,0.0,87.0,0.0
2019-03-26,75.0,,41.0,7.0,18.0,79.0,59.0,16.0,50.0,89.0,51.0
2019-03-27,45.0,,38.0,6.0,42.0,79.0,68.0,14.0,34.0,88.0,17.0
2019-03-28,23.0,,43.0,6.0,35.0,77.0,49.0,16.0,34.0,88.0,0.0
2019-03-29,32.0,,41.0,7.0,51.0,78.0,63.0,17.0,54.0,85.0,18.0
2019-03-30,9.0,,15.0,5.0,25.0,66.0,59.0,18.0,40.0,81.0,20.0
2019-03-31,8.0,,15.0,5.0,31.0,63.0,68.0,17.0,0.0,78.0,0.0
2019-04-01,37.0,,35.0,7.0,18.0,79.0,81.0,17.0,33.0,85.0,34.0
2019-04-02,15.0,,46.0,7.0,32.0,75.0,78.0,20.0,17.0,88.0,17.0
2019-04-03,29.0,,45.0,7.0,25.0,74.0,63.0,17.0,17.0,87.0,0.0
2019-04-04,29.0,,43.0,7.0,18.0,75.0,76.0,16.0,33.0,86.0,0.0
2019-04-05,38.0,,32.0,7.0,19.0,75.0,73.0,16.0,17.0,85.0,18.0
2019-04-06,9.0,1.0,16.0,6.0,13.0,65.0,52.0,22.0,7.0,79.0,10.0
2019-04-07,0.0,1.0,11.0,5.0,9.0,58.0,48.0,16.0,9.0,80.0,9.0
2019-04-08,46.0,1.0,36.0,6.0,22.0,71.0,59.0,16.0,53.0,86.0,0.0
2019-04-09,30.0,1.0,30.0,7.0,19.0,73.0,66.0,15.0,22.0,82.0,41.0
2019-04-10,23.0,1.0,45.0,7.0,41.0,71.0,65.0,15.0,22.0,85.0,8.0
2019-04-11,23.0,1.0,40.0,6.0,20.0,72.0,61.0,17.0,12.0,84.0,8.0
2019-04-12,57.0,1.0,100.0,6.0,65.0,75.0,59.0,18.0,43.0,83.0,8.0
2019-04-13,4.0,1.0,26.0,5.0,20.0,64.0,57.0,20.0,10.0,77.0,0.0
2019-04-14,5.0,1.0,12.0,5.0,15.0,62.0,59.0,87.0,26.0,80.0,0.0
2019-04-15,4.0,1.0,36.0,6.0,50.0,72.0,61.0,24.0,23.0,85.0,0.0
2019-04-16,12.0,1.0,38.0,7.0,26.0,71.0,66.0,16.0,37.0,84.0,33.0
2019-04-17,19.0,1.0,42.0,6.0,20.0,71.0,69.0,16.0,21.0,83.0,0.0
2019-04-18,21.0,1.0,40.0,7.0,26.0,75.0,55.0,16.0,15.0,83.0,0.0
2019-04-19,22.0,1.0,25.0,5.0,16.0,70.0,48.0,16.0,0.0,78.0,0.0
2019-04-20,10.0,1.0,13.0,6.0,12.0,61.0,57.0,24.0,0.0,77.0,0.0
2019-04-21,0.0,1.0,14.0,6.0,9.0,57.0,65.0,17.0,27.0,76.0,10.0
2019-04-22,24.0,1.0,36.0,6.0,27.0,74.0,71.0,17.0,6.0,81.0,18.0
2019-04-23,23.0,1.0,44.0,6.0,28.0,75.0,57.0,16.0,29.0,84.0,42.0
2019-04-24,32.0,1.0,33.0,7.0,32.0,73.0,70.0,16.0,66.0,83.0,0.0
2019-04-25,31.0,1.0,35.0,6.0,26.0,73.0,67.0,22.0,12.0,84.0,17.0
2019-04-26,45.0,1.0,27.0,6.0,22.0,75.0,63.0,19.0,0.0,80.0,8.0
2019-04-27,0.0,1.0,13.0,5.0,16.0,63.0,68.0,17.0,0.0,79.0,0.0
2019-04-28,9.0,1.0,20.0,6.0,7.0,57.0,62.0,17.0,46.0,81.0,0.0
2019-04-29,42.0,1.0,40.0,6.0,34.0,72.0,69.0,28.0,17.0,83.0,16.0
2019-04-30,31.0,1.0,34.0,7.0,23.0,76.0,82.0,18.0,66.0,81.0,8.0
2019-05-01,41.0,1.0,32.0,7.0,24.0,73.0,64.0,16.0,17.0,79.0,0.0
2019-05-02,23.0,1.0,14.0,7.0,53.0,75.0,78.0,17.0,8.0,79.0,25.0
2019-05-03,59.0,1.0,25.0,7.0,30.0,76.0,60.0,18.0,23.0,81.0,16.0
2019-05-04,44.0,1.0,6.0,6.0,8.0,63.0,57.0,19.0,16.0,79.0,0.0
