date,Apple,,apple,aapl,apple store,apple watch,apple iphone,iphone,apple music,aapl stock price,aapl stock,apple pay,apple macbook,apple support,apple watch series 3,apple 4 watch,airpods,semiconductor,TSMC,apple factory,apple earnings,aapl earnings
6/28/2018,21,,21,11,35,18,10,22,23,34,16,26,35,68,8,2,6,46,18,17,1,1
6/29/2018,22,,22,11,34,19,10,23,44,34,18,25,34,68,10,2,6,57,20,38,1,2
6/30/2018,21,,21,3,38,21,10,24,28,4,3,25,35,68,10,3,6,31,7,21,0,0
7/1/2018,22,,22,2,37,21,9,24,29,0,3,23,37,55,9,2,5,28,7,27,0,0
7/2/2018,20,,20,10,36,19,9,22,23,24,11,24,31,76,9,1,5,41,27,38,3,2
7/3/2018,22,,22,11,33,19,10,22,21,24,14,24,37,73,7,3,6,67,20,8,2,3
7/4/2018,21,,21,4,37,20,9,23,21,9,5,22,34,56,9,2,6,42,11,27,1,1
7/5/2018,21,,21,10,37,17,10,23,23,24,11,27,34,63,8,2,5,57,25,22,0,0
7/6/2018,21,,21,13,36,19,9,22,26,28,15,23,31,62,9,2,6,59,4,15,0,6
7/7/2018,21,,21,3,38,20,10,24,28,9,3,21,37,65,10,2,6,26,11,27,0,0
7/8/2018,22,,22,1,40,21,10,25,28,2,1,25,38,57,9,3,6,33,9,21,1,0
7/9/2018,23,,23,14,39,19,10,23,26,26,19,22,33,82,8,2,6,56,20,20,4,2
7/10/2018,21,,21,13,36,20,9,23,25,22,17,22,37,85,9,2,6,62,15,21,1,1
7/11/2018,22,,22,12,38,19,9,22,22,31,17,21,39,76,9,3,6,54,17,29,0,0
7/12/2018,23,,23,12,40,18,10,23,25,33,15,20,58,64,7,3,6,58,21,39,2,3
7/13/2018,23,,23,11,42,21,10,24,27,25,13,27,68,70,9,2,6,47,17,23,3,6
7/14/2018,23,,23,4,41,21,10,25,30,4,2,20,51,71,7,3,6,27,15,33,0,2
7/15/2018,22,,22,2,38,22,10,24,28,5,3,24,47,58,11,3,6,42,4,29,0,1
7/16/2018,23,,23,12,43,22,11,24,31,31,15,21,54,68,11,4,6,54,11,23,3,4
7/17/2018,23,,23,12,40,21,11,24,25,20,17,24,45,73,9,3,6,59,26,38,3,4
7/18/2018,23,,23,11,39,21,10,24,25,28,17,28,52,76,8,3,6,53,22,39,3,1
7/19/2018,22,,22,12,36,20,9,23,24,32,16,25,41,68,8,3,6,52,38,27,1,4
7/20/2018,22,,22,12,39,19,9,23,28,38,20,23,38,67,8,3,6,51,27,31,2,2
7/21/2018,22,,22,4,41,21,9,25,28,0,2,23,42,60,8,3,7,26,10,40,1,0
7/22/2018,23,,23,2,41,22,11,25,28,5,3,24,45,60,8,2,6,39,14,28,0,0
7/23/2018,22,,22,10,43,20,10,23,25,25,16,23,40,71,8,3,6,54,16,21,5,9
7/24/2018,23,,23,14,41,20,9,23,28,29,18,22,50,74,10,4,7,76,32,18,4,9
7/25/2018,22,,22,15,38,20,10,22,29,34,22,22,45,74,9,2,6,73,16,32,9,8
7/26/2018,21,,21,17,40,20,9,22,24,28,27,23,48,76,9,3,7,65,13,26,6,14
7/27/2018,22,,22,18,42,20,9,23,25,42,29,26,37,77,9,2,6,59,25,28,12,12
7/28/2018,22,,22,4,45,22,11,25,29,12,5,23,38,76,9,3,6,34,9,44,5,6
7/29/2018,24,,24,3,43,23,10,26,30,7,3,22,40,54,10,3,6,27,3,27,4,3
7/30/2018,23,,23,19,42,21,10,23,26,20,24,23,42,67,9,3,7,70,11,17,28,30
7/31/2018,23,,23,56,38,20,10,23,22,56,69,24,40,73,9,3,6,61,14,18,100,99
8/1/2018,24,,24,68,39,20,10,23,24,73,87,34,44,68,7,3,6,67,25,26,28,26
8/2/2018,26,,26,59,39,20,10,23,25,79,73,29,44,68,9,4,6,67,16,26,11,7
8/3/2018,27,,27,34,42,20,11,24,30,52,44,31,47,75,11,4,7,58,18,18,4,7
8/4/2018,25,,25,8,42,23,11,25,27,11,9,22,38,53,9,3,6,32,17,11,3,1
8/5/2018,23,,23,5,38,22,11,25,26,7,5,23,41,56,10,5,7,38,34,35,0,0
8/6/2018,23,,23,21,40,21,11,24,25,44,26,22,46,66,8,4,6,59,100,30,2,2
8/7/2018,24,,24,23,35,20,10,23,24,43,25,26,41,68,8,4,6,69,40,42,0,2
8/8/2018,23,,23,18,38,21,9,23,23,36,26,23,42,64,9,3,7,80,27,35,2,0
8/9/2018,23,,23,17,38,19,10,23,24,41,18,26,44,72,7,4,7,66,18,17,1,1
8/10/2018,23,,23,14,37,21,10,23,29,16,17,27,38,70,8,3,7,58,30,32,3,0
8/11/2018,23,,23,4,42,22,10,25,28,11,4,22,40,73,9,4,7,29,11,22,0,0
8/12/2018,24,,24,3,38,23,10,26,30,3,4,25,44,65,8,6,6,36,10,52,2,0
8/13/2018,24,,24,15,45,21,11,24,27,43,20,24,49,61,10,3,7,58,20,55,2,2
8/14/2018,24,,24,16,40,22,10,23,25,46,21,24,46,62,8,4,6,66,20,42,0,2
8/15/2018,22,,22,18,36,20,10,24,27,35,17,26,39,79,9,3,6,50,18,26,0,2
8/16/2018,22,,22,19,36,19,9,22,29,37,27,19,39,57,7,5,6,54,17,59,1,0
8/17/2018,22,,22,20,36,19,10,23,30,25,23,22,39,62,10,5,6,64,18,56,1,2
8/18/2018,22,,22,7,42,21,10,24,31,11,6,21,49,53,10,4,6,32,14,44,0,0
8/19/2018,23,,23,5,39,22,11,24,32,4,5,21,44,51,12,5,6,46,10,15,2,0
8/20/2018,23,,23,19,42,20,10,23,24,19,21,24,45,68,7,7,6,73,15,22,2,0
8/21/2018,23,,23,16,38,21,9,22,28,35,25,23,45,60,6,7,6,79,29,22,1,5
8/22/2018,23,,23,16,39,18,9,22,25,26,20,24,40,69,7,6,6,54,15,39,0,5
8/23/2018,23,,23,15,40,20,10,22,28,28,17,26,41,65,6,7,6,93,15,22,0,7
8/24/2018,22,,22,14,42,19,10,22,30,42,21,20,42,60,7,7,7,60,18,31,0,0
8/25/2018,22,,22,4,41,20,10,24,28,7,6,23,40,65,8,7,6,28,10,34,1,0
8/26/2018,24,,24,2,38,21,10,24,28,4,3,20,55,56,9,7,6,25,13,48,0,3
8/27/2018,22,,22,14,37,19,10,22,22,21,19,22,53,51,7,6,7,75,31,33,1,2
8/28/2018,24,,24,20,37,19,10,22,29,46,22,23,53,66,8,6,6,88,75,38,0,0
8/29/2018,23,,23,20,35,19,10,22,30,34,24,21,44,63,7,5,7,90,46,33,0,0
8/30/2018,24,,24,22,36,19,11,22,29,46,31,23,44,62,7,6,7,79,31,29,1,0
8/31/2018,25,,25,25,34,22,12,24,29,44,31,23,47,51,8,11,6,84,32,26,4,2
9/1/2018,25,,25,6,38,21,10,24,31,3,5,20,43,64,8,10,7,30,19,28,3,0
9/2/2018,25,,25,2,40,23,11,24,31,3,4,20,42,62,9,9,7,37,10,48,1,0
9/3/2018,25,,25,7,37,21,11,24,25,3,2,18,48,62,7,8,6,58,23,30,1,0
9/4/2018,23,,23,19,36,21,10,23,25,39,26,22,45,60,7,8,6,77,11,20,2,2
9/5/2018,23,,23,20,33,19,10,22,24,30,29,22,40,73,6,8,6,77,28,29,2,0
9/6/2018,24,,24,18,30,18,10,22,26,69,22,20,42,56,8,7,7,91,25,20,1,0
9/7/2018,24,,24,17,32,20,10,22,26,41,21,19,33,49,8,9,6,77,26,60,0,0
9/8/2018,26,,26,6,40,22,10,23,27,0,3,20,41,60,7,10,7,39,26,33,1,0
9/9/2018,25,,25,3,36,22,11,24,33,7,3,20,46,62,7,9,6,38,9,46,2,0
9/10/2018,25,,25,20,32,20,12,22,26,33,22,19,43,56,7,8,6,59,42,48,0,0
9/11/2018,28,,28,22,34,20,13,24,25,51,25,21,51,65,5,10,6,90,14,36,4,0
9/12/2018,77,,77,35,57,61,52,49,22,66,43,27,62,60,17,72,10,80,31,45,4,0
9/13/2018,59,,59,27,62,71,44,59,28,36,41,29,47,73,21,100,10,82,31,37,2,0
9/14/2018,43,,43,24,69,58,27,43,26,60,30,27,41,60,15,78,9,90,38,21,3,2
9/15/2018,35,,35,4,52,44,21,36,29,10,3,26,45,58,15,52,8,39,23,57,1,0
9/16/2018,32,,32,3,45,40,18,33,25,7,1,24,45,52,12,43,8,28,16,74,2,0
9/17/2018,30,,30,21,41,37,15,30,27,63,18,26,41,71,12,34,9,63,28,20,2,0
9/18/2018,31,,31,22,45,37,16,30,29,42,29,27,40,77,12,30,9,74,8,12,0,2
9/19/2018,30,,30,17,41,38,14,28,27,45,25,26,45,70,13,30,8,66,17,49,1,2
9/20/2018,29,,29,16,41,34,14,28,26,54,17,28,45,63,10,32,9,46,19,44,1,2
9/21/2018,33,,33,17,64,46,18,33,31,28,22,31,45,69,10,50,9,64,17,30,2,0
9/22/2018,36,,36,4,60,47,19,36,34,14,5,32,44,78,14,49,9,38,7,48,1,3
9/23/2018,35,,35,2,52,44,16,34,31,7,2,26,46,72,13,43,9,40,9,27,0,0
9/24/2018,30,,30,17,45,37,14,28,25,24,22,29,51,63,12,35,8,63,25,45,1,5
9/25/2018,31,,31,19,42,43,14,28,26,33,16,25,47,86,13,46,9,68,17,32,2,0
9/26/2018,29,,29,13,46,36,13,26,30,33,18,27,44,76,12,37,9,68,36,20,2,5
9/27/2018,29,,29,15,39,34,12,27,25,24,19,29,35,66,9,32,8,78,17,45,2,5
9/28/2018,29,,29,16,46,34,12,28,33,47,16,28,38,77,12,31,8,66,12,38,0,2
9/29/2018,32,,32,5,49,36,14,29,32,14,5,24,47,64,10,34,9,44,16,28,1,3
9/30/2018,33,,33,2,44,36,14,29,31,0,2,31,46,54,9,32,9,42,3,46,0,0
10/1/2018,28,,28,18,41,30,12,26,27,41,22,25,42,66,9,30,8,60,30,40,1,7
10/2/2018,27,,27,15,40,30,12,25,30,36,21,29,43,67,10,29,8,78,33,32,1,2
10/3/2018,26,,26,15,40,32,12,25,29,33,18,25,40,73,10,28,8,57,25,32,0,2
10/4/2018,26,,26,19,36,28,11,25,30,49,21,28,37,65,7,28,8,57,37,33,1,2
10/5/2018,28,,28,15,41,32,11,25,29,32,23,29,35,66,9,30,8,62,21,65,1,2
10/6/2018,31,,31,5,48,34,12,27,30,0,5,23,42,58,7,28,9,35,7,62,0,3
10/7/2018,29,,29,2,46,30,12,26,27,7,2,22,39,61,8,23,8,36,12,41,1,0
10/8/2018,28,,28,14,45,28,11,24,29,42,16,27,45,65,7,23,8,73,17,33,2,2
10/9/2018,25,,25,16,35,28,10,23,25,17,21,24,33,72,8,20,8,74,27,36,1,2
10/10/2018,26,,26,23,38,28,11,23,27,34,32,20,41,80,7,23,9,85,23,21,1,5
10/11/2018,25,,25,27,36,26,10,23,25,59,34,23,43,62,9,20,8,100,26,47,4,5
10/12/2018,26,,26,22,40,27,11,24,31,48,25,24,38,69,8,19,8,69,27,27,1,2
10/13/2018,29,,29,4,42,33,12,27,32,4,4,29,52,57,10,23,9,47,10,10,0,0
10/14/2018,29,,29,3,39,33,12,27,29,0,2,20,47,67,7,23,9,53,20,34,3,0
10/15/2018,25,,25,16,36,27,11,24,27,27,21,24,40,67,8,21,9,64,17,37,6,5
10/16/2018,26,,26,17,36,26,11,23,27,36,20,22,36,59,8,21,8,84,45,41,7,5
10/17/2018,25,,25,18,37,26,10,23,29,43,19,25,42,58,8,20,9,72,23,29,3,7
10/18/2018,25,,25,15,40,24,11,24,23,19,17,20,39,60,5,22,8,64,49,17,2,7
10/19/2018,27,,27,15,45,30,13,26,25,28,23,26,32,67,10,26,8,57,16,17,3,6
10/20/2018,28,,28,4,42,31,12,26,26,5,4,28,37,64,9,23,8,28,18,57,2,0
10/21/2018,28,,28,3,40,31,12,27,26,4,4,22,41,52,9,22,9,48,8,37,1,0
10/22/2018,26,,26,16,39,27,11,23,24,26,18,26,36,59,7,20,8,62,25,24,5,6
10/23/2018,26,,26,17,36,27,10,23,22,34,26,22,39,68,7,19,8,52,26,17,5,8
10/24/2018,26,,26,17,36,25,11,23,22,38,27,24,36,67,7,19,8,75,29,48,3,12
10/25/2018,25,,25,19,36,24,10,23,26,50,30,26,39,53,6,18,8,58,31,36,6,12
10/26/2018,27,,27,21,43,26,12,26,25,27,24,23,37,66,6,20,8,52,17,29,7,5
10/27/2018,28,,28,4,42,29,13,28,23,3,3,29,37,53,8,20,8,33,9,49,3,9
10/28/2018,27,,27,2,37,29,12,27,27,2,2,24,39,55,9,19,8,50,7,24,0,2
10/29/2018,25,,25,18,38,26,12,25,24,37,24,27,39,58,8,21,8,61,25,25,13,12
10/30/2018,36,,36,21,47,26,12,24,24,42,26,35,83,74,7,17,11,66,21,38,14,8
10/31/2018,29,,29,25,42,24,11,23,23,51,32,32,67,62,6,17,11,71,27,39,26,33
11/1/2018,29,,29,56,43,27,11,25,27,60,68,34,64,62,7,18,9,61,27,43,94,100
11/2/2018,29,,29,66,45,29,12,25,29,76,85,29,52,60,8,20,9,67,13,50,24,19
11/3/2018,28,,28,11,47,31,12,27,29,9,10,25,42,60,8,23,10,37,4,35,3,2
11/4/2018,29,,29,4,41,31,12,27,32,4,5,28,47,55,9,23,10,44,7,33,3,0
11/5/2018,28,,28,29,39,28,12,25,26,31,32,43,44,65,9,17,9,62,19,29,3,4
11/6/2018,26,,26,24,37,26,11,23,26,20,27,35,49,70,9,21,9,50,18,58,3,0
11/7/2018,26,,26,24,39,26,12,23,23,30,30,32,42,71,8,18,10,58,26,35,2,8
11/8/2018,26,,26,18,38,26,11,23,25,38,24,32,49,63,10,18,11,48,28,20,2,8
11/9/2018,27,,27,17,42,28,11,24,27,33,20,30,49,61,10,18,10,52,21,36,0,0
11/10/2018,28,,28,5,49,32,12,26,30,6,4,28,56,50,8,22,11,32,7,27,0,0
11/11/2018,29,,29,2,42,32,13,27,27,2,4,24,58,56,11,23,11,36,12,34,0,0
11/12/2018,27,,27,28,43,29,11,24,24,42,32,31,49,71,10,18,10,58,20,52,1,1
11/13/2018,28,,28,29,39,28,11,23,26,27,38,31,51,56,9,19,10,67,11,32,3,6
11/14/2018,27,,27,30,37,27,11,23,26,40,36,28,47,67,9,17,11,69,17,46,1,2
11/15/2018,27,,27,28,38,29,11,23,27,48,37,30,48,72,9,18,11,68,33,23,3,1
11/16/2018,27,,27,25,43,29,11,24,29,52,30,32,46,60,11,20,12,73,9,32,2,2
11/17/2018,29,,29,6,50,30,13,27,31,12,8,31,62,65,12,21,13,45,17,35,0,0
11/18/2018,31,,31,3,46,37,13,27,26,4,2,27,48,68,13,23,14,32,6,55,0,1
11/19/2018,30,,30,25,45,34,12,25,25,32,36,32,56,74,15,22,14,59,28,43,0,4
11/20/2018,30,,30,33,43,32,13,25,27,56,42,30,55,70,14,21,13,55,18,28,3,2
11/21/2018,34,,34,26,53,36,14,25,31,58,42,31,59,71,20,21,16,55,12,23,1,0
11/22/2018,39,,39,7,49,50,15,28,25,18,11,29,75,66,33,30,22,46,22,50,1,2
11/23/2018,47,,47,15,81,72,20,33,29,23,24,31,100,63,55,43,35,47,27,71,0,0
11/24/2018,35,,35,7,55,48,14,30,31,8,6,28,66,62,34,27,20,35,8,27,2,4
11/25/2018,32,,32,4,52,45,14,29,32,3,4,30,57,58,26,27,17,36,5,48,1,0
11/26/2018,34,,34,25,50,48,13,26,26,36,34,32,64,78,37,32,24,60,22,31,1,2
11/27/2018,28,,28,29,41,36,12,24,28,52,36,36,54,63,22,22,16,69,13,25,0,5
11/28/2018,26,,26,27,39,30,11,24,28,38,32,40,42,69,15,17,13,89,29,32,2,4
11/29/2018,26,,26,26,40,30,11,23,27,48,34,39,46,67,13,18,13,63,37,33,1,0
11/30/2018,27,,27,20,39,28,11,24,32,30,30,33,42,70,14,18,12,53,24,23,1,1
12/1/2018,27,,27,6,45,33,11,26,33,8,6,33,48,60,15,22,13,39,5,53,0,0
12/2/2018,28,,28,4,43,36,13,27,29,0,3,31,49,60,17,22,15,39,20,34,0,0
12/3/2018,27,,27,26,39,31,11,23,28,40,27,36,44,76,14,22,15,73,16,18,2,4
12/4/2018,26,,26,22,39,31,12,23,30,18,31,37,48,64,13,19,14,69,22,28,1,2
12/5/2018,26,,26,13,39,32,12,24,25,26,13,40,40,56,13,19,14,69,23,30,0,0
12/6/2018,27,,27,23,39,32,11,24,36,34,34,35,40,60,14,22,14,65,26,51,1,1
12/7/2018,26,,26,23,41,34,11,23,36,41,30,34,42,66,14,24,14,63,24,38,1,0
12/8/2018,28,,28,7,46,38,12,26,33,14,8,34,42,62,16,29,16,41,11,33,0,0
12/9/2018,28,,28,4,47,37,13,26,32,8,4,30,42,53,16,25,16,42,14,25,1,0
12/10/2018,28,,28,26,45,34,12,24,26,36,34,31,41,68,13,23,16,69,17,30,0,3
12/11/2018,28,,28,22,39,35,12,23,27,39,34,100,37,51,15,22,14,65,22,24,1,0
12/12/2018,27,,27,21,37,32,11,23,28,34,24,56,44,55,14,23,15,72,36,17,2,0
12/13/2018,27,,27,20,40,34,11,23,28,41,24,42,44,65,15,23,14,76,10,42,0,0
12/14/2018,27,,27,20,43,34,11,24,28,42,24,40,39,70,16,23,14,63,11,45,0,3
12/15/2018,30,,30,7,54,40,13,27,35,11,8,40,42,91,19,30,17,25,5,37,2,0
12/16/2018,30,,30,3,50,40,13,27,32,0,4,35,48,55,19,26,16,27,12,42,0,0
12/17/2018,27,,27,17,48,36,11,24,28,38,21,36,45,57,17,26,16,50,15,57,1,2
12/18/2018,27,,27,17,49,36,11,24,33,48,20,30,42,58,21,23,16,64,6,46,0,0
12/19/2018,28,,28,20,50,35,11,24,31,44,27,30,40,61,16,25,16,53,10,26,1,2
12/20/2018,28,,28,22,51,33,11,24,33,52,29,30,38,61,17,24,16,64,15,22,1,1
12/21/2018,29,,29,27,53,37,12,25,35,48,34,34,40,63,16,25,17,44,14,50,1,2
12/22/2018,30,,30,10,62,41,13,27,33,12,9,32,40,59,20,29,19,35,15,41,0,4
12/23/2018,31,,31,6,64,41,13,28,34,4,4,28,36,53,18,28,21,26,3,57,0,0
12/24/2018,33,,33,19,61,45,13,27,36,38,26,30,42,68,21,29,24,39,24,67,2,6
12/25/2018,41,,41,7,55,100,18,35,55,8,10,28,48,68,61,54,43,32,13,70,1,0
12/26/2018,38,,38,26,68,79,17,32,41,51,29,32,54,82,47,48,41,34,16,59,1,6
12/27/2018,34,,34,27,59,56,15,30,41,41,30,31,46,81,26,36,30,44,17,81,0,0
12/28/2018,31,,31,21,58,48,14,28,36,36,32,32,50,82,22,30,26,49,13,59,0,1
12/29/2018,31,,31,4,55,46,14,28,30,10,3,31,44,73,19,28,23,36,14,33,0,0
12/30/2018,29,,29,4,52,42,13,27,33,12,6,31,42,64,18,28,20,26,2,54,0,0
12/31/2018,27,,27,20,48,35,10,24,31,34,23,27,36,56,14,20,17,32,16,49,0,4
1/1/2019,26,,26,6,42,36,12,27,34,10,7,26,40,53,14,22,18,18,8,33,2,3
1/2/2019,28,,28,35,44,36,12,25,32,50,44,27,44,73,12,20,19,43,11,49,5,8
1/3/2019,32,,32,100,44,36,13,26,32,100,100,32,46,68,13,21,19,57,24,41,7,2
1/4/2019,31,,31,54,43,34,12,25,29,56,63,34,44,71,14,22,18,56,21,38,5,11
1/5/2019,28,,28,13,39,36,12,27,34,16,14,32,42,56,14,20,21,29,6,41,0,0
1/6/2019,27,,27,6,38,36,12,26,32,7,4,28,40,60,14,21,19,45,13,48,1,0
1/7/2019,27,,27,30,39,33,11,23,28,53,37,30,36,63,13,19,18,53,24,25,2,1
1/8/2019,27,,27,22,35,32,10,23,27,37,25,29,36,64,13,19,21,58,20,42,3,8
1/9/2019,26,,26,30,36,31,10,23,27,49,38,27,35,57,9,16,20,74,14,45,2,6
1/10/2019,25,,25,22,35,29,10,22,27,32,30,24,37,71,10,18,24,64,27,36,2,1
1/11/2019,25,,25,19,36,28,10,23,26,38,28,28,35,63,9,16,25,61,22,29,2,1
1/12/2019,26,,26,5,42,32,11,25,29,6,5,32,40,52,13,19,24,34,10,45,0,5
1/13/2019,27,,27,4,39,32,12,25,29,2,3,29,35,53,12,18,22,29,7,43,2,3
1/14/2019,25,,25,18,33,29,10,22,29,26,25,24,37,67,10,17,20,45,15,36,2,8
1/15/2019,24,,24,16,33,26,10,21,25,21,20,24,34,60,9,14,19,65,13,24,2,3
1/16/2019,24,,24,19,34,26,10,22,26,32,19,30,32,54,10,14,21,51,5,18,3,5
1/17/2019,24,,24,20,34,26,10,22,29,28,20,29,33,51,8,14,21,59,42,36,5,5
1/18/2019,24,,24,17,35,26,10,21,26,31,28,26,35,59,9,16,22,39,12,31,4,6
1/19/2019,25,,25,5,38,28,11,24,31,14,6,28,42,55,10,16,20,42,13,20,1,2
1/20/2019,25,,25,4,38,28,12,25,29,2,4,30,38,50,9,17,18,36,9,33,1,2
1/21/2019,23,,23,6,35,24,10,21,23,8,8,26,40,63,7,14,17,55,14,36,1,0
1/22/2019,23,,23,15,30,24,9,21,29,27,16,28,38,58,8,13,18,61,13,18,2,2
1/23/2019,23,,23,14,32,24,9,21,23,24,20,31,38,49,8,13,17,70,21,39,4,5
1/24/2019,24,,24,17,31,24,9,20,25,19,24,27,38,54,7,14,19,65,17,29,4,10
1/25/2019,23,,23,17,35,26,9,21,24,14,20,28,34,54,8,13,21,52,24,32,7,10
1/26/2019,25,,25,6,41,28,10,24,30,5,6,31,42,54,9,16,23,39,6,44,4,11
1/27/2019,25,,25,4,37,29,11,23,30,2,3,29,42,52,10,18,23,49,10,43,1,2
1/28/2019,23,,23,16,32,24,10,20,25,8,19,26,42,52,9,11,26,49,17,15,14,8
1/29/2019,25,,25,50,28,24,10,21,27,31,49,31,39,70,7,11,20,56,30,31,84,69
1/30/2019,24,,24,49,31,24,10,21,23,63,54,28,40,72,7,10,20,62,35,19,38,38
1/31/2019,24,,24,35,33,22,10,21,22,82,45,27,31,60,8,11,18,62,38,11,9,13
2/1/2019,24,,24,25,39,24,10,20,30,46,39,29,41,66,8,11,18,53,27,32,1,2
2/2/2019,24,,24,4,37,27,10,23,25,6,7,30,37,43,8,14,19,42,10,40,0,0
2/3/2019,25,,25,3,32,28,10,23,28,6,3,26,39,36,9,16,19,22,10,30,2,0
2/4/2019,23,,23,21,31,23,10,20,28,29,24,24,34,57,8,12,17,59,2,19,2,6
2/5/2019,24,,24,22,33,24,10,21,26,50,26,28,41,54,8,13,18,53,11,35,0,0
2/6/2019,23,,23,20,31,24,10,20,23,50,29,31,40,56,8,12,17,67,17,15,3,2
2/7/2019,23,,23,18,29,22,9,20,24,32,21,27,38,47,11,12,18,72,11,39,0,0
2/8/2019,22,,22,17,35,25,10,20,28,29,16,28,38,63,9,12,16,66,9,32,0,0
2/9/2019,25,,25,3,39,28,10,23,29,6,4,32,39,57,10,15,18,29,5,22,1,0
2/10/2019,24,,24,4,32,27,11,23,25,0,3,31,39,47,9,16,18,34,2,47,0,0
2/11/2019,23,,23,16,32,24,10,21,28,18,20,26,40,51,9,12,17,58,13,30,3,0
2/12/2019,22,,22,17,33,23,9,20,21,23,20,30,41,46,8,12,17,52,32,27,1,6
2/13/2019,23,,23,13,32,24,8,19,24,26,15,28,31,40,9,11,20,67,19,34,0,4
2/14/2019,22,,22,15,31,24,9,19,24,16,25,25,34,46,11,11,21,49,15,43,2,0
2/15/2019,23,,23,15,30,24,9,20,28,22,26,29,34,49,10,15,19,51,14,12,1,2
2/16/2019,24,,24,4,39,27,9,23,26,0,5,30,37,50,10,16,19,34,17,40,0,0
2/17/2019,24,,24,2,37,26,9,23,26,6,2,26,39,60,9,15,19,27,7,48,1,0
2/18/2019,23,,23,6,37,25,9,21,24,10,7,25,39,49,8,12,16,59,15,31,2,0
2/19/2019,23,,23,13,30,23,10,20,24,18,20,42,45,47,7,12,16,47,24,31,0,2
2/20/2019,23,,23,16,32,24,9,20,21,21,16,33,40,56,8,11,16,78,26,42,0,4
2/21/2019,23,,23,11,29,24,10,21,19,23,13,35,37,51,8,11,17,70,17,15,2,0
2/22/2019,23,,23,12,32,23,10,21,27,30,19,32,32,47,8,11,16,62,23,16,0,0
2/23/2019,24,,24,2,37,28,10,23,27,6,5,30,36,50,12,14,17,31,2,40,1,0
2/24/2019,24,,24,3,33,27,10,24,31,3,2,28,40,52,12,15,17,31,8,31,1,0
2/25/2019,22,,22,14,30,23,9,20,26,23,22,26,32,57,7,11,16,71,13,30,2,2
2/26/2019,22,,22,14,29,23,9,20,25,18,19,29,38,52,7,11,16,53,28,42,0,2
2/27/2019,22,,22,13,28,24,8,19,25,25,17,25,35,50,9,12,16,62,13,26,4,0
2/28/2019,22,,22,12,33,22,9,20,27,21,18,27,34,66,8,10,15,49,11,32,1,0
3/1/2019,23,,23,12,34,23,9,19,24,25,18,28,36,57,7,11,16,57,16,28,0,0
3/2/2019,23,,23,5,38,27,10,22,31,12,5,31,29,55,7,14,17,28,5,27,0,0
3/3/2019,24,,24,3,36,27,10,23,28,3,3,36,34,55,12,15,17,40,15,13,2,2
3/4/2019,22,,22,13,32,23,9,20,26,32,17,26,34,50,8,11,16,69,22,19,1,2
3/5/2019,21,,21,14,31,22,9,20,22,27,17,29,30,59,7,11,17,77,9,43,3,0
3/6/2019,21,,21,12,32,22,8,19,22,33,15,22,31,49,7,11,16,70,19,27,1,0
3/7/2019,22,,22,9,32,20,9,20,22,27,15,29,32,44,7,11,16,65,22,19,2,2
3/8/2019,22,,22,11,32,22,8,19,26,19,14,29,31,49,9,12,16,62,14,48,0,0
3/9/2019,23,,23,3,33,24,10,23,27,0,5,30,31,40,8,12,18,36,15,14,0,0
3/10/2019,24,,24,3,34,26,9,22,27,3,3,25,40,43,10,13,17,43,17,52,0,0
3/11/2019,22,,22,13,32,21,8,19,21,37,18,25,34,51,7,10,16,62,17,35,0,2
3/12/2019,23,,23,18,30,23,8,19,21,18,25,25,37,50,7,10,15,66,11,31,1,2
3/13/2019,22,,22,18,32,21,9,20,24,10,21,25,35,45,7,12,17,67,11,38,0,0
3/14/2019,21,,21,16,28,21,9,19,23,29,24,28,33,49,8,12,17,59,4,11,2,0
3/15/2019,22,,22,16,28,20,8,19,24,11,27,21,35,39,8,12,17,64,9,32,2,0
3/16/2019,21,,21,5,35,22,10,21,24,0,5,25,29,41,10,12,18,33,10,36,0,2
3/17/2019,23,,23,3,32,26,10,22,22,0,1,28,32,52,11,13,16,24,13,22,1,2
3/18/2019,24,,24,16,36,22,10,20,25,24,19,30,33,51,8,11,17,58,16,48,0,2
3/19/2019,23,,23,16,33,22,9,20,20,30,22,26,41,51,8,10,16,59,15,30,4,0
3/20/2019,25,,25,12,33,21,9,19,24,16,13,29,32,47,7,11,36,45,16,32,1,0
3/21/2019,24,,24,23,35,22,8,19,22,24,34,26,32,52,7,12,37,56,22,36,0,0
3/22/2019,23,,23,22,34,22,8,20,25,42,27,23,28,50,12,13,24,53,21,37,0,0
3/23/2019,23,,23,5,36,24,9,22,27,0,9,28,36,41,7,12,24,18,15,36,1,0
3/24/2019,23,,23,3,36,24,9,22,24,0,6,24,33,39,8,14,20,33,9,36,1,0
3/25/2019,35,,35,31,32,23,10,20,20,29,33,37,40,45,9,12,23,49,4,35,1,0
3/26/2019,33,,33,22,30,25,10,20,25,21,25,49,33,51,10,12,23,65,20,40,1,4
3/27/2019,26,,26,20,31,23,9,20,24,32,23,40,38,59,7,12,23,50,11,8,0,0
3/28/2019,25,,25,14,32,27,9,20,21,24,17,35,36,47,9,15,23,55,11,16,2,2
3/29/2019,24,,24,14,38,24,10,19,26,20,21,32,36,54,6,13,22,45,16,41,1,2
3/30/2019,24,,24,5,39,26,10,22,27,9,3,32,33,52,9,17,22,24,5,60,2,0
3/31/2019,24,,24,2,34,28,9,21,25,0,2,29,34,33,10,15,21,32,2,32,0,0
