date,technology,overlap,information,computers and information technology,computer,engineering,communication,science,"information technology act, 2000",Management,Course
2017-10-24,69.0,,79.0,0.0,93.0,54.0,79.0,37.0,0.0,88.0,49.0
2017-10-25,65.0,,72.0,0.0,80.0,50.0,85.0,37.0,0.0,97.0,49.0
2017-10-26,68.0,,70.0,0.0,83.0,52.0,87.0,38.0,0.0,81.0,57.0
2017-10-27,62.0,,68.0,0.0,82.0,51.0,86.0,34.0,0.0,78.0,63.0
2017-10-28,55.0,,63.0,0.0,73.0,48.0,60.0,38.0,0.0,70.0,47.0
2017-10-29,45.0,,76.0,0.0,79.0,38.0,64.0,37.0,0.0,71.0,47.0
2017-10-30,74.0,,87.0,0.0,83.0,54.0,90.0,40.0,0.0,85.0,56.0
2017-10-31,64.0,,85.0,0.0,85.0,51.0,88.0,42.0,0.0,85.0,54.0
2017-11-01,70.0,,85.0,0.0,89.0,54.0,69.0,40.0,0.0,88.0,50.0
2017-11-02,72.0,,79.0,0.0,90.0,49.0,71.0,42.0,0.0,90.0,56.0
2017-11-03,61.0,,70.0,0.0,76.0,55.0,77.0,38.0,0.0,76.0,50.0
2017-11-04,44.0,,67.0,0.0,75.0,46.0,62.0,40.0,0.0,57.0,52.0
2017-11-05,48.0,,88.0,0.0,72.0,47.0,66.0,42.0,0.0,73.0,48.0
2017-11-06,73.0,,100.0,0.0,89.0,56.0,80.0,47.0,0.0,88.0,60.0
2017-11-07,70.0,,81.0,0.0,84.0,51.0,80.0,44.0,0.0,83.0,56.0
2017-11-08,79.0,,75.0,0.0,87.0,56.0,79.0,45.0,0.0,94.0,51.0
2017-11-09,74.0,,79.0,0.0,91.0,54.0,71.0,42.0,0.0,90.0,56.0
2017-11-10,78.0,,71.0,0.0,82.0,48.0,64.0,47.0,0.0,89.0,52.0
2017-11-11,58.0,,62.0,0.0,72.0,44.0,53.0,38.0,0.0,65.0,55.0
2017-11-12,53.0,,81.0,0.0,75.0,45.0,68.0,45.0,0.0,68.0,47.0
2017-11-13,68.0,,84.0,0.0,79.0,52.0,78.0,40.0,0.0,91.0,59.0
2017-11-14,82.0,,82.0,0.0,83.0,51.0,75.0,41.0,0.0,100.0,50.0
2017-11-15,77.0,1.0,79.0,0.0,83.0,55.0,81.0,41.0,0.0,99.0,61.0
2017-11-16,73.0,1.0,82.0,0.0,80.0,54.0,83.0,47.0,0.0,92.0,61.0
2017-11-17,66.0,1.0,71.0,0.0,83.0,52.0,80.0,43.0,0.0,82.0,56.0
2017-11-18,51.0,1.0,62.0,0.0,71.0,45.0,57.0,38.0,0.0,64.0,51.0
2017-11-19,46.0,1.0,73.0,0.0,67.0,41.0,62.0,41.0,0.0,68.0,50.0
2017-11-20,68.0,1.0,78.0,0.0,82.0,50.0,64.0,42.0,0.0,84.0,57.0
2017-11-21,74.0,1.0,75.0,0.0,87.0,53.0,74.0,41.0,0.0,87.0,57.0
2017-11-22,69.0,1.0,71.0,0.0,73.0,54.0,74.0,43.0,0.0,85.0,56.0
2017-11-23,73.0,1.0,82.0,0.0,81.0,54.0,94.0,39.0,0.0,83.0,57.0
2017-11-24,67.0,1.0,62.0,0.0,74.0,49.0,70.0,36.0,0.0,78.0,53.0
2017-11-25,57.0,1.0,56.0,0.0,73.0,45.0,46.0,36.0,0.0,64.0,53.0
2017-11-26,51.0,1.0,72.0,0.0,65.0,44.0,48.0,40.0,0.0,68.0,50.0
2017-11-27,77.0,1.0,77.0,0.0,85.0,55.0,81.0,39.0,0.0,87.0,63.0
2017-11-28,76.0,1.0,73.0,0.0,76.0,59.0,80.0,41.0,0.0,95.0,65.0
2017-11-29,74.0,1.0,73.0,0.0,80.0,53.0,76.0,41.0,66.0,91.0,60.0
2017-11-30,73.0,1.0,68.0,0.0,70.0,51.0,74.0,41.0,0.0,82.0,61.0
2017-12-01,69.0,1.0,65.0,0.0,73.0,48.0,73.0,38.0,0.0,69.0,49.0
2017-12-02,49.0,1.0,59.0,0.0,63.0,44.0,56.0,38.0,0.0,58.0,51.0
2017-12-03,48.0,1.0,77.0,0.0,64.0,39.0,64.0,40.0,66.0,63.0,50.0
2017-12-04,74.0,1.0,70.0,0.0,71.0,51.0,78.0,41.0,0.0,86.0,58.0
2017-12-05,67.0,1.0,68.0,0.0,80.0,49.0,82.0,45.0,0.0,89.0,55.0
2017-12-06,73.0,1.0,68.0,0.0,82.0,51.0,91.0,41.0,0.0,87.0,57.0
2017-12-07,62.0,1.0,71.0,0.0,82.0,50.0,84.0,42.0,0.0,85.0,46.0
2017-12-08,76.0,1.0,65.0,0.0,77.0,49.0,70.0,40.0,0.0,80.0,51.0
2017-12-09,48.0,1.0,58.0,26.0,73.0,42.0,44.0,37.0,0.0,61.0,58.0
2017-12-10,54.0,1.0,65.0,0.0,76.0,41.0,58.0,40.0,0.0,68.0,48.0
2017-12-11,74.0,1.0,70.0,0.0,81.0,53.0,69.0,41.0,0.0,85.0,58.0
2017-12-12,65.0,1.0,66.0,0.0,85.0,55.0,70.0,44.0,0.0,89.0,54.0
2017-12-13,73.0,1.0,68.0,0.0,81.0,48.0,70.0,45.0,0.0,87.0,53.0
2017-12-14,71.0,1.0,72.0,0.0,77.0,50.0,80.0,43.0,0.0,86.0,60.0
2017-12-15,68.0,1.0,59.0,0.0,80.0,53.0,66.0,43.0,0.0,87.0,60.0
2017-12-16,52.0,1.0,57.0,0.0,80.0,46.0,51.0,42.0,0.0,59.0,52.0
2017-12-17,53.0,1.0,62.0,0.0,69.0,38.0,56.0,39.0,0.0,55.0,46.0
2017-12-18,59.0,1.0,57.0,0.0,68.0,45.0,70.0,37.0,0.0,66.0,54.0
2017-12-19,70.0,1.0,66.0,0.0,79.0,50.0,78.0,43.0,0.0,79.0,56.0
2017-12-20,67.0,1.0,65.0,0.0,76.0,51.0,92.0,44.0,0.0,80.0,56.0
2017-12-21,76.0,1.0,68.0,0.0,79.0,54.0,82.0,44.0,0.0,81.0,57.0
2017-12-22,58.0,1.0,58.0,0.0,70.0,46.0,66.0,36.0,0.0,60.0,45.0
2017-12-23,47.0,1.0,47.0,0.0,57.0,40.0,48.0,34.0,0.0,45.0,48.0
2017-12-24,37.0,1.0,54.0,26.0,51.0,27.0,39.0,33.0,0.0,42.0,44.0
2017-12-25,41.0,1.0,57.0,0.0,56.0,36.0,50.0,32.0,0.0,50.0,44.0
2017-12-26,52.0,1.0,66.0,0.0,68.0,47.0,72.0,37.0,0.0,66.0,54.0
2017-12-27,60.0,1.0,65.0,90.0,68.0,46.0,88.0,35.0,0.0,69.0,54.0
2017-12-28,61.0,1.0,63.0,0.0,70.0,46.0,100.0,37.0,0.0,67.0,56.0
2017-12-29,58.0,1.0,65.0,0.0,64.0,46.0,86.0,36.0,0.0,64.0,55.0
2017-12-30,46.0,1.0,54.0,0.0,59.0,37.0,50.0,31.0,0.0,50.0,46.0
2017-12-31,32.0,1.0,54.0,0.0,44.0,25.0,36.0,27.0,0.0,31.0,37.0
2018-01-01,44.0,1.0,64.0,0.0,56.0,37.0,66.0,31.0,0.0,47.0,43.0
2018-01-02,65.0,1.0,75.0,0.0,72.0,48.0,72.0,41.0,0.0,73.0,56.0
2018-01-03,72.0,1.0,76.0,0.0,74.0,56.0,82.0,40.0,0.0,72.0,56.0
2018-01-04,75.0,1.0,71.0,0.0,72.0,49.0,84.0,42.0,0.0,80.0,56.0
2018-01-05,67.0,1.0,60.0,0.0,74.0,48.0,79.0,41.0,0.0,72.0,54.0
2018-01-06,53.0,1.0,64.0,0.0,61.0,47.0,60.0,40.0,0.0,62.0,51.0
2018-01-07,54.0,1.0,69.0,0.0,65.0,41.0,42.0,44.0,0.0,53.0,48.0
2018-01-08,67.0,1.0,69.0,0.0,76.0,48.0,80.0,41.0,0.0,92.0,58.0
2018-01-09,82.0,1.0,78.0,0.0,79.0,46.0,68.0,44.0,0.0,85.0,58.0
2018-01-10,72.0,1.0,71.0,0.0,87.0,50.0,64.0,46.0,0.0,81.0,53.0
2018-01-11,74.0,1.0,66.0,0.0,81.0,50.0,76.0,45.0,0.0,81.0,59.0
2018-01-12,60.0,1.0,68.0,0.0,69.0,41.0,66.0,37.0,0.0,67.0,53.0
2018-01-13,53.0,1.0,55.0,0.0,62.0,39.0,43.0,35.0,0.0,55.0,48.0
2018-01-14,38.0,1.0,56.0,47.0,55.0,29.0,35.0,35.0,0.0,42.0,44.0
2018-01-15,61.0,1.0,62.0,0.0,64.0,40.0,58.0,37.0,0.0,65.0,60.0
2018-01-16,65.0,1.0,67.0,0.0,76.0,48.0,70.0,39.0,0.0,75.0,54.0
2018-01-17,78.0,1.0,67.0,0.0,79.0,50.0,74.0,42.0,0.0,82.0,58.0
2018-01-18,73.0,1.0,68.0,0.0,79.0,51.0,75.0,45.0,0.0,84.0,57.0
2018-01-19,76.0,1.0,66.0,23.0,70.0,49.0,53.0,42.0,0.0,68.0,58.0
2018-01-20,54.0,1.0,60.0,0.0,63.0,46.0,40.0,40.0,0.0,56.0,54.0
2018-01-21,50.0,1.0,66.0,0.0,61.0,39.0,57.0,39.0,0.0,56.0,54.0
2018-01-22,67.0,1.0,72.0,0.0,71.0,51.0,69.0,42.0,0.0,81.0,53.0
2018-01-23,74.0,1.0,75.0,0.0,77.0,47.0,67.0,39.0,0.0,79.0,56.0
2018-01-24,67.0,1.0,64.0,0.0,69.0,47.0,64.0,38.0,0.0,73.0,56.0
2018-01-25,57.0,1.0,50.0,0.0,66.0,45.0,57.0,33.0,0.0,65.0,48.0
2018-01-26,42.0,1.0,48.0,0.0,53.0,37.0,43.0,34.0,0.0,47.0,39.0
2018-01-27,49.0,1.0,46.0,0.0,57.0,37.0,48.0,38.0,0.0,53.0,50.0
2018-01-28,44.0,1.0,66.0,0.0,62.0,39.0,61.0,38.0,0.0,54.0,53.0
2018-01-29,73.0,1.0,70.0,0.0,79.0,51.0,64.0,43.0,0.0,79.0,58.0
2018-01-30,70.0,1.0,76.0,0.0,83.0,48.0,74.0,44.0,0.0,80.0,64.0
2018-01-31,68.0,1.0,73.0,0.0,69.0,43.0,68.0,46.0,0.0,77.0,56.0
2018-02-01,64.0,1.0,67.0,60.0,78.0,50.0,64.0,46.0,0.0,80.0,50.0
2018-02-02,73.0,1.0,66.0,0.0,75.0,47.0,62.0,44.0,0.0,73.0,54.0
2018-02-03,55.0,1.0,58.0,0.0,69.0,43.0,51.0,45.0,0.0,60.0,56.0
2018-02-04,47.0,1.0,70.0,0.0,65.0,38.0,59.0,44.0,0.0,52.0,58.0
2018-02-05,75.0,1.0,72.0,0.0,82.0,51.0,71.0,45.0,0.0,76.0,61.0
2018-02-06,66.0,1.0,70.0,0.0,80.0,52.0,56.0,48.0,0.0,79.0,59.0
2018-02-07,65.0,1.0,66.0,0.0,71.0,46.0,68.0,45.0,0.0,74.0,54.0
2018-02-08,65.0,1.0,71.0,21.0,69.0,49.0,62.0,43.0,0.0,70.0,57.0
2018-02-09,64.0,1.0,60.0,0.0,70.0,45.0,58.0,41.0,0.0,63.0,50.0
2018-02-10,48.0,1.0,54.0,0.0,63.0,43.0,42.0,39.0,0.0,54.0,49.0
2018-02-11,51.0,1.0,70.0,0.0,68.0,40.0,52.0,46.0,0.0,52.0,53.0
2018-02-12,69.0,1.0,58.0,0.0,67.0,44.0,58.0,42.0,0.0,74.0,54.0
2018-02-13,60.0,1.0,65.0,21.0,63.0,44.0,58.0,41.0,0.0,63.0,48.0
2018-02-14,62.0,1.0,69.0,0.0,62.0,47.0,61.0,45.0,0.0,69.0,49.0
2018-02-15,75.0,1.0,76.0,0.0,70.0,49.0,66.0,48.0,0.0,75.0,55.0
2018-02-16,63.0,1.0,57.0,0.0,71.0,45.0,60.0,49.0,0.0,63.0,53.0
2018-02-17,61.0,1.0,55.0,0.0,60.0,49.0,52.0,44.0,0.0,55.0,53.0
2018-02-18,49.0,1.0,60.0,0.0,58.0,37.0,48.0,45.0,0.0,55.0,54.0
2018-02-19,78.0,1.0,75.0,0.0,77.0,52.0,61.0,50.0,0.0,83.0,58.0
2018-02-20,80.0,1.0,76.0,0.0,73.0,52.0,64.0,52.0,0.0,79.0,65.0
2018-02-21,76.0,1.0,71.0,0.0,76.0,47.0,72.0,45.0,0.0,72.0,60.0
2018-02-22,79.0,1.0,70.0,0.0,76.0,51.0,68.0,53.0,0.0,79.0,58.0
2018-02-23,77.0,1.0,66.0,0.0,69.0,50.0,66.0,54.0,0.0,75.0,56.0
2018-02-24,61.0,,56.0,0.0,65.0,48.0,51.0,49.0,0.0,55.0,54.0
2018-02-25,57.0,,62.0,0.0,61.0,42.0,54.0,49.0,0.0,57.0,47.0
2018-02-26,77.0,,79.0,0.0,62.0,46.0,78.0,56.0,0.0,78.0,58.0
2018-02-27,63.0,,68.0,0.0,69.0,50.0,59.0,57.0,0.0,74.0,59.0
2018-02-28,73.0,,71.0,0.0,58.0,44.0,62.0,55.0,0.0,54.0,53.0
2018-03-01,52.0,,49.0,0.0,58.0,43.0,63.0,40.0,0.0,57.0,50.0
2018-03-02,43.0,,51.0,0.0,51.0,42.0,50.0,35.0,0.0,49.0,55.0
2018-03-03,52.0,,54.0,0.0,63.0,41.0,44.0,43.0,0.0,49.0,58.0
2018-03-04,50.0,,67.0,0.0,64.0,38.0,37.0,48.0,0.0,49.0,61.0
2018-03-05,62.0,,56.0,0.0,58.0,51.0,61.0,48.0,0.0,70.0,68.0
2018-03-06,81.0,,68.0,0.0,73.0,46.0,61.0,51.0,0.0,76.0,58.0
2018-03-07,71.0,,73.0,0.0,81.0,43.0,76.0,49.0,0.0,75.0,63.0
2018-03-08,74.0,,61.0,0.0,69.0,43.0,69.0,38.0,0.0,71.0,58.0
2018-03-09,75.0,,56.0,0.0,68.0,45.0,56.0,50.0,0.0,69.0,64.0
2018-03-10,55.0,,56.0,0.0,63.0,45.0,43.0,38.0,0.0,55.0,66.0
2018-03-11,48.0,,65.0,0.0,62.0,41.0,50.0,47.0,0.0,54.0,61.0
2018-03-12,74.0,,65.0,0.0,65.0,50.0,64.0,53.0,0.0,73.0,68.0
2018-03-13,83.0,,64.0,0.0,78.0,53.0,75.0,63.0,0.0,75.0,59.0
2018-03-14,75.0,,66.0,0.0,71.0,46.0,69.0,65.0,0.0,73.0,56.0
2018-03-15,76.0,,63.0,0.0,75.0,48.0,62.0,69.0,0.0,82.0,62.0
2018-03-16,76.0,,60.0,0.0,68.0,50.0,63.0,61.0,0.0,70.0,59.0
2018-03-17,55.0,,52.0,0.0,66.0,43.0,42.0,47.0,0.0,58.0,57.0
2018-03-18,50.0,,53.0,0.0,56.0,41.0,40.0,42.0,0.0,56.0,53.0
2018-03-19,79.0,,60.0,0.0,68.0,47.0,49.0,44.0,0.0,76.0,60.0
2018-03-20,74.0,,62.0,0.0,75.0,48.0,56.0,45.0,0.0,83.0,67.0
2018-03-21,81.0,,64.0,0.0,72.0,52.0,73.0,50.0,100.0,71.0,62.0
2018-03-22,77.0,,60.0,0.0,86.0,54.0,69.0,51.0,0.0,80.0,59.0
2018-03-23,57.0,,52.0,0.0,81.0,44.0,81.0,42.0,0.0,74.0,64.0
2018-03-24,62.0,,46.0,0.0,66.0,46.0,51.0,37.0,0.0,58.0,64.0
2018-03-25,45.0,,50.0,0.0,52.0,39.0,49.0,37.0,0.0,55.0,65.0
2018-03-26,65.0,,55.0,0.0,70.0,50.0,71.0,37.0,0.0,73.0,69.0
2018-03-27,64.0,,53.0,0.0,71.0,49.0,57.0,36.0,0.0,72.0,64.0
2018-03-28,61.0,,43.0,0.0,65.0,48.0,44.0,36.0,0.0,64.0,69.0
2018-03-29,62.0,,49.0,0.0,61.0,44.0,49.0,38.0,0.0,63.0,60.0
2018-03-30,53.0,,51.0,0.0,60.0,40.0,56.0,37.0,0.0,64.0,63.0
2018-03-31,54.0,,42.0,0.0,58.0,44.0,58.0,35.0,0.0,56.0,63.0
2018-04-01,42.0,,42.0,0.0,55.0,36.0,44.0,38.0,0.0,60.0,66.0
2018-04-02,66.0,,49.0,0.0,70.0,50.0,61.0,43.0,0.0,77.0,70.0
2018-04-03,74.0,,51.0,0.0,75.0,47.0,75.0,43.0,0.0,86.0,65.0
2018-04-04,68.0,,51.0,0.0,82.0,51.0,67.0,47.0,0.0,76.0,71.0
2018-04-05,60.0,,55.0,0.0,69.0,52.0,72.0,46.0,0.0,78.0,68.0
2018-04-06,68.0,,43.0,0.0,78.0,51.0,55.0,40.0,0.0,68.0,67.0
2018-04-07,50.0,,46.0,0.0,69.0,38.0,42.0,39.0,0.0,54.0,58.0
2018-04-08,51.0,,42.0,0.0,62.0,43.0,54.0,40.0,0.0,55.0,57.0
2018-04-09,63.0,,48.0,0.0,72.0,55.0,55.0,43.0,0.0,66.0,62.0
2018-04-10,73.0,,51.0,0.0,72.0,52.0,70.0,45.0,0.0,80.0,73.0
2018-04-11,71.0,,56.0,0.0,74.0,51.0,62.0,48.0,0.0,82.0,63.0
2018-04-12,66.0,,54.0,0.0,75.0,50.0,67.0,43.0,0.0,69.0,69.0
2018-04-13,58.0,,45.0,0.0,62.0,46.0,49.0,36.0,0.0,59.0,64.0
2018-04-14,58.0,,39.0,0.0,60.0,43.0,42.0,34.0,0.0,49.0,54.0
2018-04-15,44.0,,40.0,0.0,56.0,41.0,49.0,41.0,0.0,62.0,55.0
2018-04-16,66.0,,47.0,0.0,72.0,51.0,57.0,44.0,0.0,74.0,69.0
2018-04-17,81.0,,49.0,0.0,69.0,51.0,69.0,49.0,0.0,82.0,71.0
2018-04-18,66.0,,46.0,0.0,67.0,58.0,72.0,44.0,0.0,80.0,69.0
2018-04-19,71.0,,46.0,0.0,69.0,50.0,75.0,44.0,0.0,77.0,64.0
2018-04-20,75.0,,48.0,0.0,68.0,50.0,63.0,40.0,0.0,77.0,61.0
2018-04-21,55.0,,37.0,0.0,67.0,44.0,53.0,35.0,0.0,48.0,63.0
2018-04-22,56.0,,45.0,0.0,62.0,48.0,48.0,36.0,0.0,57.0,58.0
2018-04-23,72.0,,56.0,0.0,68.0,53.0,74.0,40.0,0.0,77.0,63.0
2018-04-24,75.0,,49.0,0.0,64.0,54.0,68.0,42.0,0.0,84.0,70.0
2018-04-25,75.0,,44.0,0.0,65.0,51.0,83.0,39.0,0.0,74.0,68.0
2018-04-26,87.0,,39.0,0.0,73.0,50.0,57.0,41.0,0.0,77.0,67.0
2018-04-27,72.0,,45.0,0.0,63.0,48.0,64.0,37.0,0.0,64.0,65.0
2018-04-28,55.0,,37.0,0.0,60.0,52.0,42.0,31.0,0.0,54.0,55.0
2018-04-29,49.0,,37.0,0.0,58.0,42.0,51.0,36.0,0.0,46.0,59.0
2018-04-30,75.0,,45.0,0.0,63.0,59.0,65.0,40.0,0.0,65.0,67.0
2018-05-01,75.0,,46.0,0.0,64.0,62.0,61.0,42.0,0.0,62.0,77.0
2018-05-02,76.0,,45.0,0.0,76.0,66.0,68.0,43.0,0.0,70.0,74.0
2018-05-03,79.0,1.0,48.0,0.0,71.0,64.0,60.0,41.0,0.0,76.0,70.0
2018-05-04,70.0,1.0,49.0,0.0,69.0,59.0,68.0,40.0,0.0,72.0,72.0
2018-05-05,65.0,1.0,43.0,0.0,59.0,54.0,62.0,40.0,0.0,58.0,67.0
2018-05-06,51.0,1.0,37.0,0.0,57.0,49.0,50.0,39.0,0.0,53.0,65.0
2018-05-07,69.0,1.0,48.0,0.0,71.0,59.0,53.0,40.0,0.0,78.0,74.0
2018-05-08,74.0,1.0,47.0,0.0,76.0,59.0,51.0,44.0,0.0,73.0,76.0
2018-05-09,70.0,1.0,44.0,0.0,67.0,57.0,62.0,44.0,0.0,70.0,74.0
2018-05-10,82.0,1.0,45.0,0.0,68.0,65.0,64.0,64.0,0.0,72.0,74.0
2018-05-11,84.0,1.0,39.0,0.0,67.0,64.0,52.0,45.0,0.0,62.0,73.0
2018-05-12,59.0,1.0,40.0,0.0,63.0,54.0,41.0,43.0,0.0,52.0,67.0
2018-05-13,60.0,1.0,41.0,0.0,59.0,52.0,47.0,43.0,0.0,55.0,61.0
2018-05-14,74.0,1.0,48.0,0.0,72.0,61.0,55.0,48.0,0.0,74.0,80.0
2018-05-15,64.0,1.0,56.0,0.0,60.0,51.0,62.0,49.0,0.0,63.0,68.0
2018-05-16,86.0,1.0,48.0,0.0,72.0,76.0,70.0,59.0,0.0,77.0,84.0
2018-05-17,77.0,1.0,46.0,0.0,66.0,66.0,73.0,50.0,0.0,73.0,84.0
2018-05-18,71.0,1.0,46.0,0.0,67.0,65.0,75.0,47.0,0.0,67.0,83.0
2018-05-19,60.0,1.0,46.0,0.0,69.0,63.0,51.0,55.0,0.0,62.0,78.0
2018-05-20,58.0,1.0,46.0,0.0,61.0,59.0,46.0,49.0,0.0,63.0,76.0
2018-05-21,80.0,1.0,51.0,0.0,68.0,71.0,74.0,51.0,0.0,79.0,82.0
2018-05-22,80.0,1.0,51.0,0.0,75.0,67.0,61.0,48.0,0.0,77.0,82.0
2018-05-23,82.0,1.0,51.0,0.0,67.0,69.0,59.0,98.0,0.0,72.0,80.0
2018-05-24,82.0,1.0,52.0,0.0,71.0,70.0,68.0,57.0,0.0,79.0,74.0
2018-05-25,79.0,1.0,47.0,0.0,69.0,61.0,57.0,45.0,0.0,64.0,79.0
2018-05-26,62.0,1.0,42.0,0.0,66.0,63.0,52.0,57.0,0.0,59.0,81.0
2018-05-27,58.0,1.0,38.0,0.0,65.0,58.0,46.0,47.0,0.0,53.0,74.0
2018-05-28,82.0,1.0,51.0,0.0,70.0,70.0,53.0,50.0,0.0,73.0,82.0
2018-05-29,83.0,1.0,53.0,0.0,67.0,67.0,63.0,52.0,0.0,73.0,89.0
2018-05-30,88.0,1.0,56.0,0.0,68.0,76.0,60.0,53.0,0.0,70.0,90.0
2018-05-31,84.0,1.0,52.0,0.0,76.0,78.0,67.0,53.0,0.0,79.0,95.0
2018-06-01,82.0,1.0,56.0,0.0,77.0,82.0,57.0,52.0,0.0,73.0,88.0
2018-06-02,78.0,1.0,44.0,0.0,70.0,68.0,40.0,49.0,0.0,64.0,93.0
2018-06-03,66.0,1.0,50.0,0.0,63.0,76.0,43.0,45.0,0.0,61.0,82.0
2018-06-04,87.0,1.0,53.0,0.0,74.0,79.0,53.0,52.0,0.0,77.0,100.0
2018-06-05,89.0,1.0,58.0,0.0,77.0,86.0,63.0,57.0,0.0,74.0,94.0
2018-06-06,84.0,1.0,55.0,17.0,75.0,77.0,60.0,100.0,0.0,71.0,87.0
2018-06-07,77.0,1.0,50.0,18.0,70.0,76.0,52.0,72.0,0.0,75.0,90.0
2018-06-08,83.0,1.0,52.0,0.0,72.0,78.0,54.0,56.0,0.0,72.0,82.0
2018-06-09,76.0,1.0,51.0,0.0,71.0,72.0,42.0,53.0,0.0,60.0,84.0
2018-06-10,66.0,1.0,50.0,0.0,68.0,67.0,45.0,53.0,0.0,56.0,83.0
2018-06-11,86.0,1.0,53.0,0.0,75.0,80.0,54.0,53.0,0.0,71.0,92.0
2018-06-12,88.0,1.0,64.0,0.0,77.0,80.0,63.0,58.0,0.0,76.0,96.0
2018-06-13,82.0,1.0,61.0,0.0,74.0,80.0,62.0,60.0,0.0,73.0,93.0
2018-06-14,81.0,1.0,58.0,0.0,69.0,65.0,59.0,51.0,0.0,70.0,78.0
2018-06-15,77.0,1.0,50.0,18.0,58.0,58.0,45.0,44.0,0.0,60.0,75.0
2018-06-16,58.0,1.0,46.0,0.0,61.0,54.0,33.0,41.0,0.0,49.0,73.0
2018-06-17,52.0,1.0,53.0,0.0,59.0,49.0,33.0,41.0,0.0,44.0,61.0
2018-06-18,85.0,1.0,56.0,0.0,69.0,63.0,56.0,50.0,0.0,73.0,90.0
2018-06-19,88.0,1.0,57.0,0.0,77.0,68.0,61.0,51.0,0.0,71.0,83.0
2018-06-20,77.0,1.0,60.0,0.0,79.0,67.0,60.0,51.0,0.0,67.0,82.0
2018-06-21,75.0,1.0,59.0,0.0,71.0,62.0,59.0,48.0,0.0,71.0,81.0
2018-06-22,78.0,1.0,56.0,18.0,75.0,67.0,48.0,45.0,0.0,66.0,74.0
2018-06-23,65.0,1.0,57.0,0.0,68.0,61.0,47.0,46.0,0.0,52.0,75.0
