Date, Open, High, Low, Close
10/17/18, 443.72, 447.95, 447.95, 447.95
10/16/18, 436.90, 443.91, 443.91, 443.91
10/15/18, 439.16, 436.93, 436.93, 436.93
10/12/18, 438.75, 439.16, 439.16, 439.16
10/11/18, 451.98, 438.73, 438.73, 438.73
10/10/18, 466.10, 451.98, 451.98, 451.98
10/09/18, 467.74, 466.15, 466.15, 466.15
10/08/18, 465.07, 467.76, 467.76, 467.76
10/05/18, 467.04, 465.07, 465.07, 465.07
10/04/18, 463.30, 467.01, 467.01, 467.01
10/03/18, 460.00, 463.73, 463.73, 463.73
10/02/18, 459.77, 459.98, 459.98, 459.98
10/01/18, 458.22, 459.77, 459.77, 459.77
09/28/18, 463.02, 458.18, 458.18, 458.18
09/27/18, 464.54, 463.09, 463.09, 463.09
09/26/18, 470.67, 464.66, 464.66, 464.66
09/25/18, 472.48, 470.66, 470.66, 470.66
09/24/18, 477.54, 472.47, 472.47, 472.47
09/21/18, 479.29, 477.54, 477.54, 477.54
09/20/18, 475.44, 479.29, 479.29, 479.29
09/19/18, 467.26, 475.47, 475.47, 475.47
09/18/18, 465.34, 467.25, 467.25, 467.25
09/17/18, 466.98, 465.32, 465.32, 465.32
09/14/18, 463.86, 466.98, 466.98, 466.98
09/13/18, 464.55, 463.92, 463.92, 463.92
09/12/18, 468.78, 464.61, 464.61, 464.61
09/11/18, 468.19, 468.80, 468.80, 468.80
09/10/18, 468.64, 468.26, 468.26, 468.26
09/07/18, 469.13, 468.63, 468.63, 468.63
09/06/18, 471.68, 469.17, 469.17, 469.17
09/05/18, 471.81, 471.96, 471.96, 471.96
09/04/18, 469.30, 471.81, 471.81, 471.81
08/31/18, 468.38, 469.32, 469.32, 469.32
08/30/18, 473.37, 469.72, 469.72, 469.72
08/29/18, 473.50, 473.44, 473.44, 473.44
08/28/18, 474.05, 473.55, 473.55, 473.55
08/27/18, 467.77, 474.04, 474.04, 474.04
08/24/18, 466.43, 467.79, 467.79, 467.79
08/23/18, 468.78, 466.41, 466.41, 466.41
08/22/18, 470.04, 468.82, 468.82, 468.82
08/21/18, 468.30, 470.06, 470.06, 470.06
08/20/18, 466.62, 468.32, 468.32, 468.32
08/17/18, 465.68, 466.68, 466.68, 466.68
08/16/18, 459.94, 465.69, 465.69, 465.69
08/15/18, 463.07, 459.95, 459.95, 459.95
08/14/18, 459.14, 463.08, 463.08, 463.08
08/13/18, 463.85, 459.14, 459.14, 459.14
08/10/18, 469.27, 463.85, 463.85, 463.85
08/09/18, 471.61, 469.30, 469.30, 469.30
08/08/18, 470.74, 471.96, 471.96, 471.96
08/07/18, 468.53, 470.75, 470.75, 470.75
08/06/18, 466.49, 468.48, 468.48, 468.48
08/03/18, 463.85, 466.49, 466.49, 466.49
08/02/18, 463.81, 464.02, 464.02, 464.02
08/01/18, 463.84, 463.83, 463.83, 463.83
07/31/18, 467.03, 463.85, 463.85, 463.85
07/30/18, 466.83, 467.04, 467.04, 467.04
07/27/18, 465.79, 466.93, 466.93, 466.93
07/26/18, 466.36, 465.79, 465.79, 465.79
07/25/18, 465.15, 466.36, 466.36, 466.36
07/24/18, 463.65, 465.17, 465.17, 465.17
07/23/18, 457.58, 463.64, 463.64, 463.64
07/20/18, 456.67, 457.59, 457.59, 457.59
07/19/18, 463.37, 456.69, 456.69, 456.69
07/18/18, 456.40, 463.37, 463.37, 463.37
07/17/18, 455.69, 456.39, 456.39, 456.39
07/16/18, 447.60, 455.69, 455.69, 455.69
07/13/18, 449.71, 447.65, 447.65, 447.65
07/12/18, 448.88, 449.73, 449.73, 449.73
07/11/18, 451.20, 448.87, 448.87, 448.87
07/10/18, 452.87, 451.21, 451.21, 451.21
07/09/18, 442.61, 452.89, 452.89, 452.89
07/06/18, 440.41, 442.61, 442.61, 442.61
07/05/18, 439.11, 440.41, 440.41, 440.41
07/03/18, 444.07, 439.39, 439.39, 439.39
07/02/18, 441.12, 444.07, 444.07, 444.07
06/29/18, 441.70, 441.15, 441.15, 441.15
06/28/18, 437.85, 441.71, 441.71, 441.71
06/27/18, 443.55, 437.95, 437.95, 437.95
06/26/18, 445.30, 443.56, 443.56, 443.56
06/25/18, 449.83, 445.20, 445.20, 445.20
06/22/18, 452.22, 449.85, 449.85, 449.85
06/21/18, 453.03, 452.23, 452.23, 452.23
06/20/18, 454.50, 453.08, 453.08, 453.08
06/19/18, 455.99, 454.49, 454.49, 454.49
06/18/18, 456.29, 456.02, 456.02, 456.02
06/15/18, 456.44, 456.35, 456.35, 456.35
06/14/18, 460.75, 456.50, 456.50, 456.50
06/13/18, 462.25, 460.80, 460.80, 460.80
06/12/18, 463.90, 462.33, 462.33, 462.33
06/11/18, 465.17, 463.87, 463.87, 463.87
06/08/18, 463.98, 465.17, 465.17, 465.17
06/07/18, 462.92, 463.97, 463.97, 463.97
06/06/18, 454.56, 462.98, 462.98, 462.98
06/05/18, 456.52, 454.60, 454.60, 454.60
06/04/18, 455.23, 456.53, 456.53, 456.53
06/01/18, 450.32, 455.23, 455.23, 455.23
05/31/18, 454.10, 450.24, 450.24, 450.24
05/30/18, 445.63, 454.32, 454.32, 454.32
05/29/18, 461.13, 445.67, 445.67, 445.67
05/25/18, 463.10, 461.21, 461.21, 461.21
05/24/18, 466.52, 463.17, 463.17, 463.17
05/23/18, 469.27, 466.48, 466.48, 466.48
05/22/18, 466.48, 469.29, 469.29, 469.29
05/21/18, 463.07, 466.52, 466.52, 466.52
05/18/18, 467.32, 463.09, 463.09, 463.09
05/17/18, 467.72, 467.35, 467.35, 467.35
05/16/18, 467.24, 467.72, 467.72, 467.72
05/15/18, 467.99, 467.26, 467.26, 467.26
05/14/18, 468.30, 468.00, 468.00, 468.00
05/11/18, 468.62, 468.28, 468.28, 468.28
05/10/18, 465.07, 468.64, 468.64, 468.64
05/09/18, 458.15, 465.01, 465.01, 465.01
05/08/18, 455.09, 458.15, 458.15, 458.15
05/07/18, 452.02, 455.09, 455.09, 455.09
05/04/18, 446.22, 452.01, 452.01, 452.01
05/03/18, 450.06, 446.46, 446.46, 446.46
05/02/18, 455.70, 450.30, 450.30, 450.30
05/01/18, 455.32, 455.74, 455.74, 455.74
04/30/18, 459.75, 455.35, 455.35, 455.35
04/27/18, 459.02, 459.78, 459.78, 459.78
04/26/18, 458.91, 459.10, 459.10, 459.10
04/25/18, 458.98, 458.92, 458.92, 458.92
04/24/18, 462.40, 459.21, 459.21, 459.21
04/23/18, 462.85, 462.36, 462.36, 462.36
04/20/18, 462.64, 462.86, 462.86, 462.86
04/19/18, 455.70, 462.64, 462.64, 462.64
04/18/18, 457.39, 455.69, 455.69, 455.69
04/17/18, 457.73, 457.38, 457.38, 457.38
04/16/18, 455.64, 457.72, 457.72, 457.72
04/13/18, 462.73, 455.57, 455.57, 455.57
04/12/18, 454.49, 462.76, 462.76, 462.76
04/11/18, 460.18, 454.47, 454.47, 454.47
04/10/18, 453.19, 460.25, 460.25, 460.25
04/09/18, 450.95, 453.19, 453.19, 453.19
04/06/18, 462.15, 450.91, 450.91, 450.91
04/05/18, 458.74, 462.18, 462.18, 462.18
04/04/18, 453.95, 459.01, 459.01, 459.01
04/03/18, 447.80, 454.00, 454.00, 454.00
04/02/18, 457.52, 447.80, 447.80, 447.80
03/29/18, 451.71, 457.53, 457.53, 457.53
03/28/18, 450.85, 451.72, 451.72, 451.72
03/27/18, 460.13, 450.99, 450.99, 450.99
03/26/18, 445.74, 460.10, 460.10, 460.10
03/23/18, 459.37, 445.64, 445.64, 445.64
03/22/18, 476.94, 459.37, 459.37, 459.37
03/21/18, 477.12, 477.01, 477.01, 477.01
03/20/18, 476.20, 477.18, 477.18, 477.18
03/19/18, 480.29, 476.20, 476.20, 476.20
03/16/18, 479.39, 480.30, 480.30, 480.30
03/15/18, 479.01, 479.41, 479.41, 479.41
03/14/18, 484.75, 478.99, 478.99, 478.99
03/13/18, 490.18, 484.81, 484.81, 484.81
03/12/18, 492.13, 490.17, 490.17, 490.17
03/09/18, 480.23, 492.13, 492.13, 492.13
03/08/18, 478.85, 480.22, 480.22, 480.22
03/07/18, 479.71, 478.92, 478.92, 478.92
03/06/18, 477.83, 479.75, 479.75, 479.75
03/05/18, 471.42, 477.89, 477.89, 477.89
03/02/18, 469.92, 471.44, 471.44, 471.44
03/01/18, 478.70, 470.02, 470.02, 470.02
02/28/18, 485.10, 478.88, 478.88, 478.88
02/27/18, 489.66, 485.11, 485.11, 485.11
02/26/18, 482.42, 489.69, 489.69, 489.69
02/23/18, 475.44, 482.42, 482.42, 482.42
02/22/18, 479.21, 475.46, 475.46, 475.46
02/21/18, 479.48, 479.20, 479.20, 479.20
02/20/18, 480.49, 479.50, 479.50, 479.50
02/16/18, 481.11, 480.61, 480.61, 480.61
02/15/18, 478.19, 481.14, 481.14, 481.14
02/14/18, 467.31, 478.18, 478.18, 478.18
02/13/18, 465.22, 467.34, 467.34, 467.34
02/12/18, 458.98, 465.27, 465.27, 465.27
02/09/18, 450.31, 458.95, 458.95, 458.95
02/08/18, 471.52, 450.30, 450.30, 450.30
02/07/18, 470.76, 471.56, 471.56, 471.56
02/06/18, 462.78, 470.77, 470.77, 470.77
02/05/18, 487.13, 462.92, 462.92, 462.92
02/02/18, 498.17, 487.21, 487.21, 487.21
02/01/18, 493.08, 498.36, 498.36, 498.36
01/31/18, 492.85, 493.45, 493.45, 493.45
01/30/18, 498.92, 492.91, 492.91, 492.91
01/29/18, 501.25, 498.99, 498.99, 498.99
01/26/18, 497.17, 501.29, 501.29, 501.29
01/25/18, 498.19, 497.25, 497.25, 497.25
01/24/18, 494.74, 498.19, 498.19, 498.19
01/23/18, 494.60, 494.83, 494.83, 494.83
01/22/18, 490.59, 494.62, 494.62, 494.62
01/19/18, 487.25, 490.56, 490.56, 490.56
01/18/18, 487.94, 487.24, 487.24, 487.24
01/17/18, 483.97, 487.94, 487.94, 487.94
01/16/18, 485.50, 483.90, 483.90, 483.90
01/12/18, 480.98, 485.49, 485.49, 485.49
01/11/18, 478.72, 480.97, 480.97, 480.97
01/10/18, 474.69, 478.72, 478.72, 478.72
01/09/18, 471.32, 474.69, 474.69, 474.69
01/08/18, 471.92, 471.33, 471.33, 471.33
01/05/18, 470.54, 471.92, 471.92, 471.92
01/04/18, 465.84, 470.51, 470.51, 470.51
01/03/18, 463.66, 466.14, 466.14, 466.14
01/02/18, 463.97, 463.66, 463.66, 463.66
12/29/17, 467.18, 463.94, 463.94, 463.94
12/28/17, 465.17, 467.19, 467.19, 467.19
12/27/17, 464.84, 465.30, 465.30, 465.30
12/26/17, 466.54, 465.00, 465.00, 465.00
12/22/17, 467.57, 466.56, 466.56, 466.56
12/21/17, 463.67, 467.57, 467.57, 467.57
12/20/17, 464.78, 463.64, 463.64, 463.64
12/19/17, 466.66, 464.78, 464.78, 464.78
12/18/17, 462.89, 466.66, 466.66, 466.66
12/15/17, 458.06, 462.84, 462.84, 462.84
12/14/17, 461.16, 458.07, 458.07, 458.07
12/13/17, 467.07, 461.17, 461.17, 461.17
12/12/17, 462.36, 467.09, 467.09, 467.09
12/11/17, 463.46, 462.36, 462.36, 462.36
12/08/17, 460.73, 463.46, 463.46, 463.46
12/07/17, 459.34, 460.76, 460.76, 460.76
12/06/17, 460.97, 459.45, 459.45, 459.45
12/05/17, 463.71, 461.01, 461.01, 461.01
12/04/17, 456.69, 463.71, 463.71, 463.71
12/01/17, 455.54, 456.61, 456.61, 456.61
11/30/17, 452.91, 455.61, 455.61, 455.61
11/29/17, 445.16, 453.10, 453.10, 453.10
11/28/17, 434.03, 445.21, 445.21, 445.21
11/27/17, 434.16, 434.02, 434.02, 434.02
11/24/17, 434.82, 434.19, 434.19, 434.19
11/22/17, 436.59, 434.86, 434.86, 434.86
11/21/17, 435.48, 436.59, 436.59, 436.59
11/20/17, 433.36, 435.49, 435.49, 435.49
11/17/17, 433.92, 433.36, 433.36, 433.36
11/16/17, 433.63, 433.94, 433.94, 433.94
11/15/17, 432.76, 433.61, 433.61, 433.61
11/14/17, 432.99, 432.79, 432.79, 432.79
11/13/17, 432.24, 433.05, 433.05, 433.05
11/10/17, 433.45, 432.27, 432.27, 432.27
