date,financials,overlap,oracle,workday inc.,tesla,BSE stock exchange,nasdaq,iShares,share price,microsoft dynamics 365,vanguard
2019-01-08,35.0,1.0,73.0,0.0,10.0,14.0,44.0,46.0,60.0,33.0,63.0
2019-01-09,55.0,1.0,80.0,45.0,10.0,22.0,46.0,63.0,64.0,29.0,68.0
2019-01-10,66.0,1.0,82.0,0.0,11.0,0.0,42.0,65.0,63.0,26.0,75.0
2019-01-11,44.0,1.0,75.0,0.0,10.0,8.0,40.0,62.0,61.0,42.0,59.0
2019-01-12,34.0,1.0,28.0,0.0,9.0,0.0,14.0,17.0,17.0,7.0,54.0
2019-01-13,27.0,1.0,29.0,0.0,9.0,0.0,8.0,42.0,12.0,0.0,48.0
2019-01-14,68.0,1.0,66.0,0.0,9.0,14.0,35.0,38.0,55.0,4.0,69.0
2019-01-15,36.0,1.0,74.0,0.0,9.0,22.0,37.0,38.0,60.0,22.0,65.0
2019-01-16,36.0,1.0,83.0,0.0,9.0,0.0,43.0,50.0,65.0,21.0,70.0
2019-01-17,45.0,1.0,82.0,0.0,10.0,8.0,39.0,48.0,64.0,36.0,76.0
2019-01-18,39.0,1.0,70.0,0.0,13.0,23.0,43.0,66.0,62.0,24.0,72.0
2019-01-19,24.0,1.0,28.0,0.0,11.0,8.0,14.0,31.0,19.0,3.0,61.0
2019-01-20,28.0,1.0,29.0,0.0,9.0,0.0,8.0,30.0,15.0,15.0,54.0
2019-01-21,38.0,1.0,69.0,0.0,9.0,0.0,26.0,59.0,60.0,17.0,56.0
2019-01-22,46.0,1.0,86.0,43.0,10.0,0.0,40.0,61.0,61.0,42.0,71.0
2019-01-23,56.0,1.0,81.0,0.0,10.0,0.0,43.0,50.0,61.0,31.0,64.0
2019-01-24,44.0,1.0,81.0,0.0,9.0,0.0,39.0,53.0,62.0,51.0,66.0
2019-01-25,50.0,1.0,70.0,39.0,9.0,60.0,40.0,27.0,62.0,55.0,67.0
2019-01-26,13.0,1.0,26.0,0.0,10.0,8.0,13.0,34.0,16.0,8.0,63.0
2019-01-27,41.0,1.0,28.0,0.0,10.0,0.0,9.0,35.0,14.0,16.0,52.0
2019-01-28,41.0,,75.0,0.0,10.0,58.0,33.0,55.0,59.0,40.0,65.0
2019-01-29,62.0,,76.0,0.0,9.0,0.0,45.0,38.0,64.0,32.0,64.0
2019-01-30,48.0,,85.0,0.0,11.0,0.0,45.0,42.0,64.0,16.0,64.0
2019-01-31,53.0,,81.0,0.0,12.0,15.0,51.0,71.0,63.0,33.0,72.0
2019-02-01,40.0,,67.0,0.0,10.0,15.0,40.0,47.0,68.0,67.0,58.0
2019-02-02,22.0,,31.0,0.0,9.0,17.0,12.0,36.0,18.0,0.0,53.0
2019-02-03,18.0,,28.0,0.0,9.0,0.0,9.0,27.0,14.0,0.0,49.0
2019-02-04,53.0,,79.0,0.0,10.0,0.0,38.0,49.0,63.0,40.0,69.0
2019-02-05,64.0,,77.0,0.0,10.0,29.0,42.0,74.0,64.0,40.0,65.0
2019-02-06,63.0,,74.0,0.0,10.0,29.0,40.0,63.0,64.0,40.0,72.0
2019-02-07,74.0,,77.0,0.0,10.0,14.0,40.0,59.0,64.0,24.0,60.0
2019-02-08,49.0,,75.0,0.0,10.0,0.0,35.0,51.0,67.0,42.0,58.0
2019-02-09,28.0,,29.0,0.0,9.0,17.0,12.0,28.0,18.0,18.0,59.0
2019-02-10,22.0,,25.0,0.0,10.0,0.0,9.0,31.0,13.0,18.0,52.0
2019-02-11,46.0,,66.0,0.0,10.0,0.0,37.0,48.0,58.0,40.0,65.0
2019-02-12,60.0,,81.0,0.0,10.0,29.0,40.0,55.0,60.0,48.0,62.0
2019-02-13,60.0,,82.0,0.0,10.0,29.0,43.0,85.0,60.0,24.0,66.0
2019-02-14,37.0,,79.0,0.0,9.0,0.0,43.0,25.0,69.0,40.0,63.0
2019-02-15,81.0,,80.0,92.0,9.0,0.0,37.0,70.0,63.0,59.0,74.0
2019-02-16,19.0,,29.0,0.0,9.0,0.0,14.0,20.0,18.0,18.0,64.0
2019-02-17,35.0,,28.0,0.0,10.0,17.0,8.0,24.0,13.0,10.0,49.0
2019-02-18,30.0,,74.0,0.0,9.0,0.0,22.0,46.0,61.0,33.0,55.0
2019-02-19,58.0,,76.0,0.0,10.0,14.0,36.0,76.0,58.0,40.0,66.0
2019-02-20,55.0,,85.0,0.0,11.0,0.0,43.0,70.0,65.0,48.0,72.0
2019-02-21,63.0,,77.0,0.0,10.0,29.0,39.0,73.0,64.0,24.0,75.0
2019-02-22,47.0,,75.0,93.0,11.0,0.0,38.0,26.0,66.0,9.0,67.0
2019-02-23,35.0,,31.0,0.0,9.0,17.0,13.0,28.0,17.0,27.0,84.0
2019-02-24,22.0,,27.0,0.0,9.0,0.0,9.0,47.0,14.0,9.0,85.0
2019-02-25,54.0,,76.0,0.0,9.0,14.0,36.0,48.0,64.0,47.0,93.0
2019-02-26,62.0,,80.0,0.0,11.0,14.0,36.0,41.0,62.0,32.0,80.0
2019-02-27,51.0,,77.0,0.0,9.0,28.0,40.0,37.0,61.0,47.0,70.0
2019-02-28,50.0,,79.0,0.0,14.0,14.0,40.0,63.0,63.0,40.0,67.0
2019-03-01,40.0,,68.0,0.0,25.0,15.0,38.0,47.0,63.0,42.0,71.0
2019-03-02,16.0,,30.0,0.0,16.0,0.0,12.0,28.0,17.0,0.0,58.0
2019-03-03,28.0,,28.0,0.0,14.0,17.0,7.0,60.0,14.0,0.0,58.0
2019-03-04,59.0,,69.0,0.0,16.0,0.0,36.0,71.0,42.0,49.0,69.0
2019-03-05,85.0,,88.0,0.0,14.0,0.0,37.0,61.0,70.0,33.0,68.0
2019-03-06,57.0,,79.0,0.0,13.0,0.0,34.0,69.0,68.0,63.0,67.0
2019-03-07,60.0,,82.0,0.0,13.0,15.0,39.0,39.0,64.0,17.0,58.0
2019-03-08,48.0,,71.0,0.0,12.0,31.0,33.0,56.0,62.0,34.0,59.0
2019-03-09,17.0,,27.0,0.0,12.0,34.0,11.0,16.0,18.0,18.0,61.0
2019-03-10,25.0,,30.0,0.0,12.0,16.0,10.0,28.0,13.0,27.0,69.0
2019-03-11,51.0,,75.0,0.0,13.0,15.0,40.0,57.0,64.0,74.0,75.0
2019-03-12,80.0,,82.0,87.0,11.0,29.0,42.0,69.0,71.0,40.0,79.0
2019-03-13,52.0,,75.0,0.0,11.0,0.0,45.0,45.0,70.0,72.0,58.0
2019-03-14,62.0,,78.0,0.0,14.0,15.0,40.0,53.0,70.0,33.0,67.0
2019-03-15,46.0,,73.0,0.0,32.0,15.0,43.0,47.0,65.0,17.0,67.0
2019-03-16,22.0,,31.0,0.0,17.0,0.0,11.0,16.0,20.0,0.0,57.0
2019-03-17,19.0,,31.0,0.0,15.0,17.0,8.0,12.0,14.0,9.0,45.0
2019-03-18,71.0,,80.0,0.0,14.0,15.0,38.0,100.0,65.0,17.0,65.0
2019-03-19,53.0,,82.0,0.0,14.0,0.0,40.0,44.0,70.0,39.0,71.0
2019-03-20,70.0,,84.0,0.0,12.0,29.0,42.0,46.0,63.0,57.0,65.0
2019-03-21,49.0,,75.0,0.0,12.0,0.0,40.0,65.0,42.0,58.0,63.0
2019-03-22,72.0,,69.0,0.0,13.0,0.0,44.0,34.0,68.0,18.0,70.0
2019-03-23,32.0,,24.0,0.0,12.0,0.0,12.0,24.0,18.0,10.0,60.0
2019-03-24,29.0,,29.0,0.0,12.0,0.0,7.0,22.0,15.0,0.0,54.0
2019-03-25,53.0,,77.0,90.0,12.0,0.0,39.0,57.0,59.0,49.0,62.0
2019-03-26,45.0,,77.0,0.0,12.0,45.0,41.0,46.0,64.0,17.0,68.0
2019-03-27,34.0,,81.0,0.0,11.0,0.0,43.0,46.0,64.0,25.0,57.0
2019-03-28,43.0,,82.0,0.0,11.0,31.0,37.0,76.0,65.0,33.0,69.0
2019-03-29,29.0,,72.0,0.0,12.0,0.0,45.0,56.0,67.0,43.0,63.0
2019-03-30,29.0,,29.0,0.0,11.0,17.0,11.0,4.0,20.0,29.0,59.0
2019-03-31,35.0,,26.0,0.0,10.0,17.0,8.0,20.0,12.0,28.0,55.0
2019-04-01,64.0,,74.0,0.0,12.0,14.0,36.0,66.0,65.0,33.0,55.0
2019-04-02,50.0,,80.0,0.0,11.0,0.0,41.0,56.0,66.0,24.0,67.0
2019-04-03,47.0,,90.0,0.0,12.0,14.0,38.0,38.0,66.0,16.0,69.0
2019-04-04,92.0,,79.0,0.0,14.0,44.0,46.0,53.0,69.0,25.0,66.0
2019-04-05,52.0,,71.0,0.0,13.0,31.0,36.0,77.0,65.0,68.0,66.0
2019-04-06,25.0,1.0,27.0,0.0,12.0,0.0,11.0,23.0,18.0,18.0,52.0
2019-04-07,32.0,1.0,27.0,0.0,11.0,18.0,9.0,47.0,14.0,9.0,47.0
2019-04-08,60.0,1.0,83.0,0.0,13.0,47.0,35.0,38.0,61.0,56.0,67.0
2019-04-09,71.0,1.0,81.0,0.0,11.0,0.0,38.0,49.0,63.0,32.0,62.0
2019-04-10,58.0,1.0,80.0,0.0,11.0,33.0,47.0,68.0,64.0,36.0,66.0
2019-04-11,75.0,1.0,76.0,0.0,11.0,0.0,35.0,37.0,61.0,52.0,63.0
2019-04-12,38.0,1.0,75.0,0.0,12.0,17.0,32.0,42.0,64.0,34.0,62.0
2019-04-13,21.0,1.0,27.0,0.0,13.0,0.0,11.0,28.0,18.0,10.0,49.0
2019-04-14,23.0,1.0,27.0,0.0,12.0,0.0,8.0,25.0,14.0,0.0,45.0
2019-04-15,54.0,1.0,72.0,0.0,12.0,0.0,33.0,45.0,63.0,29.0,52.0
2019-04-16,56.0,1.0,75.0,0.0,11.0,16.0,39.0,45.0,67.0,24.0,60.0
2019-04-17,70.0,1.0,79.0,0.0,11.0,49.0,43.0,46.0,47.0,25.0,66.0
2019-04-18,64.0,1.0,69.0,0.0,12.0,0.0,41.0,45.0,66.0,39.0,61.0
2019-04-19,45.0,1.0,50.0,0.0,12.0,0.0,22.0,23.0,26.0,23.0,56.0
2019-04-20,21.0,1.0,26.0,0.0,12.0,0.0,8.0,14.0,15.0,14.0,45.0
2019-04-21,30.0,1.0,24.0,0.0,12.0,28.0,7.0,27.0,14.0,25.0,41.0
2019-04-22,73.0,1.0,64.0,0.0,15.0,9.0,30.0,29.0,49.0,30.0,53.0
2019-04-23,55.0,1.0,75.0,45.0,17.0,41.0,42.0,55.0,60.0,25.0,59.0
2019-04-24,55.0,1.0,79.0,0.0,17.0,16.0,43.0,33.0,67.0,41.0,59.0
2019-04-25,63.0,1.0,77.0,0.0,16.0,24.0,41.0,38.0,66.0,33.0,60.0
2019-04-26,45.0,1.0,64.0,0.0,14.0,0.0,40.0,29.0,65.0,29.0,51.0
2019-04-27,19.0,1.0,24.0,0.0,11.0,0.0,12.0,34.0,18.0,0.0,42.0
2019-04-28,30.0,1.0,29.0,0.0,11.0,8.0,7.0,21.0,13.0,14.0,46.0
2019-04-29,36.0,1.0,64.0,0.0,12.0,0.0,35.0,59.0,44.0,32.0,59.0
2019-04-30,54.0,1.0,73.0,0.0,13.0,17.0,39.0,44.0,66.0,28.0,56.0
2019-05-01,63.0,1.0,49.0,0.0,14.0,26.0,48.0,28.0,43.0,38.0,64.0
2019-05-02,69.0,1.0,68.0,0.0,14.0,15.0,45.0,51.0,65.0,44.0,59.0
2019-05-03,60.0,1.0,64.0,0.0,14.0,0.0,42.0,57.0,60.0,37.0,67.0
2019-05-04,39.0,1.0,29.0,0.0,12.0,37.0,12.0,41.0,18.0,32.0,50.0
2019-05-05,33.0,1.0,27.0,0.0,12.0,16.0,9.0,26.0,13.0,18.0,48.0
2019-05-06,69.0,1.0,65.0,0.0,12.0,31.0,46.0,57.0,50.0,60.0,45.0
2019-05-07,74.0,1.0,81.0,0.0,12.0,32.0,47.0,44.0,61.0,36.0,58.0
2019-05-08,58.0,1.0,78.0,0.0,13.0,0.0,43.0,62.0,62.0,72.0,55.0
2019-05-09,49.0,1.0,78.0,0.0,14.0,0.0,44.0,56.0,64.0,49.0,54.0
2019-05-10,52.0,1.0,69.0,0.0,18.0,32.0,47.0,67.0,64.0,38.0,49.0
2019-05-11,27.0,1.0,25.0,0.0,16.0,10.0,12.0,21.0,18.0,33.0,39.0
2019-05-12,24.0,1.0,26.0,0.0,14.0,0.0,7.0,9.0,13.0,18.0,45.0
2019-05-13,39.0,1.0,73.0,0.0,13.0,0.0,54.0,44.0,63.0,41.0,54.0
2019-05-14,67.0,1.0,84.0,0.0,13.0,23.0,53.0,40.0,63.0,36.0,61.0
2019-05-15,58.0,1.0,80.0,0.0,13.0,16.0,40.0,64.0,63.0,32.0,57.0
2019-05-16,60.0,1.0,79.0,0.0,12.0,16.0,45.0,47.0,64.0,53.0,56.0
2019-05-17,43.0,1.0,71.0,0.0,13.0,9.0,39.0,24.0,64.0,16.0,56.0
2019-05-18,21.0,1.0,29.0,0.0,12.0,35.0,9.0,19.0,19.0,23.0,39.0
2019-05-19,31.0,1.0,24.0,0.0,12.0,0.0,7.0,9.0,13.0,9.0,38.0
2019-05-20,35.0,1.0,71.0,0.0,13.0,38.0,39.0,43.0,76.0,36.0,52.0
2019-05-21,48.0,1.0,78.0,45.0,15.0,31.0,35.0,33.0,70.0,23.0,50.0
2019-05-22,52.0,1.0,79.0,0.0,14.0,7.0,38.0,35.0,69.0,28.0,51.0
2019-05-23,36.0,1.0,75.0,0.0,15.0,31.0,40.0,53.0,76.0,15.0,52.0
2019-05-24,42.0,1.0,71.0,0.0,14.0,18.0,40.0,28.0,66.0,50.0,57.0
2019-05-25,17.0,1.0,27.0,0.0,12.0,0.0,12.0,13.0,20.0,9.0,45.0
2019-05-26,11.0,1.0,25.0,0.0,13.0,10.0,8.0,19.0,14.0,13.0,35.0
2019-05-27,30.0,1.0,60.0,0.0,12.0,24.0,23.0,25.0,58.0,16.0,38.0
2019-05-28,54.0,1.0,77.0,0.0,12.0,24.0,37.0,44.0,68.0,67.0,57.0
2019-05-29,88.0,1.0,73.0,0.0,13.0,0.0,37.0,40.0,66.0,23.0,60.0
2019-05-30,49.0,1.0,75.0,0.0,12.0,7.0,39.0,61.0,65.0,24.0,54.0
2019-05-31,48.0,1.0,64.0,0.0,14.0,25.0,38.0,34.0,65.0,16.0,58.0
2019-06-01,16.0,1.0,23.0,0.0,12.0,18.0,13.0,21.0,19.0,14.0,44.0
2019-06-02,6.0,1.0,25.0,0.0,11.0,0.0,8.0,26.0,12.0,4.0,39.0
2019-06-03,36.0,1.0,73.0,0.0,15.0,0.0,42.0,40.0,64.0,51.0,58.0
2019-06-04,48.0,1.0,78.0,0.0,15.0,39.0,47.0,31.0,65.0,68.0,58.0
2019-06-05,52.0,1.0,70.0,0.0,14.0,0.0,41.0,34.0,39.0,40.0,59.0
2019-06-06,39.0,1.0,79.0,43.0,14.0,22.0,44.0,33.0,62.0,44.0,58.0
2019-06-07,45.0,1.0,68.0,0.0,14.0,8.0,39.0,34.0,60.0,33.0,58.0
2019-06-08,19.0,1.0,37.0,0.0,12.0,26.0,12.0,26.0,18.0,14.0,47.0
2019-06-09,12.0,1.0,28.0,0.0,12.0,0.0,11.0,9.0,12.0,13.0,47.0
2019-06-10,37.0,1.0,66.0,0.0,12.0,7.0,35.0,41.0,61.0,16.0,59.0
2019-06-11,58.0,1.0,83.0,0.0,12.0,37.0,41.0,67.0,63.0,59.0,68.0
2019-06-12,48.0,1.0,84.0,0.0,14.0,31.0,40.0,50.0,62.0,84.0,54.0
2019-06-13,74.0,1.0,80.0,0.0,12.0,23.0,34.0,41.0,62.0,47.0,53.0
2019-06-14,60.0,1.0,93.0,0.0,13.0,23.0,32.0,24.0,57.0,28.0,64.0
2019-06-15,15.0,1.0,33.0,0.0,12.0,0.0,10.0,24.0,17.0,27.0,45.0
2019-06-16,18.0,1.0,27.0,0.0,11.0,0.0,7.0,13.0,12.0,13.0,44.0
2019-06-17,52.0,1.0,69.0,0.0,12.0,16.0,33.0,56.0,58.0,40.0,59.0
2019-06-18,57.0,1.0,82.0,0.0,13.0,0.0,35.0,51.0,61.0,43.0,63.0
2019-06-19,55.0,1.0,79.0,0.0,12.0,31.0,44.0,49.0,62.0,31.0,61.0
2019-06-20,50.0,1.0,75.0,0.0,13.0,32.0,44.0,49.0,68.0,33.0,66.0
2019-06-21,66.0,1.0,68.0,0.0,12.0,16.0,38.0,52.0,63.0,34.0,57.0
2019-06-22,35.0,1.0,23.0,0.0,11.0,0.0,10.0,19.0,18.0,9.0,48.0
2019-06-23,19.0,1.0,27.0,0.0,13.0,0.0,7.0,17.0,14.0,10.0,45.0
2019-06-24,58.0,1.0,73.0,0.0,12.0,0.0,37.0,48.0,60.0,44.0,57.0
2019-06-25,66.0,1.0,85.0,0.0,13.0,16.0,37.0,62.0,59.0,24.0,69.0
2019-06-26,48.0,1.0,78.0,0.0,12.0,23.0,39.0,29.0,63.0,27.0,55.0
2019-06-27,49.0,1.0,75.0,0.0,12.0,8.0,38.0,57.0,66.0,51.0,56.0
2019-06-28,33.0,1.0,71.0,0.0,13.0,15.0,40.0,35.0,61.0,17.0,49.0
2019-06-29,20.0,1.0,26.0,0.0,12.0,10.0,11.0,15.0,17.0,23.0,50.0
2019-06-30,19.0,1.0,25.0,0.0,11.0,0.0,7.0,21.0,12.0,23.0,41.0
2019-07-01,27.0,1.0,71.0,0.0,12.0,0.0,37.0,65.0,61.0,52.0,60.0
2019-07-02,48.0,1.0,79.0,0.0,12.0,32.0,38.0,58.0,57.0,35.0,64.0
2019-07-03,43.0,1.0,69.0,0.0,15.0,24.0,36.0,26.0,61.0,51.0,53.0
2019-07-04,32.0,1.0,67.0,0.0,12.0,8.0,19.0,36.0,62.0,46.0,49.0
2019-07-05,36.0,1.0,67.0,0.0,11.0,32.0,31.0,38.0,67.0,26.0,51.0
2019-07-06,14.0,1.0,23.0,0.0,11.0,10.0,10.0,13.0,18.0,27.0,47.0
2019-07-07,17.0,1.0,25.0,0.0,11.0,26.0,7.0,26.0,13.0,13.0,44.0
2019-07-08,56.0,1.0,70.0,0.0,12.0,7.0,35.0,63.0,62.0,52.0,66.0
2019-07-09,57.0,1.0,81.0,0.0,11.0,0.0,34.0,43.0,63.0,44.0,59.0
2019-07-10,53.0,1.0,77.0,0.0,13.0,16.0,39.0,50.0,59.0,36.0,62.0
2019-07-11,67.0,1.0,78.0,0.0,12.0,8.0,44.0,50.0,61.0,59.0,71.0
2019-07-12,47.0,1.0,71.0,0.0,13.0,0.0,39.0,31.0,60.0,50.0,64.0
2019-07-13,27.0,1.0,28.0,0.0,13.0,20.0,11.0,19.0,17.0,0.0,55.0
2019-07-14,20.0,1.0,27.0,0.0,11.0,8.0,5.0,27.0,12.0,13.0,45.0
2019-07-15,37.0,1.0,74.0,0.0,12.0,31.0,35.0,53.0,62.0,40.0,62.0
2019-07-16,52.0,,83.0,0.0,13.0,51.0,37.0,60.0,61.0,40.0,57.0
2019-07-17,50.0,,75.0,0.0,14.0,34.0,35.0,29.0,63.0,49.0,61.0
2019-07-18,37.0,,72.0,0.0,13.0,35.0,35.0,43.0,65.0,0.0,65.0
2019-07-19,42.0,,69.0,0.0,14.0,18.0,41.0,41.0,66.0,70.0,64.0
2019-07-20,39.0,,26.0,0.0,13.0,0.0,13.0,15.0,18.0,9.0,54.0
2019-07-21,35.0,,22.0,0.0,12.0,0.0,7.0,26.0,13.0,9.0,47.0
2019-07-22,36.0,,65.0,0.0,13.0,35.0,35.0,66.0,62.0,25.0,53.0
2019-07-23,38.0,,75.0,0.0,13.0,17.0,42.0,19.0,65.0,24.0,59.0
2019-07-24,57.0,,71.0,0.0,15.0,35.0,39.0,36.0,68.0,76.0,59.0
2019-07-25,40.0,,69.0,0.0,18.0,0.0,46.0,60.0,67.0,68.0,51.0
2019-07-26,41.0,,61.0,0.0,15.0,0.0,38.0,50.0,65.0,51.0,56.0
2019-07-27,29.0,,25.0,0.0,13.0,0.0,12.0,19.0,19.0,9.0,47.0
2019-07-28,19.0,,23.0,0.0,12.0,20.0,7.0,19.0,15.0,9.0,47.0
2019-07-29,36.0,,65.0,0.0,12.0,35.0,41.0,45.0,67.0,33.0,56.0
2019-07-30,34.0,,66.0,94.0,12.0,0.0,34.0,33.0,69.0,0.0,62.0
2019-07-31,51.0,,71.0,0.0,12.0,17.0,40.0,52.0,73.0,25.0,57.0
2019-08-01,40.0,,70.0,0.0,11.0,0.0,53.0,66.0,65.0,25.0,64.0
2019-08-02,35.0,,60.0,0.0,12.0,0.0,41.0,41.0,69.0,26.0,61.0
2019-08-03,16.0,,22.0,0.0,13.0,40.0,14.0,30.0,21.0,0.0,49.0
2019-08-04,16.0,,19.0,0.0,12.0,20.0,8.0,15.0,14.0,0.0,40.0
2019-08-05,28.0,,63.0,0.0,12.0,35.0,54.0,66.0,65.0,8.0,65.0
2019-08-06,39.0,,67.0,0.0,12.0,17.0,52.0,39.0,71.0,41.0,69.0
2019-08-07,54.0,,70.0,0.0,13.0,0.0,58.0,69.0,70.0,49.0,59.0
2019-08-08,43.0,,68.0,0.0,12.0,17.0,45.0,72.0,71.0,66.0,59.0
2019-08-09,15.0,,56.0,0.0,12.0,35.0,42.0,46.0,65.0,25.0,55.0
2019-08-10,32.0,,23.0,0.0,12.0,0.0,12.0,22.0,18.0,0.0,42.0
2019-08-11,9.0,,22.0,0.0,12.0,0.0,7.0,30.0,13.0,19.0,44.0
2019-08-12,59.0,,63.0,0.0,12.0,17.0,39.0,62.0,41.0,8.0,64.0
2019-08-13,58.0,,69.0,0.0,12.0,34.0,48.0,64.0,68.0,16.0,69.0
2019-08-14,37.0,,67.0,0.0,12.0,49.0,58.0,55.0,65.0,31.0,72.0
2019-08-15,51.0,,56.0,0.0,13.0,0.0,62.0,46.0,40.0,42.0,69.0
2019-08-16,55.0,,63.0,0.0,13.0,0.0,50.0,50.0,65.0,17.0,59.0
2019-08-17,25.0,,26.0,0.0,12.0,0.0,12.0,26.0,18.0,0.0,45.0
2019-08-18,19.0,,26.0,0.0,13.0,20.0,11.0,37.0,13.0,19.0,44.0
2019-08-19,44.0,,71.0,0.0,12.0,17.0,42.0,35.0,63.0,32.0,63.0
2019-08-20,61.0,,74.0,0.0,13.0,34.0,45.0,93.0,60.0,57.0,59.0
2019-08-21,25.0,,76.0,0.0,12.0,0.0,46.0,40.0,58.0,39.0,59.0
2019-08-22,52.0,,80.0,0.0,12.0,0.0,39.0,54.0,62.0,16.0,55.0
2019-08-23,54.0,,75.0,0.0,12.0,17.0,45.0,56.0,60.0,33.0,72.0
2019-08-24,13.0,,27.0,0.0,13.0,20.0,15.0,22.0,17.0,19.0,43.0
2019-08-25,28.0,,28.0,0.0,12.0,0.0,9.0,4.0,13.0,9.0,43.0
2019-08-26,49.0,,67.0,0.0,12.0,17.0,43.0,73.0,54.0,32.0,54.0
2019-08-27,51.0,,74.0,0.0,12.0,16.0,39.0,40.0,65.0,47.0,69.0
2019-08-28,56.0,,85.0,0.0,12.0,0.0,43.0,69.0,61.0,32.0,63.0
2019-08-29,48.0,,75.0,0.0,12.0,17.0,44.0,40.0,61.0,55.0,67.0
2019-08-30,22.0,,65.0,0.0,12.0,0.0,37.0,50.0,63.0,32.0,51.0
2019-08-31,24.0,,27.0,0.0,11.0,0.0,11.0,38.0,17.0,18.0,41.0
2019-09-01,15.0,,27.0,100.0,11.0,0.0,5.0,18.0,13.0,17.0,42.0
2019-09-02,40.0,,49.0,0.0,11.0,17.0,21.0,32.0,34.0,39.0,47.0
2019-09-03,31.0,,71.0,0.0,12.0,0.0,41.0,45.0,58.0,83.0,57.0
2019-09-04,59.0,,80.0,0.0,11.0,32.0,37.0,60.0,56.0,23.0,61.0
2019-09-05,57.0,,75.0,0.0,12.0,16.0,39.0,30.0,58.0,38.0,52.0
2019-09-06,51.0,,67.0,0.0,12.0,17.0,37.0,59.0,58.0,79.0,54.0
2019-09-07,30.0,,29.0,0.0,12.0,18.0,12.0,21.0,17.0,0.0,53.0
2019-09-08,18.0,,25.0,0.0,11.0,0.0,6.0,32.0,13.0,9.0,40.0
2019-09-09,60.0,,69.0,0.0,12.0,0.0,36.0,45.0,58.0,15.0,54.0
2019-09-10,55.0,,76.0,0.0,13.0,0.0,37.0,30.0,43.0,76.0,52.0
2019-09-11,80.0,,83.0,0.0,13.0,16.0,44.0,51.0,61.0,53.0,61.0
2019-09-12,71.0,,82.0,0.0,14.0,49.0,43.0,55.0,64.0,100.0,64.0
2019-09-13,52.0,,66.0,0.0,12.0,34.0,42.0,41.0,62.0,48.0,63.0
2019-09-14,27.0,,27.0,0.0,13.0,0.0,12.0,28.0,17.0,9.0,43.0
2019-09-15,15.0,,27.0,0.0,12.0,18.0,9.0,31.0,13.0,0.0,41.0
2019-09-16,62.0,,70.0,0.0,12.0,0.0,39.0,63.0,59.0,53.0,56.0
2019-09-17,51.0,,78.0,0.0,11.0,0.0,40.0,59.0,62.0,22.0,46.0
2019-09-18,88.0,,86.0,0.0,13.0,64.0,38.0,45.0,57.0,38.0,57.0
2019-09-19,55.0,,80.0,0.0,14.0,0.0,42.0,61.0,62.0,77.0,59.0
2019-09-20,35.0,,71.0,0.0,13.0,100.0,34.0,56.0,76.0,24.0,52.0
2019-09-21,26.0,,29.0,0.0,12.0,0.0,9.0,3.0,21.0,0.0,47.0
2019-09-22,15.0,,29.0,0.0,13.0,18.0,10.0,34.0,13.0,17.0,43.0
2019-09-23,38.0,,72.0,0.0,13.0,63.0,37.0,65.0,73.0,52.0,58.0
2019-09-24,75.0,,78.0,0.0,12.0,16.0,44.0,57.0,67.0,30.0,46.0
2019-09-25,56.0,,79.0,0.0,13.0,16.0,43.0,53.0,62.0,45.0,49.0
2019-09-26,45.0,,76.0,0.0,13.0,49.0,39.0,36.0,64.0,15.0,60.0
2019-09-27,40.0,,71.0,0.0,14.0,0.0,34.0,49.0,63.0,31.0,53.0
2019-09-28,26.0,,28.0,0.0,14.0,0.0,9.0,18.0,17.0,0.0,34.0
2019-09-29,17.0,,28.0,0.0,14.0,0.0,7.0,28.0,13.0,35.0,43.0
2019-09-30,85.0,,70.0,0.0,14.0,16.0,31.0,52.0,62.0,85.0,59.0
2019-10-01,41.0,,77.0,86.0,14.0,47.0,38.0,56.0,62.0,45.0,60.0
2019-10-02,41.0,,73.0,0.0,14.0,0.0,37.0,56.0,38.0,7.0,49.0
2019-10-03,45.0,,71.0,0.0,14.0,16.0,42.0,64.0,62.0,31.0,54.0
2019-10-04,55.0,,69.0,0.0,14.0,51.0,37.0,44.0,58.0,64.0,57.0
2019-10-05,18.0,,25.0,0.0,13.0,19.0,12.0,32.0,18.0,9.0,56.0
2019-10-06,20.0,,24.0,0.0,14.0,0.0,6.0,10.0,13.0,17.0,39.0
2019-10-07,52.0,,73.0,0.0,13.0,32.0,35.0,48.0,53.0,30.0,55.0
2019-10-08,39.0,,70.0,0.0,13.0,0.0,32.0,30.0,35.0,53.0,53.0
2019-10-09,65.0,,76.0,0.0,13.0,16.0,39.0,36.0,60.0,8.0,48.0
2019-10-10,49.0,,74.0,0.0,13.0,32.0,38.0,51.0,61.0,68.0,57.0
2019-10-11,32.0,,67.0,88.0,13.0,0.0,40.0,45.0,65.0,46.0,54.0
2019-10-12,21.0,,22.0,0.0,11.0,18.0,14.0,17.0,18.0,9.0,49.0
2019-10-13,21.0,,26.0,0.0,12.0,0.0,10.0,28.0,15.0,17.0,45.0
2019-10-14,55.0,,68.0,87.0,13.0,0.0,34.0,36.0,73.0,15.0,60.0
2019-10-15,64.0,,80.0,0.0,13.0,16.0,37.0,41.0,65.0,22.0,55.0
2019-10-16,54.0,,80.0,0.0,13.0,16.0,37.0,38.0,67.0,30.0,59.0
