date,healthcare,overlap,share price,private limited company,limited company,health,share,hospitals,company,Hospital,pharmaceutical company
2019-05-04,24.0,1.0,13.0,45.0,34.0,33.0,25.0,62.0,41.0,70.0,32.0
2019-05-05,22.0,1.0,9.0,13.0,21.0,27.0,19.0,55.0,34.0,55.0,9.0
2019-05-06,39.0,1.0,48.0,39.0,31.0,34.0,62.0,61.0,46.0,72.0,27.0
2019-05-07,45.0,1.0,48.0,33.0,33.0,40.0,64.0,55.0,48.0,71.0,27.0
2019-05-08,40.0,1.0,50.0,34.0,31.0,40.0,64.0,60.0,50.0,70.0,18.0
2019-05-09,45.0,1.0,52.0,52.0,37.0,38.0,65.0,50.0,51.0,74.0,27.0
2019-05-10,45.0,1.0,52.0,52.0,49.0,35.0,64.0,59.0,48.0,68.0,18.0
2019-05-11,29.0,1.0,13.0,33.0,31.0,32.0,24.0,43.0,42.0,73.0,4.0
2019-05-12,19.0,1.0,8.0,32.0,21.0,29.0,19.0,37.0,35.0,54.0,10.0
2019-05-13,46.0,1.0,50.0,61.0,42.0,38.0,66.0,71.0,48.0,76.0,56.0
2019-05-14,39.0,1.0,49.0,46.0,33.0,42.0,65.0,60.0,50.0,77.0,9.0
2019-05-15,49.0,1.0,49.0,59.0,38.0,37.0,61.0,54.0,51.0,73.0,18.0
2019-05-16,42.0,1.0,50.0,49.0,36.0,43.0,66.0,61.0,51.0,75.0,18.0
2019-05-17,40.0,1.0,49.0,49.0,34.0,39.0,67.0,46.0,49.0,73.0,36.0
2019-05-18,26.0,1.0,14.0,49.0,32.0,37.0,23.0,68.0,43.0,71.0,15.0
2019-05-19,25.0,1.0,9.0,32.0,25.0,31.0,20.0,35.0,38.0,57.0,15.0
2019-05-20,36.0,1.0,73.0,23.0,31.0,36.0,87.0,62.0,47.0,79.0,23.0
2019-05-21,35.0,1.0,60.0,24.0,41.0,41.0,73.0,54.0,49.0,74.0,34.0
2019-05-22,40.0,1.0,59.0,37.0,32.0,37.0,73.0,48.0,52.0,72.0,22.0
2019-05-23,27.0,1.0,53.0,30.0,23.0,25.0,69.0,29.0,31.0,45.0,16.0
2019-05-24,29.0,1.0,56.0,32.0,34.0,34.0,74.0,53.0,42.0,67.0,9.0
2019-05-25,32.0,1.0,15.0,42.0,31.0,37.0,27.0,49.0,43.0,71.0,26.0
2019-05-26,19.0,1.0,11.0,38.0,22.0,33.0,22.0,40.0,38.0,63.0,49.0
2019-05-27,39.0,1.0,61.0,23.0,38.0,37.0,72.0,55.0,44.0,76.0,35.0
2019-05-28,40.0,1.0,58.0,29.0,49.0,42.0,72.0,56.0,47.0,70.0,33.0
2019-05-29,42.0,1.0,61.0,32.0,38.0,45.0,73.0,53.0,48.0,73.0,4.0
2019-05-30,46.0,1.0,56.0,40.0,39.0,41.0,67.0,59.0,47.0,69.0,8.0
2019-05-31,48.0,1.0,54.0,48.0,37.0,44.0,67.0,52.0,46.0,69.0,13.0
2019-06-01,31.0,1.0,15.0,36.0,27.0,38.0,25.0,50.0,44.0,72.0,13.0
2019-06-02,27.0,1.0,9.0,26.0,22.0,31.0,19.0,42.0,39.0,59.0,23.0
2019-06-03,45.0,1.0,54.0,53.0,39.0,41.0,65.0,62.0,46.0,75.0,25.0
2019-06-04,33.0,1.0,51.0,41.0,35.0,39.0,64.0,45.0,47.0,72.0,17.0
2019-06-05,32.0,1.0,18.0,41.0,38.0,31.0,28.0,42.0,41.0,65.0,24.0
2019-06-06,35.0,1.0,50.0,57.0,44.0,43.0,61.0,53.0,47.0,78.0,20.0
2019-06-07,49.0,1.0,48.0,58.0,34.0,38.0,61.0,54.0,48.0,76.0,9.0
2019-06-08,24.0,1.0,12.0,35.0,27.0,34.0,23.0,51.0,42.0,72.0,5.0
2019-06-09,16.0,1.0,9.0,23.0,19.0,33.0,18.0,44.0,36.0,56.0,9.0
2019-06-10,33.0,1.0,50.0,43.0,37.0,41.0,62.0,66.0,49.0,80.0,13.0
2019-06-11,46.0,1.0,52.0,32.0,32.0,42.0,65.0,51.0,52.0,80.0,38.0
2019-06-12,38.0,1.0,48.0,53.0,49.0,44.0,60.0,65.0,48.0,75.0,22.0
2019-06-13,32.0,1.0,48.0,29.0,38.0,39.0,63.0,49.0,49.0,72.0,29.0
2019-06-14,43.0,1.0,48.0,51.0,45.0,39.0,60.0,48.0,49.0,80.0,38.0
2019-06-15,31.0,1.0,12.0,43.0,42.0,36.0,23.0,60.0,42.0,78.0,18.0
2019-06-16,15.0,1.0,7.0,20.0,14.0,25.0,16.0,33.0,31.0,53.0,13.0
2019-06-17,39.0,1.0,47.0,53.0,38.0,43.0,58.0,60.0,47.0,79.0,30.0
2019-06-18,40.0,1.0,49.0,65.0,43.0,44.0,62.0,67.0,53.0,81.0,34.0
2019-06-19,47.0,1.0,48.0,78.0,61.0,45.0,63.0,76.0,53.0,80.0,34.0
2019-06-20,38.0,1.0,52.0,52.0,43.0,47.0,68.0,65.0,52.0,77.0,25.0
2019-06-21,53.0,1.0,47.0,42.0,33.0,44.0,62.0,48.0,48.0,74.0,35.0
2019-06-22,29.0,1.0,12.0,26.0,29.0,35.0,22.0,36.0,40.0,75.0,26.0
2019-06-23,21.0,1.0,10.0,30.0,25.0,39.0,20.0,48.0,37.0,61.0,46.0
2019-06-24,46.0,1.0,48.0,48.0,46.0,44.0,61.0,72.0,50.0,81.0,25.0
2019-06-25,40.0,1.0,44.0,49.0,48.0,47.0,55.0,58.0,51.0,77.0,21.0
2019-06-26,46.0,1.0,49.0,55.0,42.0,43.0,62.0,67.0,51.0,81.0,8.0
2019-06-27,48.0,1.0,52.0,66.0,47.0,41.0,64.0,62.0,49.0,76.0,27.0
2019-06-28,41.0,1.0,46.0,54.0,45.0,40.0,57.0,57.0,49.0,80.0,29.0
2019-06-29,29.0,1.0,12.0,33.0,28.0,34.0,22.0,49.0,43.0,74.0,9.0
2019-06-30,26.0,1.0,8.0,23.0,16.0,30.0,18.0,39.0,38.0,57.0,27.0
2019-07-01,41.0,1.0,46.0,40.0,41.0,44.0,60.0,61.0,51.0,79.0,13.0
2019-07-02,28.0,1.0,41.0,39.0,47.0,40.0,54.0,49.0,46.0,70.0,16.0
2019-07-03,40.0,1.0,45.0,40.0,38.0,44.0,57.0,54.0,50.0,76.0,34.0
2019-07-04,38.0,1.0,49.0,58.0,49.0,41.0,61.0,54.0,49.0,79.0,30.0
2019-07-05,40.0,1.0,53.0,36.0,36.0,45.0,68.0,72.0,48.0,77.0,13.0
2019-07-06,29.0,1.0,13.0,28.0,20.0,34.0,25.0,48.0,42.0,69.0,26.0
2019-07-07,21.0,1.0,10.0,36.0,22.0,34.0,21.0,52.0,41.0,67.0,24.0
2019-07-08,55.0,1.0,53.0,61.0,48.0,47.0,66.0,59.0,52.0,85.0,35.0
2019-07-09,43.0,1.0,47.0,55.0,37.0,40.0,63.0,47.0,48.0,75.0,28.0
2019-07-10,42.0,1.0,45.0,45.0,40.0,41.0,56.0,64.0,46.0,71.0,25.0
2019-07-11,38.0,1.0,47.0,40.0,42.0,47.0,59.0,72.0,51.0,80.0,26.0
2019-07-12,51.0,1.0,47.0,33.0,39.0,44.0,59.0,62.0,55.0,83.0,36.0
2019-07-13,33.0,1.0,13.0,46.0,38.0,38.0,24.0,74.0,46.0,82.0,33.0
2019-07-14,20.0,1.0,8.0,30.0,29.0,32.0,22.0,42.0,42.0,63.0,14.0
2019-07-15,52.0,1.0,50.0,52.0,41.0,42.0,62.0,55.0,53.0,86.0,35.0
2019-07-16,43.0,,50.0,45.0,34.0,46.0,61.0,53.0,55.0,83.0,18.0
2019-07-17,34.0,,50.0,92.0,45.0,49.0,67.0,61.0,57.0,88.0,18.0
2019-07-18,34.0,,50.0,25.0,40.0,47.0,67.0,78.0,54.0,83.0,9.0
2019-07-19,42.0,,49.0,71.0,51.0,46.0,64.0,53.0,53.0,88.0,19.0
2019-07-20,30.0,,13.0,35.0,37.0,40.0,26.0,57.0,46.0,92.0,0.0
2019-07-21,17.0,,9.0,22.0,33.0,37.0,19.0,50.0,41.0,70.0,20.0
2019-07-22,37.0,,48.0,29.0,44.0,45.0,63.0,61.0,52.0,87.0,28.0
2019-07-23,48.0,,49.0,61.0,47.0,48.0,59.0,58.0,54.0,94.0,9.0
2019-07-24,44.0,,49.0,21.0,31.0,52.0,62.0,44.0,50.0,87.0,28.0
2019-07-25,42.0,,49.0,71.0,44.0,47.0,62.0,66.0,53.0,84.0,18.0
2019-07-26,52.0,,48.0,34.0,47.0,42.0,62.0,61.0,49.0,93.0,19.0
2019-07-27,38.0,,13.0,35.0,29.0,39.0,25.0,61.0,46.0,86.0,0.0
2019-07-28,25.0,,10.0,40.0,21.0,36.0,20.0,54.0,41.0,70.0,19.0
2019-07-29,40.0,,46.0,55.0,39.0,47.0,64.0,68.0,57.0,86.0,28.0
2019-07-30,52.0,,56.0,41.0,61.0,44.0,67.0,60.0,55.0,86.0,9.0
2019-07-31,38.0,,56.0,50.0,37.0,49.0,70.0,60.0,51.0,84.0,37.0
2019-08-01,41.0,,53.0,55.0,43.0,46.0,69.0,61.0,57.0,86.0,28.0
2019-08-02,44.0,,52.0,68.0,53.0,43.0,66.0,45.0,51.0,88.0,56.0
2019-08-03,29.0,,14.0,25.0,27.0,36.0,26.0,46.0,42.0,79.0,28.0
2019-08-04,18.0,,10.0,36.0,17.0,32.0,23.0,45.0,37.0,68.0,40.0
2019-08-05,52.0,,52.0,30.0,41.0,44.0,65.0,58.0,50.0,85.0,19.0
2019-08-06,42.0,,53.0,51.0,39.0,60.0,64.0,52.0,50.0,89.0,28.0
2019-08-07,51.0,,54.0,42.0,46.0,53.0,67.0,64.0,50.0,83.0,28.0
2019-08-08,47.0,,52.0,34.0,28.0,42.0,67.0,37.0,48.0,79.0,46.0
2019-08-09,42.0,,51.0,30.0,43.0,45.0,64.0,50.0,50.0,83.0,9.0
2019-08-10,27.0,,12.0,49.0,45.0,40.0,20.0,55.0,43.0,84.0,30.0
2019-08-11,24.0,,10.0,22.0,24.0,30.0,19.0,50.0,39.0,70.0,30.0
2019-08-12,41.0,,20.0,52.0,35.0,40.0,33.0,49.0,50.0,85.0,9.0
2019-08-13,44.0,,53.0,42.0,48.0,43.0,65.0,65.0,52.0,85.0,9.0
2019-08-14,41.0,,49.0,27.0,28.0,37.0,64.0,48.0,48.0,77.0,17.0
2019-08-15,22.0,,14.0,14.0,21.0,30.0,25.0,42.0,34.0,67.0,11.0
2019-08-16,38.0,,48.0,39.0,52.0,46.0,62.0,73.0,50.0,90.0,38.0
2019-08-17,24.0,,14.0,17.0,24.0,44.0,24.0,43.0,43.0,93.0,0.0
2019-08-18,29.0,,9.0,9.0,24.0,44.0,19.0,52.0,43.0,73.0,60.0
2019-08-19,53.0,,49.0,46.0,53.0,55.0,61.0,57.0,59.0,94.0,9.0
2019-08-20,44.0,,46.0,50.0,39.0,55.0,59.0,58.0,57.0,95.0,28.0
2019-08-21,52.0,,50.0,50.0,52.0,51.0,64.0,79.0,60.0,88.0,19.0
2019-08-22,40.0,,50.0,54.0,55.0,50.0,66.0,78.0,61.0,89.0,36.0
2019-08-23,44.0,,44.0,41.0,29.0,47.0,63.0,74.0,51.0,86.0,18.0
2019-08-24,29.0,,13.0,57.0,18.0,53.0,24.0,57.0,46.0,86.0,38.0
2019-08-25,19.0,,10.0,36.0,17.0,34.0,19.0,60.0,44.0,68.0,10.0
2019-08-26,38.0,,53.0,78.0,49.0,53.0,64.0,74.0,54.0,97.0,18.0
2019-08-27,43.0,,53.0,63.0,55.0,49.0,68.0,60.0,59.0,85.0,9.0
2019-08-28,51.0,,49.0,38.0,47.0,55.0,63.0,62.0,61.0,92.0,37.0
2019-08-29,49.0,,47.0,65.0,43.0,48.0,61.0,41.0,58.0,91.0,36.0
2019-08-30,37.0,,49.0,41.0,51.0,47.0,63.0,54.0,56.0,83.0,27.0
2019-08-31,29.0,,14.0,43.0,23.0,44.0,26.0,56.0,48.0,86.0,0.0
2019-09-01,19.0,,10.0,37.0,31.0,36.0,21.0,35.0,44.0,69.0,30.0
2019-09-02,31.0,,17.0,40.0,34.0,38.0,29.0,45.0,46.0,85.0,19.0
2019-09-03,43.0,,50.0,34.0,42.0,48.0,64.0,55.0,54.0,93.0,38.0
2019-09-04,43.0,,48.0,71.0,40.0,48.0,61.0,56.0,51.0,85.0,28.0
2019-09-05,42.0,,47.0,49.0,37.0,46.0,61.0,63.0,52.0,86.0,18.0
2019-09-06,43.0,,48.0,46.0,56.0,48.0,62.0,56.0,69.0,87.0,9.0
2019-09-07,34.0,,14.0,30.0,33.0,42.0,24.0,43.0,46.0,85.0,19.0
2019-09-08,32.0,,9.0,36.0,23.0,42.0,19.0,45.0,46.0,70.0,20.0
2019-09-09,43.0,,45.0,42.0,43.0,45.0,60.0,67.0,55.0,89.0,9.0
2019-09-10,40.0,,22.0,54.0,48.0,53.0,35.0,67.0,54.0,92.0,9.0
2019-09-11,39.0,,50.0,55.0,51.0,46.0,66.0,70.0,58.0,87.0,38.0
2019-09-12,41.0,,50.0,50.0,46.0,52.0,63.0,66.0,55.0,90.0,55.0
2019-09-13,58.0,,51.0,67.0,52.0,48.0,63.0,62.0,56.0,92.0,28.0
2019-09-14,36.0,,13.0,17.0,26.0,44.0,23.0,72.0,47.0,92.0,0.0
2019-09-15,32.0,,11.0,44.0,38.0,38.0,20.0,38.0,47.0,79.0,29.0
2019-09-16,51.0,,52.0,54.0,66.0,51.0,63.0,73.0,60.0,99.0,28.0
2019-09-17,55.0,,51.0,37.0,34.0,53.0,66.0,61.0,60.0,86.0,45.0
2019-09-18,51.0,,48.0,37.0,42.0,53.0,60.0,45.0,58.0,91.0,36.0
2019-09-19,50.0,,51.0,65.0,41.0,57.0,63.0,61.0,60.0,88.0,27.0
2019-09-20,44.0,,68.0,41.0,50.0,51.0,86.0,55.0,57.0,86.0,18.0
2019-09-21,31.0,,18.0,29.0,25.0,51.0,31.0,62.0,50.0,89.0,0.0
2019-09-22,24.0,,12.0,40.0,27.0,37.0,20.0,54.0,47.0,72.0,39.0
2019-09-23,52.0,,67.0,62.0,54.0,47.0,84.0,73.0,57.0,91.0,18.0
2019-09-24,44.0,,61.0,68.0,42.0,53.0,74.0,60.0,60.0,90.0,17.0
2019-09-25,37.0,,52.0,63.0,44.0,53.0,70.0,66.0,60.0,91.0,26.0
2019-09-26,52.0,,54.0,60.0,44.0,48.0,68.0,61.0,69.0,87.0,27.0
2019-09-27,37.0,,53.0,50.0,52.0,45.0,70.0,58.0,56.0,91.0,18.0
2019-09-28,21.0,,13.0,38.0,46.0,43.0,24.0,50.0,48.0,80.0,9.0
2019-09-29,19.0,,10.0,31.0,41.0,40.0,21.0,57.0,43.0,66.0,19.0
2019-09-30,43.0,,50.0,70.0,48.0,49.0,66.0,43.0,59.0,90.0,28.0
2019-10-01,38.0,,55.0,62.0,38.0,40.0,71.0,59.0,52.0,80.0,55.0
2019-10-02,43.0,,18.0,50.0,28.0,39.0,29.0,40.0,50.0,82.0,28.0
2019-10-03,43.0,,51.0,37.0,55.0,46.0,69.0,45.0,52.0,78.0,18.0
2019-10-04,36.0,,51.0,30.0,52.0,44.0,66.0,53.0,52.0,81.0,19.0
2019-10-05,23.0,,15.0,48.0,46.0,37.0,27.0,54.0,42.0,82.0,9.0
2019-10-06,22.0,,12.0,24.0,20.0,32.0,22.0,44.0,38.0,68.0,11.0
2019-10-07,38.0,,50.0,27.0,37.0,44.0,64.0,62.0,49.0,84.0,19.0
2019-10-08,16.0,,18.0,14.0,29.0,41.0,28.0,40.0,42.0,80.0,30.0
2019-10-09,45.0,,52.0,38.0,40.0,48.0,69.0,57.0,53.0,92.0,19.0
2019-10-10,42.0,,53.0,68.0,51.0,66.0,66.0,52.0,52.0,85.0,17.0
2019-10-11,41.0,,56.0,59.0,41.0,43.0,67.0,66.0,51.0,85.0,26.0
2019-10-12,34.0,,15.0,58.0,39.0,38.0,23.0,52.0,48.0,85.0,9.0
2019-10-13,26.0,,10.0,44.0,29.0,36.0,19.0,36.0,39.0,68.0,19.0
2019-10-14,47.0,,71.0,33.0,32.0,39.0,82.0,73.0,56.0,91.0,36.0
2019-10-15,37.0,,58.0,61.0,52.0,46.0,71.0,61.0,59.0,86.0,36.0
2019-10-16,48.0,,51.0,65.0,58.0,46.0,67.0,39.0,57.0,83.0,9.0
2019-10-17,48.0,,55.0,28.0,52.0,42.0,68.0,34.0,47.0,79.0,9.0
2019-10-18,37.0,,64.0,38.0,58.0,47.0,81.0,65.0,57.0,86.0,9.0
2019-10-19,29.0,,16.0,82.0,27.0,42.0,28.0,41.0,49.0,82.0,9.0
2019-10-20,15.0,,10.0,21.0,14.0,33.0,21.0,38.0,39.0,66.0,19.0
2019-10-21,23.0,,26.0,44.0,33.0,46.0,39.0,44.0,48.0,86.0,9.0
2019-10-22,44.0,,62.0,48.0,52.0,46.0,84.0,48.0,48.0,79.0,9.0
2019-10-23,44.0,,67.0,41.0,37.0,44.0,83.0,45.0,52.0,77.0,36.0
2019-10-24,36.0,,55.0,38.0,29.0,32.0,70.0,32.0,45.0,67.0,8.0
2019-10-25,40.0,,57.0,34.0,22.0,35.0,71.0,32.0,40.0,67.0,19.0
2019-10-26,24.0,,15.0,40.0,30.0,31.0,27.0,46.0,37.0,60.0,10.0
2019-10-27,10.0,,23.0,24.0,23.0,24.0,34.0,39.0,29.0,49.0,0.0
2019-10-28,17.0,,24.0,22.0,22.0,34.0,37.0,49.0,37.0,78.0,19.0
2019-10-29,27.0,,60.0,39.0,37.0,38.0,79.0,51.0,44.0,86.0,9.0
2019-10-30,36.0,,64.0,36.0,37.0,45.0,79.0,52.0,48.0,84.0,27.0
2019-10-31,43.0,,69.0,40.0,45.0,45.0,88.0,56.0,51.0,86.0,27.0
2019-11-01,33.0,,65.0,49.0,34.0,44.0,83.0,73.0,48.0,85.0,36.0
2019-11-02,32.0,,19.0,33.0,25.0,38.0,32.0,52.0,46.0,84.0,18.0
2019-11-03,25.0,,13.0,29.0,25.0,33.0,23.0,39.0,37.0,70.0,19.0
2019-11-04,48.0,,67.0,53.0,47.0,43.0,84.0,62.0,52.0,96.0,27.0
2019-11-05,58.0,,59.0,52.0,38.0,47.0,79.0,67.0,54.0,88.0,26.0
2019-11-06,42.0,,66.0,36.0,47.0,48.0,80.0,50.0,50.0,85.0,9.0
2019-11-07,58.0,,63.0,50.0,47.0,47.0,77.0,59.0,51.0,81.0,0.0
2019-11-08,47.0,,60.0,44.0,29.0,47.0,73.0,74.0,48.0,82.0,17.0
2019-11-09,28.0,,15.0,8.0,25.0,36.0,23.0,45.0,41.0,76.0,0.0
2019-11-10,16.0,,13.0,36.0,22.0,34.0,22.0,37.0,37.0,64.0,20.0
2019-11-11,47.0,,60.0,98.0,68.0,44.0,77.0,66.0,53.0,100.0,27.0
2019-11-12,56.0,,29.0,45.0,40.0,47.0,43.0,56.0,55.0,86.0,0.0
2019-11-13,48.0,,58.0,45.0,77.0,51.0,75.0,58.0,57.0,86.0,9.0
2019-11-14,56.0,,58.0,44.0,39.0,51.0,74.0,48.0,50.0,84.0,17.0
2019-11-15,43.0,,54.0,52.0,37.0,48.0,69.0,69.0,50.0,81.0,9.0
2019-11-16,26.0,,18.0,45.0,28.0,43.0,26.0,50.0,47.0,82.0,18.0
2019-11-17,20.0,,12.0,18.0,12.0,40.0,24.0,49.0,40.0,76.0,10.0
2019-11-18,57.0,,62.0,66.0,61.0,51.0,79.0,83.0,57.0,90.0,18.0
2019-11-19,45.0,,61.0,67.0,100.0,53.0,77.0,68.0,61.0,88.0,28.0
2019-11-20,44.0,,66.0,50.0,53.0,52.0,83.0,85.0,57.0,86.0,64.0
2019-11-21,47.0,,64.0,68.0,65.0,53.0,81.0,46.0,58.0,88.0,9.0
2019-11-22,40.0,,58.0,37.0,42.0,43.0,72.0,49.0,50.0,81.0,36.0
2019-11-23,23.0,,15.0,42.0,30.0,43.0,25.0,57.0,41.0,81.0,9.0
2019-11-24,29.0,,11.0,37.0,28.0,37.0,22.0,34.0,40.0,63.0,10.0
2019-11-25,47.0,,59.0,55.0,49.0,46.0,74.0,55.0,59.0,91.0,28.0
2019-11-26,55.0,,60.0,61.0,37.0,49.0,74.0,67.0,50.0,85.0,54.0
2019-11-27,42.0,,58.0,38.0,40.0,49.0,73.0,48.0,56.0,89.0,19.0
2019-11-28,35.0,,58.0,54.0,32.0,41.0,75.0,54.0,52.0,85.0,37.0
2019-11-29,43.0,,56.0,56.0,51.0,46.0,74.0,53.0,52.0,88.0,29.0
2019-11-30,30.0,,17.0,53.0,55.0,40.0,28.0,52.0,44.0,87.0,0.0
2019-12-01,20.0,,12.0,32.0,34.0,32.0,25.0,66.0,43.0,66.0,10.0
2019-12-02,46.0,,61.0,43.0,36.0,49.0,75.0,57.0,58.0,86.0,38.0
2019-12-03,45.0,,53.0,51.0,45.0,53.0,74.0,58.0,55.0,87.0,9.0
2019-12-04,45.0,,60.0,100.0,44.0,51.0,82.0,57.0,55.0,85.0,9.0
2019-12-05,52.0,,59.0,35.0,49.0,51.0,79.0,59.0,54.0,85.0,0.0
2019-12-06,44.0,,54.0,60.0,29.0,46.0,68.0,51.0,50.0,78.0,38.0
2019-12-07,26.0,,15.0,23.0,34.0,40.0,29.0,57.0,46.0,80.0,10.0
2019-12-08,19.0,,10.0,24.0,17.0,36.0,22.0,32.0,37.0,65.0,21.0
2019-12-09,30.0,,62.0,56.0,55.0,42.0,77.0,66.0,52.0,90.0,9.0
2019-12-10,45.0,,51.0,62.0,53.0,45.0,70.0,50.0,52.0,75.0,0.0
2019-12-11,51.0,,52.0,42.0,44.0,45.0,71.0,55.0,54.0,78.0,19.0
2019-12-12,41.0,,58.0,39.0,28.0,51.0,75.0,48.0,52.0,84.0,38.0
2019-12-13,45.0,,61.0,62.0,35.0,45.0,78.0,50.0,50.0,86.0,19.0
2019-12-14,20.0,,15.0,46.0,38.0,43.0,28.0,58.0,47.0,84.0,31.0
2019-12-15,15.0,,10.0,18.0,24.0,35.0,21.0,35.0,39.0,61.0,10.0
2019-12-16,44.0,,56.0,31.0,43.0,46.0,72.0,65.0,51.0,92.0,10.0
2019-12-17,46.0,,57.0,50.0,52.0,46.0,75.0,52.0,57.0,82.0,10.0
2019-12-18,51.0,,55.0,38.0,40.0,42.0,70.0,44.0,51.0,74.0,28.0
2019-12-19,34.0,,59.0,58.0,40.0,45.0,71.0,64.0,55.0,75.0,0.0
2019-12-20,44.0,,56.0,28.0,50.0,43.0,72.0,51.0,49.0,76.0,10.0
2019-12-21,27.0,,15.0,38.0,32.0,36.0,27.0,41.0,46.0,79.0,11.0
2019-12-22,31.0,,9.0,14.0,20.0,33.0,20.0,43.0,36.0,62.0,20.0
2019-12-23,37.0,,50.0,56.0,49.0,44.0,65.0,58.0,47.0,80.0,38.0
2019-12-24,32.0,,50.0,69.0,32.0,40.0,67.0,61.0,46.0,78.0,29.0
2019-12-25,24.0,,19.0,32.0,30.0,33.0,31.0,37.0,42.0,74.0,0.0
2019-12-26,29.0,,48.0,30.0,28.0,42.0,64.0,56.0,46.0,74.0,9.0
2019-12-27,43.0,,53.0,50.0,42.0,47.0,70.0,56.0,48.0,78.0,20.0
2019-12-28,29.0,,14.0,46.0,33.0,40.0,27.0,63.0,46.0,80.0,40.0
2019-12-29,27.0,,10.0,15.0,22.0,39.0,21.0,55.0,43.0,67.0,11.0
2019-12-30,30.0,,51.0,56.0,33.0,48.0,68.0,72.0,48.0,85.0,19.0
2019-12-31,28.0,,45.0,46.0,46.0,36.0,64.0,46.0,40.0,68.0,9.0
