date,technology,overlap,computer and information,information,science,design and technology,limited company,engineering,innovation,SEAT,investment fund
2018-07-20,77.0,1.0,15.0,73.0,59.0,41.0,76.0,84.0,51.0,29.0,47.0
2018-07-21,54.0,1.0,10.0,58.0,54.0,29.0,52.0,72.0,37.0,31.0,24.0
2018-07-22,62.0,1.0,13.0,64.0,55.0,23.0,43.0,64.0,38.0,33.0,27.0
2018-07-23,80.0,1.0,16.0,82.0,60.0,28.0,68.0,92.0,66.0,29.0,52.0
2018-07-24,80.0,1.0,20.0,82.0,62.0,20.0,66.0,91.0,63.0,29.0,45.0
2018-07-25,81.0,1.0,17.0,76.0,64.0,20.0,76.0,94.0,70.0,29.0,37.0
2018-07-26,83.0,1.0,17.0,81.0,62.0,21.0,75.0,88.0,67.0,28.0,41.0
2018-07-27,75.0,1.0,9.0,73.0,56.0,11.0,76.0,78.0,57.0,28.0,66.0
2018-07-28,58.0,1.0,14.0,56.0,50.0,23.0,39.0,68.0,36.0,30.0,22.0
2018-07-29,60.0,1.0,5.0,66.0,54.0,38.0,39.0,68.0,39.0,33.0,31.0
2018-07-30,81.0,1.0,14.0,80.0,62.0,26.0,68.0,89.0,68.0,29.0,44.0
2018-07-31,83.0,1.0,14.0,79.0,64.0,23.0,66.0,88.0,61.0,28.0,42.0
2018-08-01,84.0,1.0,21.0,79.0,62.0,17.0,67.0,88.0,72.0,28.0,38.0
2018-08-02,86.0,1.0,12.0,79.0,62.0,49.0,67.0,88.0,67.0,28.0,49.0
2018-08-03,78.0,1.0,18.0,74.0,59.0,21.0,62.0,82.0,56.0,28.0,43.0
2018-08-04,59.0,1.0,14.0,57.0,52.0,37.0,36.0,69.0,34.0,31.0,20.0
2018-08-05,57.0,1.0,13.0,63.0,56.0,12.0,40.0,65.0,39.0,30.0,26.0
2018-08-06,84.0,1.0,27.0,78.0,62.0,17.0,73.0,88.0,63.0,29.0,53.0
2018-08-07,86.0,1.0,19.0,83.0,68.0,51.0,83.0,88.0,68.0,27.0,40.0
2018-08-08,81.0,1.0,18.0,81.0,62.0,18.0,67.0,89.0,63.0,29.0,29.0
2018-08-09,79.0,1.0,17.0,82.0,64.0,36.0,74.0,82.0,73.0,28.0,50.0
2018-08-10,75.0,1.0,22.0,69.0,59.0,19.0,63.0,78.0,55.0,27.0,49.0
2018-08-11,58.0,1.0,3.0,60.0,55.0,27.0,47.0,65.0,32.0,31.0,35.0
2018-08-12,56.0,,5.0,64.0,58.0,33.0,46.0,66.0,46.0,30.0,21.0
2018-08-13,78.0,,14.0,80.0,64.0,18.0,68.0,85.0,56.0,30.0,33.0
2018-08-14,84.0,,18.0,75.0,63.0,53.0,80.0,80.0,70.0,28.0,37.0
2018-08-15,73.0,,19.0,76.0,64.0,30.0,65.0,78.0,50.0,27.0,42.0
2018-08-16,79.0,,21.0,81.0,66.0,42.0,69.0,84.0,73.0,27.0,41.0
2018-08-17,70.0,,7.0,78.0,62.0,42.0,65.0,76.0,53.0,28.0,36.0
2018-08-18,57.0,,16.0,55.0,51.0,0.0,52.0,62.0,33.0,29.0,19.0
2018-08-19,56.0,,8.0,62.0,58.0,21.0,25.0,59.0,29.0,32.0,21.0
2018-08-20,81.0,,24.0,75.0,68.0,49.0,68.0,82.0,62.0,28.0,40.0
2018-08-21,77.0,,7.0,78.0,72.0,49.0,64.0,86.0,64.0,28.0,34.0
2018-08-22,84.0,,24.0,80.0,69.0,24.0,63.0,83.0,66.0,27.0,25.0
2018-08-23,79.0,,7.0,76.0,69.0,48.0,72.0,85.0,63.0,28.0,47.0
2018-08-24,72.0,,22.0,71.0,64.0,24.0,53.0,74.0,55.0,28.0,27.0
2018-08-25,48.0,,8.0,56.0,54.0,14.0,46.0,52.0,37.0,29.0,26.0
2018-08-26,54.0,,16.0,59.0,51.0,20.0,27.0,62.0,37.0,30.0,11.0
2018-08-27,70.0,,23.0,82.0,72.0,47.0,61.0,82.0,64.0,28.0,33.0
2018-08-28,88.0,,41.0,88.0,76.0,47.0,82.0,89.0,75.0,28.0,28.0
2018-08-29,83.0,,11.0,86.0,76.0,40.0,78.0,87.0,74.0,26.0,38.0
2018-08-30,86.0,,16.0,81.0,81.0,23.0,75.0,93.0,66.0,26.0,50.0
2018-08-31,73.0,,17.0,73.0,68.0,48.0,72.0,83.0,63.0,27.0,24.0
2018-09-01,53.0,,21.0,53.0,55.0,13.0,39.0,61.0,38.0,30.0,25.0
2018-09-02,60.0,,21.0,61.0,62.0,27.0,39.0,57.0,43.0,29.0,13.0
2018-09-03,75.0,,26.0,75.0,64.0,30.0,81.0,76.0,65.0,29.0,32.0
2018-09-04,88.0,,7.0,81.0,75.0,51.0,63.0,91.0,80.0,27.0,50.0
2018-09-05,86.0,,20.0,90.0,75.0,34.0,65.0,91.0,76.0,26.0,44.0
2018-09-06,89.0,,27.0,94.0,82.0,46.0,88.0,98.0,84.0,27.0,43.0
2018-09-07,80.0,,26.0,79.0,74.0,49.0,71.0,81.0,80.0,28.0,42.0
2018-09-08,58.0,,23.0,58.0,55.0,19.0,42.0,63.0,38.0,30.0,27.0
2018-09-09,58.0,,10.0,68.0,62.0,26.0,45.0,64.0,45.0,30.0,34.0
2018-09-10,86.0,,31.0,89.0,83.0,23.0,83.0,92.0,83.0,28.0,66.0
2018-09-11,89.0,,13.0,89.0,80.0,45.0,80.0,88.0,83.0,26.0,32.0
2018-09-12,91.0,,16.0,84.0,80.0,17.0,100.0,88.0,80.0,27.0,42.0
2018-09-13,89.0,,23.0,85.0,75.0,47.0,57.0,81.0,78.0,25.0,28.0
2018-09-14,80.0,,19.0,79.0,69.0,48.0,72.0,80.0,82.0,26.0,32.0
2018-09-15,59.0,,8.0,60.0,58.0,33.0,42.0,72.0,37.0,28.0,29.0
2018-09-16,60.0,,15.0,69.0,62.0,39.0,38.0,62.0,44.0,29.0,20.0
2018-09-17,86.0,,18.0,89.0,76.0,63.0,94.0,88.0,81.0,27.0,30.0
2018-09-18,88.0,,29.0,96.0,79.0,58.0,84.0,95.0,83.0,27.0,40.0
2018-09-19,89.0,,16.0,95.0,78.0,40.0,81.0,93.0,87.0,30.0,30.0
2018-09-20,94.0,,34.0,91.0,75.0,40.0,62.0,88.0,80.0,26.0,34.0
2018-09-21,79.0,,19.0,78.0,73.0,48.0,71.0,77.0,69.0,28.0,24.0
2018-09-22,54.0,,18.0,59.0,53.0,33.0,34.0,57.0,46.0,31.0,38.0
2018-09-23,58.0,,10.0,63.0,61.0,19.0,44.0,64.0,49.0,29.0,22.0
2018-09-24,84.0,,18.0,87.0,73.0,28.0,79.0,84.0,91.0,27.0,47.0
2018-09-25,91.0,,31.0,92.0,76.0,23.0,76.0,89.0,81.0,26.0,48.0
2018-09-26,95.0,,31.0,95.0,76.0,40.0,83.0,92.0,79.0,25.0,40.0
2018-09-27,87.0,,31.0,87.0,73.0,23.0,86.0,81.0,84.0,24.0,32.0
2018-09-28,79.0,,16.0,81.0,63.0,18.0,69.0,75.0,66.0,26.0,5.0
2018-09-29,59.0,,10.0,58.0,54.0,27.0,40.0,59.0,42.0,28.0,15.0
2018-09-30,60.0,,10.0,72.0,61.0,6.0,48.0,61.0,51.0,27.0,16.0
2018-10-01,81.0,,18.0,85.0,69.0,45.0,68.0,82.0,83.0,27.0,28.0
2018-10-02,89.0,,5.0,92.0,76.0,29.0,58.0,83.0,73.0,27.0,32.0
2018-10-03,88.0,,22.0,92.0,74.0,28.0,73.0,85.0,74.0,25.0,40.0
2018-10-04,86.0,,27.0,90.0,74.0,40.0,65.0,82.0,79.0,26.0,44.0
2018-10-05,78.0,,24.0,79.0,70.0,49.0,67.0,76.0,72.0,26.0,46.0
2018-10-06,56.0,,31.0,58.0,55.0,33.0,46.0,59.0,46.0,29.0,25.0
2018-10-07,54.0,,20.0,60.0,55.0,57.0,46.0,52.0,48.0,26.0,40.0
2018-10-08,78.0,,18.0,84.0,67.0,52.0,83.0,81.0,73.0,27.0,29.0
2018-10-09,89.0,,17.0,93.0,76.0,33.0,88.0,89.0,72.0,26.0,50.0
2018-10-10,83.0,,16.0,89.0,71.0,47.0,78.0,81.0,80.0,26.0,50.0
2018-10-11,85.0,,12.0,93.0,69.0,36.0,90.0,82.0,79.0,26.0,44.0
2018-10-12,78.0,,24.0,74.0,66.0,31.0,68.0,75.0,83.0,27.0,31.0
2018-10-13,55.0,,13.0,64.0,53.0,20.0,37.0,62.0,40.0,30.0,24.0
2018-10-14,63.0,,26.0,69.0,62.0,53.0,40.0,61.0,50.0,29.0,19.0
2018-10-15,84.0,,14.0,94.0,70.0,41.0,81.0,84.0,73.0,28.0,28.0
2018-10-16,91.0,,27.0,84.0,71.0,23.0,66.0,83.0,76.0,27.0,49.0
2018-10-17,86.0,,20.0,85.0,71.0,40.0,63.0,72.0,80.0,25.0,47.0
2018-10-18,79.0,,28.0,85.0,66.0,30.0,75.0,74.0,70.0,24.0,37.0
2018-10-19,71.0,1.0,20.0,75.0,62.0,25.0,47.0,68.0,73.0,27.0,23.0
2018-10-20,49.0,1.0,24.0,57.0,50.0,17.0,34.0,50.0,38.0,29.0,31.0
2018-10-21,53.0,1.0,20.0,69.0,55.0,16.0,36.0,53.0,49.0,29.0,8.0
2018-10-22,82.0,1.0,24.0,90.0,72.0,35.0,60.0,81.0,78.0,26.0,39.0
2018-10-23,86.0,1.0,26.0,88.0,69.0,57.0,75.0,78.0,80.0,25.0,36.0
2018-10-24,86.0,1.0,16.0,89.0,66.0,40.0,58.0,76.0,79.0,25.0,40.0
2018-10-25,84.0,1.0,14.0,87.0,69.0,26.0,70.0,78.0,83.0,25.0,44.0
2018-10-26,77.0,1.0,15.0,77.0,64.0,21.0,61.0,73.0,63.0,27.0,30.0
2018-10-27,52.0,1.0,17.0,56.0,54.0,3.0,38.0,58.0,37.0,28.0,24.0
2018-10-28,56.0,1.0,8.0,58.0,56.0,22.0,31.0,51.0,44.0,27.0,22.0
2018-10-29,87.0,1.0,20.0,87.0,71.0,41.0,70.0,81.0,83.0,26.0,32.0
2018-10-30,92.0,1.0,23.0,85.0,75.0,17.0,62.0,82.0,78.0,25.0,39.0
2018-10-31,84.0,1.0,12.0,85.0,68.0,41.0,69.0,78.0,71.0,24.0,35.0
2018-11-01,80.0,1.0,16.0,87.0,70.0,31.0,57.0,77.0,71.0,26.0,37.0
2018-11-02,75.0,1.0,31.0,76.0,64.0,37.0,67.0,75.0,68.0,28.0,26.0
2018-11-03,53.0,1.0,17.0,58.0,52.0,33.0,37.0,52.0,44.0,29.0,13.0
2018-11-04,56.0,1.0,16.0,63.0,53.0,16.0,26.0,54.0,48.0,29.0,26.0
2018-11-05,82.0,1.0,18.0,89.0,69.0,17.0,62.0,73.0,84.0,28.0,37.0
2018-11-06,79.0,1.0,17.0,91.0,63.0,51.0,60.0,70.0,73.0,26.0,28.0
2018-11-07,78.0,1.0,14.0,81.0,62.0,39.0,47.0,68.0,73.0,30.0,33.0
2018-11-08,81.0,1.0,22.0,81.0,66.0,59.0,52.0,76.0,78.0,28.0,28.0
2018-11-09,72.0,1.0,24.0,76.0,62.0,37.0,60.0,70.0,79.0,25.0,29.0
2018-11-10,52.0,1.0,8.0,52.0,52.0,20.0,30.0,52.0,39.0,30.0,22.0
2018-11-11,55.0,1.0,21.0,63.0,58.0,29.0,32.0,56.0,45.0,29.0,25.0
2018-11-12,86.0,1.0,34.0,80.0,67.0,37.0,76.0,74.0,76.0,26.0,35.0
2018-11-13,90.0,1.0,17.0,88.0,72.0,31.0,71.0,87.0,83.0,26.0,34.0
2018-11-14,88.0,1.0,17.0,89.0,72.0,35.0,72.0,85.0,79.0,26.0,30.0
2018-11-15,89.0,1.0,15.0,87.0,71.0,47.0,68.0,96.0,83.0,26.0,36.0
2018-11-16,79.0,1.0,17.0,78.0,62.0,69.0,53.0,78.0,73.0,28.0,42.0
2018-11-17,54.0,1.0,12.0,58.0,50.0,36.0,41.0,56.0,49.0,29.0,23.0
2018-11-18,58.0,1.0,12.0,64.0,56.0,29.0,39.0,59.0,46.0,29.0,26.0
2018-11-19,83.0,1.0,21.0,84.0,66.0,43.0,63.0,77.0,77.0,27.0,27.0
2018-11-20,79.0,1.0,14.0,78.0,65.0,28.0,66.0,75.0,77.0,27.0,33.0
2018-11-21,74.0,1.0,18.0,75.0,60.0,41.0,68.0,72.0,68.0,25.0,28.0
2018-11-22,69.0,1.0,13.0,64.0,52.0,47.0,61.0,65.0,66.0,26.0,15.0
2018-11-23,61.0,1.0,20.0,58.0,51.0,24.0,58.0,58.0,55.0,28.0,15.0
2018-11-24,54.0,1.0,10.0,52.0,52.0,19.0,39.0,51.0,38.0,30.0,13.0
2018-11-25,59.0,1.0,11.0,62.0,56.0,31.0,31.0,54.0,44.0,28.0,14.0
2018-11-26,86.0,1.0,9.0,85.0,71.0,14.0,71.0,75.0,76.0,27.0,30.0
2018-11-27,88.0,1.0,24.0,92.0,74.0,17.0,83.0,79.0,80.0,26.0,34.0
2018-11-28,85.0,1.0,32.0,90.0,71.0,28.0,73.0,82.0,91.0,26.0,35.0
2018-11-29,84.0,1.0,29.0,89.0,69.0,44.0,74.0,76.0,75.0,26.0,54.0
2018-11-30,80.0,1.0,9.0,80.0,69.0,12.0,61.0,73.0,76.0,25.0,31.0
2018-12-01,54.0,1.0,18.0,56.0,53.0,39.0,32.0,57.0,47.0,26.0,23.0
2018-12-02,58.0,1.0,15.0,60.0,56.0,10.0,32.0,55.0,52.0,27.0,29.0
2018-12-03,83.0,1.0,23.0,84.0,68.0,36.0,62.0,78.0,80.0,25.0,31.0
2018-12-04,87.0,1.0,18.0,89.0,73.0,49.0,73.0,80.0,72.0,24.0,29.0
2018-12-05,84.0,1.0,25.0,86.0,70.0,20.0,73.0,78.0,82.0,25.0,32.0
2018-12-06,87.0,1.0,24.0,88.0,70.0,32.0,62.0,74.0,81.0,24.0,35.0
2018-12-07,76.0,1.0,14.0,73.0,64.0,45.0,58.0,71.0,69.0,26.0,28.0
2018-12-08,53.0,1.0,12.0,57.0,52.0,7.0,35.0,52.0,39.0,27.0,17.0
2018-12-09,54.0,1.0,24.0,61.0,56.0,26.0,32.0,54.0,43.0,27.0,17.0
2018-12-10,84.0,1.0,28.0,83.0,68.0,35.0,58.0,75.0,71.0,26.0,35.0
2018-12-11,87.0,1.0,21.0,84.0,67.0,40.0,64.0,72.0,77.0,36.0,33.0
2018-12-12,80.0,1.0,26.0,83.0,69.0,14.0,71.0,71.0,81.0,28.0,40.0
2018-12-13,80.0,1.0,24.0,78.0,68.0,39.0,67.0,73.0,68.0,26.0,29.0
2018-12-14,75.0,1.0,19.0,74.0,69.0,9.0,59.0,70.0,58.0,27.0,23.0
2018-12-15,51.0,1.0,8.0,49.0,51.0,34.0,29.0,54.0,39.0,28.0,27.0
2018-12-16,47.0,1.0,16.0,49.0,52.0,10.0,26.0,51.0,42.0,28.0,15.0
2018-12-17,79.0,1.0,15.0,73.0,66.0,30.0,53.0,76.0,62.0,27.0,32.0
2018-12-18,74.0,1.0,15.0,74.0,69.0,37.0,66.0,76.0,63.0,25.0,37.0
2018-12-19,75.0,1.0,12.0,73.0,64.0,15.0,59.0,72.0,62.0,25.0,29.0
2018-12-20,67.0,1.0,15.0,69.0,63.0,22.0,70.0,73.0,60.0,25.0,34.0
2018-12-21,64.0,1.0,16.0,60.0,52.0,26.0,49.0,62.0,46.0,24.0,23.0
2018-12-22,45.0,1.0,7.0,45.0,44.0,21.0,36.0,49.0,32.0,27.0,10.0
2018-12-23,40.0,1.0,15.0,46.0,43.0,21.0,33.0,47.0,24.0,26.0,14.0
2018-12-24,48.0,1.0,4.0,45.0,42.0,11.0,46.0,53.0,30.0,23.0,22.0
2018-12-25,40.0,1.0,4.0,44.0,42.0,19.0,37.0,49.0,27.0,25.0,17.0
2018-12-26,55.0,1.0,22.0,53.0,48.0,23.0,48.0,60.0,39.0,26.0,21.0
2018-12-27,57.0,1.0,5.0,55.0,51.0,22.0,60.0,56.0,39.0,28.0,24.0
2018-12-28,57.0,1.0,13.0,57.0,51.0,7.0,49.0,59.0,33.0,29.0,23.0
2018-12-29,45.0,1.0,14.0,46.0,47.0,31.0,34.0,53.0,33.0,29.0,18.0
2018-12-30,42.0,1.0,11.0,47.0,45.0,24.0,28.0,48.0,31.0,29.0,21.0
2018-12-31,47.0,1.0,12.0,49.0,44.0,17.0,36.0,51.0,37.0,25.0,20.0
2019-01-01,46.0,1.0,10.0,49.0,47.0,4.0,36.0,50.0,28.0,25.0,14.0
2019-01-02,67.0,1.0,15.0,69.0,58.0,18.0,53.0,72.0,50.0,29.0,33.0
2019-01-03,73.0,1.0,9.0,72.0,61.0,47.0,70.0,72.0,56.0,27.0,33.0
2019-01-04,71.0,1.0,31.0,70.0,63.0,27.0,69.0,70.0,54.0,28.0,19.0
2019-01-05,53.0,1.0,5.0,53.0,54.0,10.0,33.0,58.0,36.0,31.0,19.0
2019-01-06,50.0,1.0,6.0,57.0,56.0,29.0,33.0,54.0,39.0,30.0,12.0
2019-01-07,77.0,1.0,13.0,78.0,71.0,26.0,71.0,77.0,73.0,28.0,28.0
2019-01-08,84.0,1.0,16.0,81.0,73.0,37.0,74.0,84.0,74.0,26.0,28.0
2019-01-09,84.0,1.0,14.0,86.0,76.0,32.0,63.0,81.0,74.0,27.0,31.0
2019-01-10,88.0,1.0,19.0,87.0,76.0,23.0,64.0,81.0,82.0,27.0,38.0
2019-01-11,77.0,1.0,30.0,82.0,68.0,36.0,66.0,74.0,61.0,27.0,32.0
2019-01-12,52.0,1.0,19.0,56.0,54.0,19.0,46.0,56.0,39.0,30.0,20.0
2019-01-13,54.0,1.0,9.0,59.0,58.0,25.0,25.0,55.0,39.0,30.0,23.0
2019-01-14,84.0,1.0,14.0,81.0,73.0,17.0,61.0,80.0,78.0,27.0,38.0
2019-01-15,83.0,1.0,18.0,83.0,71.0,22.0,50.0,82.0,78.0,26.0,36.0
2019-01-16,88.0,1.0,13.0,87.0,72.0,35.0,68.0,81.0,76.0,28.0,41.0
2019-01-17,86.0,1.0,21.0,89.0,75.0,17.0,65.0,77.0,71.0,28.0,32.0
2019-01-18,78.0,1.0,16.0,81.0,70.0,30.0,62.0,74.0,65.0,29.0,22.0
2019-01-19,54.0,1.0,18.0,53.0,56.0,29.0,41.0,58.0,36.0,32.0,24.0
2019-01-20,54.0,1.0,9.0,64.0,61.0,22.0,36.0,57.0,42.0,30.0,16.0
2019-01-21,81.0,1.0,15.0,74.0,63.0,6.0,73.0,78.0,73.0,28.0,36.0
2019-01-22,86.0,1.0,16.0,86.0,73.0,42.0,66.0,88.0,77.0,26.0,44.0
2019-01-23,86.0,1.0,26.0,90.0,74.0,25.0,79.0,83.0,77.0,25.0,43.0
2019-01-24,87.0,1.0,10.0,88.0,73.0,25.0,77.0,84.0,73.0,27.0,40.0
2019-01-25,78.0,1.0,26.0,76.0,68.0,41.0,60.0,76.0,65.0,28.0,36.0
2019-01-26,50.0,1.0,20.0,53.0,51.0,20.0,30.0,52.0,37.0,29.0,20.0
2019-01-27,59.0,1.0,23.0,60.0,59.0,35.0,36.0,59.0,43.0,31.0,23.0
2019-01-28,81.0,,12.0,84.0,71.0,17.0,63.0,82.0,80.0,28.0,24.0
2019-01-29,90.0,,21.0,87.0,75.0,6.0,65.0,82.0,80.0,27.0,39.0
2019-01-30,91.0,,14.0,92.0,78.0,6.0,66.0,86.0,79.0,27.0,33.0
2019-01-31,87.0,,26.0,88.0,72.0,40.0,74.0,84.0,84.0,26.0,44.0
2019-02-01,83.0,,19.0,79.0,68.0,29.0,62.0,70.0,75.0,26.0,29.0
2019-02-02,56.0,,24.0,57.0,58.0,13.0,39.0,57.0,37.0,31.0,30.0
2019-02-03,59.0,,18.0,69.0,61.0,38.0,36.0,57.0,40.0,31.0,20.0
2019-02-04,86.0,,17.0,94.0,74.0,46.0,65.0,77.0,74.0,27.0,36.0
2019-02-05,89.0,,26.0,88.0,76.0,34.0,64.0,82.0,73.0,27.0,45.0
2019-02-06,88.0,,9.0,89.0,76.0,39.0,65.0,78.0,66.0,26.0,25.0
2019-02-07,91.0,,28.0,96.0,78.0,45.0,66.0,81.0,91.0,27.0,28.0
2019-02-08,81.0,,22.0,82.0,70.0,12.0,48.0,77.0,77.0,29.0,41.0
2019-02-09,59.0,,11.0,62.0,60.0,13.0,37.0,58.0,51.0,32.0,25.0
2019-02-10,61.0,,13.0,70.0,58.0,12.0,42.0,56.0,46.0,32.0,28.0
2019-02-11,87.0,,39.0,85.0,74.0,28.0,66.0,81.0,81.0,28.0,38.0
2019-02-12,93.0,,28.0,90.0,77.0,34.0,75.0,86.0,85.0,28.0,41.0
2019-02-13,87.0,,23.0,89.0,75.0,11.0,74.0,80.0,80.0,26.0,23.0
2019-02-14,85.0,,21.0,92.0,68.0,46.0,63.0,78.0,71.0,26.0,44.0
2019-02-15,80.0,,12.0,74.0,68.0,29.0,52.0,78.0,66.0,28.0,24.0
2019-02-16,53.0,,13.0,58.0,56.0,19.0,36.0,55.0,40.0,30.0,15.0
2019-02-17,58.0,,21.0,67.0,61.0,45.0,35.0,58.0,38.0,34.0,20.0
2019-02-18,84.0,,23.0,84.0,70.0,68.0,66.0,78.0,75.0,31.0,28.0
2019-02-19,88.0,,21.0,92.0,77.0,28.0,70.0,82.0,73.0,29.0,36.0
2019-02-20,89.0,,21.0,92.0,76.0,23.0,70.0,79.0,76.0,30.0,34.0
2019-02-21,94.0,,14.0,90.0,76.0,28.0,75.0,77.0,84.0,29.0,33.0
2019-02-22,84.0,,19.0,83.0,71.0,29.0,57.0,70.0,71.0,29.0,14.0
2019-02-23,56.0,,8.0,62.0,62.0,46.0,24.0,60.0,39.0,34.0,24.0
2019-02-24,58.0,,40.0,68.0,62.0,39.0,34.0,53.0,48.0,34.0,17.0
2019-02-25,86.0,,34.0,89.0,74.0,55.0,63.0,76.0,72.0,30.0,32.0
2019-02-26,90.0,,16.0,93.0,78.0,28.0,66.0,84.0,91.0,29.0,35.0
2019-02-27,90.0,,23.0,93.0,75.0,44.0,77.0,78.0,69.0,29.0,24.0
2019-02-28,95.0,,26.0,93.0,82.0,23.0,63.0,79.0,89.0,31.0,48.0
2019-03-01,80.0,,19.0,82.0,68.0,23.0,61.0,75.0,70.0,31.0,26.0
2019-03-02,54.0,,8.0,61.0,59.0,7.0,35.0,58.0,45.0,34.0,18.0
2019-03-03,62.0,,13.0,64.0,61.0,52.0,30.0,56.0,51.0,35.0,14.0
2019-03-04,86.0,,28.0,87.0,69.0,23.0,64.0,74.0,70.0,29.0,29.0
2019-03-05,97.0,,21.0,96.0,74.0,23.0,66.0,84.0,81.0,30.0,29.0
2019-03-06,93.0,,25.0,93.0,72.0,11.0,64.0,81.0,82.0,27.0,41.0
2019-03-07,91.0,,21.0,93.0,77.0,40.0,57.0,82.0,81.0,28.0,27.0
2019-03-08,79.0,,22.0,80.0,75.0,36.0,64.0,75.0,66.0,28.0,48.0
2019-03-09,54.0,,19.0,61.0,69.0,33.0,31.0,59.0,42.0,32.0,14.0
2019-03-10,53.0,,18.0,65.0,66.0,32.0,30.0,51.0,37.0,33.0,17.0
2019-03-11,87.0,,14.0,89.0,80.0,23.0,70.0,79.0,80.0,31.0,30.0
2019-03-12,86.0,,19.0,92.0,82.0,34.0,85.0,76.0,86.0,29.0,40.0
2019-03-13,89.0,,14.0,84.0,75.0,39.0,57.0,77.0,81.0,28.0,33.0
2019-03-14,87.0,,17.0,85.0,73.0,46.0,54.0,80.0,78.0,29.0,26.0
2019-03-15,79.0,,15.0,76.0,68.0,47.0,62.0,75.0,67.0,29.0,26.0
2019-03-16,55.0,,8.0,57.0,59.0,26.0,40.0,52.0,43.0,32.0,20.0
2019-03-17,60.0,,19.0,59.0,56.0,33.0,30.0,52.0,46.0,33.0,24.0
2019-03-18,86.0,,9.0,86.0,69.0,17.0,67.0,77.0,79.0,30.0,50.0
2019-03-19,89.0,,18.0,85.0,71.0,50.0,68.0,81.0,80.0,29.0,34.0
2019-03-20,90.0,,24.0,82.0,68.0,47.0,72.0,79.0,76.0,29.0,21.0
2019-03-21,79.0,,17.0,85.0,64.0,12.0,55.0,74.0,75.0,29.0,29.0
2019-03-22,81.0,,25.0,76.0,60.0,24.0,65.0,73.0,74.0,29.0,30.0
2019-03-23,52.0,,22.0,54.0,56.0,52.0,36.0,56.0,40.0,35.0,19.0
2019-03-24,54.0,,29.0,62.0,60.0,17.0,28.0,61.0,47.0,36.0,13.0
2019-03-25,86.0,,28.0,82.0,74.0,17.0,65.0,78.0,84.0,30.0,22.0
2019-03-26,95.0,,26.0,84.0,70.0,46.0,63.0,86.0,80.0,30.0,36.0
2019-03-27,88.0,,12.0,85.0,74.0,41.0,61.0,81.0,75.0,30.0,35.0
2019-03-28,88.0,,31.0,83.0,72.0,28.0,77.0,83.0,77.0,28.0,29.0
2019-03-29,81.0,,25.0,75.0,62.0,24.0,66.0,69.0,66.0,31.0,27.0
2019-03-30,60.0,,19.0,53.0,73.0,27.0,32.0,60.0,37.0,32.0,17.0
2019-03-31,58.0,,13.0,58.0,60.0,39.0,22.0,55.0,43.0,33.0,24.0
2019-04-01,82.0,,16.0,80.0,68.0,23.0,75.0,82.0,75.0,29.0,29.0
2019-04-02,89.0,,28.0,85.0,68.0,51.0,74.0,80.0,67.0,29.0,36.0
2019-04-03,83.0,,25.0,82.0,71.0,23.0,64.0,81.0,74.0,28.0,35.0
2019-04-04,88.0,,19.0,81.0,70.0,51.0,56.0,83.0,73.0,29.0,37.0
2019-04-05,77.0,,25.0,72.0,65.0,42.0,57.0,72.0,65.0,29.0,28.0
2019-04-06,52.0,1.0,9.0,51.0,50.0,18.0,29.0,56.0,41.0,32.0,23.0
2019-04-07,56.0,1.0,9.0,57.0,54.0,21.0,35.0,61.0,42.0,33.0,28.0
2019-04-08,86.0,1.0,8.0,85.0,66.0,28.0,75.0,80.0,69.0,30.0,31.0
2019-04-09,82.0,1.0,31.0,82.0,68.0,18.0,67.0,81.0,76.0,30.0,41.0
2019-04-10,86.0,1.0,21.0,78.0,66.0,36.0,55.0,84.0,71.0,29.0,36.0
2019-04-11,84.0,1.0,19.0,82.0,68.0,28.0,73.0,77.0,77.0,30.0,37.0
2019-04-12,77.0,1.0,11.0,74.0,61.0,28.0,55.0,71.0,73.0,29.0,32.0
2019-04-13,52.0,1.0,17.0,50.0,47.0,18.0,39.0,56.0,41.0,32.0,23.0
2019-04-14,52.0,1.0,18.0,54.0,49.0,18.0,26.0,53.0,38.0,32.0,21.0
2019-04-15,81.0,1.0,15.0,78.0,61.0,29.0,62.0,76.0,70.0,28.0,36.0
2019-04-16,78.0,1.0,15.0,77.0,59.0,22.0,63.0,79.0,73.0,28.0,33.0
2019-04-17,84.0,1.0,23.0,80.0,63.0,32.0,64.0,76.0,72.0,29.0,38.0
2019-04-18,75.0,1.0,9.0,72.0,57.0,39.0,59.0,74.0,70.0,29.0,32.0
2019-04-19,65.0,1.0,14.0,59.0,56.0,30.0,42.0,71.0,53.0,30.0,29.0
2019-04-20,51.0,1.0,12.0,49.0,49.0,9.0,41.0,58.0,40.0,31.0,23.0
2019-04-21,56.0,1.0,26.0,50.0,52.0,16.0,24.0,55.0,36.0,30.0,14.0
2019-04-22,78.0,1.0,26.0,71.0,60.0,27.0,56.0,73.0,61.0,31.0,37.0
2019-04-23,87.0,1.0,12.0,80.0,65.0,39.0,69.0,80.0,76.0,32.0,34.0
2019-04-24,81.0,1.0,15.0,79.0,65.0,26.0,68.0,83.0,72.0,31.0,30.0
2019-04-25,84.0,1.0,18.0,82.0,64.0,35.0,65.0,80.0,77.0,30.0,33.0
2019-04-26,74.0,1.0,16.0,70.0,61.0,16.0,56.0,76.0,60.0,30.0,29.0
