date,healthcare,overlap,health coverage,health,nhs,spire healthcare,continuing healthcare,BMI healthcare,nursing home,AXA PPP,AXA health
2019-04-30,50.0,1.0,52.0,78.0,64.0,2.0,15.0,26.0,48.0,22.0,56.0
2019-05-01,45.0,1.0,33.0,80.0,65.0,4.0,10.0,0.0,45.0,37.0,45.0
2019-05-02,45.0,1.0,70.0,76.0,58.0,5.0,39.0,13.0,41.0,39.0,43.0
2019-05-03,41.0,1.0,42.0,70.0,54.0,17.0,15.0,7.0,42.0,25.0,38.0
2019-05-04,23.0,1.0,21.0,44.0,36.0,7.0,17.0,7.0,28.0,7.0,0.0
2019-05-05,22.0,1.0,24.0,44.0,32.0,5.0,11.0,7.0,27.0,7.0,20.0
2019-05-06,44.0,1.0,58.0,72.0,40.0,0.0,5.0,19.0,42.0,11.0,19.0
2019-05-07,44.0,1.0,40.0,75.0,56.0,0.0,38.0,7.0,39.0,41.0,44.0
2019-05-08,45.0,1.0,55.0,74.0,60.0,4.0,10.0,20.0,42.0,56.0,55.0
2019-05-09,43.0,1.0,42.0,74.0,58.0,6.0,0.0,0.0,44.0,34.0,38.0
2019-05-10,37.0,1.0,31.0,66.0,53.0,16.0,20.0,7.0,40.0,33.0,62.0
2019-05-11,22.0,1.0,19.0,41.0,37.0,0.0,6.0,8.0,31.0,19.0,14.0
2019-05-12,21.0,1.0,40.0,41.0,37.0,0.0,11.0,0.0,28.0,12.0,28.0
2019-05-13,43.0,1.0,38.0,75.0,58.0,6.0,24.0,0.0,43.0,48.0,38.0
2019-05-14,43.0,1.0,47.0,78.0,59.0,10.0,15.0,26.0,43.0,15.0,43.0
2019-05-15,46.0,1.0,47.0,75.0,56.0,6.0,19.0,6.0,38.0,47.0,24.0
2019-05-16,44.0,1.0,52.0,73.0,56.0,18.0,25.0,0.0,42.0,32.0,12.0
2019-05-17,38.0,1.0,35.0,68.0,54.0,4.0,10.0,27.0,34.0,32.0,20.0
2019-05-18,21.0,1.0,23.0,43.0,39.0,15.0,11.0,15.0,34.0,10.0,13.0
2019-05-19,20.0,1.0,15.0,42.0,43.0,0.0,0.0,7.0,28.0,33.0,8.0
2019-05-20,41.0,1.0,31.0,71.0,62.0,6.0,20.0,32.0,41.0,21.0,24.0
2019-05-21,43.0,1.0,44.0,74.0,53.0,12.0,52.0,32.0,43.0,42.0,25.0
2019-05-22,41.0,1.0,45.0,73.0,62.0,6.0,10.0,13.0,39.0,25.0,24.0
2019-05-23,39.0,1.0,42.0,68.0,56.0,4.0,5.0,0.0,40.0,30.0,17.0
2019-05-24,35.0,1.0,54.0,63.0,53.0,8.0,10.0,13.0,37.0,17.0,51.0
2019-05-25,20.0,1.0,25.0,40.0,37.0,7.0,22.0,0.0,26.0,12.0,0.0
2019-05-26,19.0,1.0,34.0,39.0,36.0,0.0,0.0,0.0,30.0,10.0,14.0
2019-05-27,25.0,1.0,23.0,48.0,36.0,0.0,5.0,0.0,27.0,11.0,12.0
2019-05-28,41.0,1.0,43.0,75.0,57.0,8.0,14.0,6.0,42.0,30.0,37.0
2019-05-29,44.0,1.0,69.0,76.0,56.0,6.0,43.0,0.0,47.0,52.0,6.0
2019-05-30,41.0,1.0,41.0,72.0,52.0,6.0,34.0,32.0,42.0,25.0,38.0
2019-05-31,38.0,1.0,48.0,68.0,52.0,2.0,15.0,14.0,46.0,46.0,0.0
2019-06-01,22.0,1.0,21.0,43.0,34.0,12.0,11.0,0.0,28.0,5.0,6.0
2019-06-02,21.0,1.0,41.0,44.0,40.0,0.0,6.0,29.0,29.0,0.0,12.0
2019-06-03,42.0,1.0,40.0,73.0,60.0,0.0,5.0,38.0,45.0,18.0,36.0
2019-06-04,44.0,1.0,45.0,75.0,67.0,12.0,19.0,13.0,45.0,45.0,12.0
2019-06-05,46.0,1.0,58.0,73.0,66.0,12.0,24.0,19.0,46.0,5.0,13.0
2019-06-06,43.0,1.0,27.0,74.0,56.0,15.0,19.0,13.0,46.0,47.0,32.0
2019-06-07,38.0,1.0,49.0,66.0,53.0,6.0,20.0,13.0,39.0,31.0,14.0
2019-06-08,22.0,1.0,32.0,45.0,39.0,4.0,11.0,7.0,31.0,53.0,0.0
2019-06-09,21.0,1.0,36.0,45.0,42.0,3.0,11.0,0.0,29.0,19.0,8.0
2019-06-10,42.0,1.0,46.0,74.0,58.0,12.0,14.0,19.0,42.0,67.0,29.0
2019-06-11,44.0,1.0,42.0,72.0,53.0,18.0,14.0,38.0,41.0,31.0,6.0
2019-06-12,46.0,1.0,47.0,75.0,56.0,6.0,29.0,0.0,43.0,11.0,36.0
2019-06-13,43.0,1.0,39.0,73.0,56.0,6.0,19.0,6.0,41.0,53.0,19.0
2019-06-14,40.0,1.0,70.0,63.0,53.0,0.0,5.0,6.0,38.0,43.0,18.0
2019-06-15,21.0,1.0,23.0,43.0,33.0,4.0,0.0,7.0,30.0,24.0,6.0
2019-06-16,20.0,1.0,21.0,42.0,39.0,0.0,22.0,7.0,29.0,12.0,22.0
2019-06-17,45.0,1.0,40.0,76.0,59.0,10.0,0.0,13.0,43.0,17.0,41.0
2019-06-18,47.0,1.0,42.0,76.0,60.0,10.0,5.0,26.0,49.0,36.0,13.0
2019-06-19,46.0,1.0,48.0,76.0,61.0,10.0,24.0,13.0,49.0,39.0,6.0
2019-06-20,44.0,1.0,41.0,73.0,58.0,24.0,15.0,26.0,40.0,15.0,12.0
2019-06-21,39.0,1.0,40.0,66.0,48.0,6.0,30.0,0.0,40.0,41.0,14.0
2019-06-22,19.0,1.0,33.0,42.0,35.0,0.0,0.0,0.0,33.0,0.0,14.0
2019-06-23,23.0,1.0,25.0,43.0,41.0,0.0,0.0,0.0,29.0,5.0,20.0
2019-06-24,43.0,1.0,45.0,74.0,61.0,4.0,5.0,6.0,43.0,21.0,13.0
2019-06-25,45.0,1.0,50.0,75.0,62.0,10.0,14.0,26.0,49.0,36.0,55.0
2019-06-26,44.0,1.0,42.0,72.0,58.0,4.0,5.0,32.0,46.0,32.0,20.0
2019-06-27,50.0,1.0,42.0,71.0,52.0,0.0,9.0,0.0,39.0,21.0,6.0
2019-06-28,39.0,1.0,41.0,65.0,46.0,9.0,5.0,14.0,42.0,22.0,7.0
2019-06-29,24.0,1.0,19.0,41.0,33.0,7.0,0.0,0.0,34.0,14.0,0.0
2019-06-30,23.0,1.0,39.0,44.0,41.0,7.0,5.0,0.0,30.0,7.0,19.0
2019-07-01,42.0,1.0,40.0,71.0,60.0,14.0,19.0,26.0,39.0,25.0,30.0
2019-07-02,41.0,1.0,43.0,71.0,54.0,9.0,5.0,0.0,42.0,15.0,6.0
2019-07-03,38.0,1.0,42.0,69.0,55.0,6.0,5.0,32.0,43.0,59.0,30.0
2019-07-04,27.0,1.0,35.0,52.0,55.0,3.0,10.0,20.0,30.0,48.0,17.0
2019-07-05,32.0,1.0,35.0,57.0,50.0,15.0,10.0,0.0,40.0,77.0,25.0
2019-07-06,20.0,1.0,28.0,42.0,35.0,0.0,27.0,15.0,28.0,31.0,0.0
2019-07-07,24.0,1.0,30.0,44.0,37.0,0.0,11.0,7.0,27.0,5.0,20.0
2019-07-08,44.0,1.0,37.0,78.0,62.0,4.0,5.0,7.0,48.0,50.0,29.0
2019-07-09,47.0,1.0,68.0,76.0,59.0,2.0,43.0,7.0,47.0,23.0,19.0
2019-07-10,45.0,1.0,45.0,72.0,59.0,5.0,14.0,0.0,44.0,19.0,32.0
2019-07-11,47.0,1.0,47.0,75.0,62.0,9.0,10.0,45.0,47.0,29.0,18.0
2019-07-12,42.0,1.0,47.0,67.0,53.0,7.0,15.0,0.0,36.0,47.0,25.0
2019-07-13,22.0,1.0,29.0,44.0,39.0,0.0,5.0,7.0,32.0,31.0,28.0
2019-07-14,21.0,1.0,17.0,45.0,40.0,0.0,11.0,15.0,27.0,29.0,26.0
2019-07-15,45.0,1.0,50.0,76.0,60.0,6.0,5.0,26.0,46.0,23.0,5.0
2019-07-16,48.0,,27.0,77.0,61.0,5.0,0.0,39.0,42.0,0.0,40.0
2019-07-17,47.0,,41.0,77.0,58.0,5.0,29.0,13.0,45.0,36.0,54.0
2019-07-18,45.0,,48.0,74.0,54.0,5.0,20.0,0.0,42.0,0.0,14.0
2019-07-19,38.0,,40.0,64.0,52.0,0.0,31.0,0.0,42.0,39.0,28.0
2019-07-20,22.0,,12.0,43.0,38.0,6.0,11.0,0.0,32.0,0.0,0.0
2019-07-21,25.0,,39.0,45.0,38.0,0.0,11.0,0.0,31.0,0.0,15.0
2019-07-22,44.0,,38.0,73.0,57.0,15.0,0.0,0.0,44.0,87.0,27.0
2019-07-23,47.0,,48.0,75.0,56.0,10.0,0.0,27.0,42.0,25.0,54.0
2019-07-24,40.0,,53.0,74.0,51.0,0.0,30.0,0.0,44.0,64.0,14.0
2019-07-25,43.0,,85.0,71.0,50.0,10.0,0.0,27.0,42.0,13.0,0.0
2019-07-26,35.0,,33.0,62.0,55.0,5.0,0.0,28.0,44.0,13.0,43.0
2019-07-27,21.0,,27.0,44.0,39.0,0.0,0.0,0.0,31.0,14.0,15.0
2019-07-28,23.0,,58.0,46.0,36.0,0.0,11.0,15.0,28.0,0.0,15.0
2019-07-29,44.0,,48.0,75.0,58.0,5.0,40.0,14.0,42.0,25.0,27.0
2019-07-30,48.0,,42.0,73.0,63.0,10.0,30.0,14.0,47.0,51.0,14.0
2019-07-31,47.0,,38.0,74.0,60.0,0.0,20.0,14.0,45.0,38.0,27.0
2019-08-01,49.0,,45.0,74.0,54.0,0.0,29.0,13.0,41.0,62.0,14.0
2019-08-02,40.0,,39.0,64.0,49.0,15.0,10.0,14.0,41.0,13.0,15.0
2019-08-03,20.0,,4.0,45.0,37.0,0.0,0.0,0.0,30.0,0.0,0.0
2019-08-04,23.0,,20.0,44.0,36.0,0.0,11.0,0.0,26.0,14.0,31.0
2019-08-05,43.0,,27.0,73.0,59.0,5.0,30.0,13.0,38.0,37.0,27.0
2019-08-06,45.0,,49.0,78.0,57.0,15.0,10.0,14.0,40.0,87.0,27.0
2019-08-07,44.0,,24.0,73.0,57.0,5.0,29.0,0.0,41.0,37.0,0.0
2019-08-08,46.0,,35.0,72.0,59.0,5.0,10.0,14.0,44.0,37.0,54.0
2019-08-09,42.0,,46.0,66.0,51.0,10.0,10.0,14.0,42.0,51.0,55.0
2019-08-10,22.0,,31.0,45.0,39.0,0.0,22.0,15.0,30.0,0.0,15.0
2019-08-11,20.0,,15.0,44.0,43.0,0.0,0.0,0.0,28.0,28.0,31.0
2019-08-12,45.0,,56.0,77.0,63.0,0.0,20.0,54.0,52.0,100.0,27.0
2019-08-13,45.0,,67.0,76.0,60.0,0.0,19.0,13.0,40.0,48.0,26.0
2019-08-14,45.0,,56.0,76.0,63.0,0.0,28.0,0.0,47.0,12.0,52.0
2019-08-15,42.0,,67.0,73.0,59.0,0.0,0.0,0.0,44.0,38.0,14.0
2019-08-16,38.0,,38.0,67.0,53.0,0.0,40.0,54.0,32.0,38.0,27.0
2019-08-17,22.0,,19.0,45.0,36.0,11.0,22.0,0.0,28.0,14.0,31.0
2019-08-18,23.0,,31.0,47.0,39.0,6.0,22.0,15.0,32.0,28.0,0.0
2019-08-19,44.0,,50.0,83.0,58.0,0.0,0.0,13.0,43.0,60.0,39.0
2019-08-20,51.0,,57.0,80.0,62.0,0.0,10.0,0.0,49.0,60.0,79.0
2019-08-21,43.0,,54.0,76.0,59.0,10.0,0.0,0.0,45.0,24.0,26.0
2019-08-22,45.0,,40.0,74.0,54.0,10.0,0.0,26.0,41.0,36.0,53.0
2019-08-23,40.0,,48.0,68.0,49.0,15.0,0.0,27.0,44.0,50.0,54.0
2019-08-24,19.0,,31.0,44.0,34.0,0.0,22.0,0.0,27.0,14.0,30.0
2019-08-25,22.0,,43.0,48.0,36.0,0.0,0.0,15.0,25.0,0.0,31.0
2019-08-26,43.0,,36.0,75.0,38.0,0.0,9.0,0.0,49.0,12.0,0.0
2019-08-27,44.0,,56.0,76.0,60.0,0.0,9.0,25.0,47.0,59.0,0.0
2019-08-28,45.0,,33.0,79.0,62.0,5.0,37.0,12.0,39.0,83.0,26.0
2019-08-29,47.0,,57.0,75.0,56.0,0.0,9.0,26.0,40.0,71.0,26.0
2019-08-30,39.0,,60.0,66.0,54.0,5.0,10.0,0.0,44.0,24.0,40.0
2019-08-31,21.0,,18.0,43.0,39.0,0.0,0.0,14.0,30.0,0.0,15.0
2019-09-01,20.0,,33.0,44.0,37.0,0.0,21.0,0.0,27.0,13.0,15.0
2019-09-02,30.0,,36.0,55.0,60.0,10.0,19.0,0.0,32.0,36.0,39.0
2019-09-03,42.0,,54.0,79.0,57.0,14.0,0.0,24.0,40.0,68.0,13.0
2019-09-04,47.0,,64.0,81.0,57.0,5.0,9.0,0.0,43.0,46.0,50.0
2019-09-05,45.0,,58.0,78.0,54.0,0.0,0.0,12.0,45.0,23.0,13.0
2019-09-06,42.0,,73.0,73.0,51.0,0.0,0.0,0.0,44.0,47.0,26.0
2019-09-07,24.0,,26.0,46.0,37.0,5.0,10.0,14.0,32.0,13.0,0.0
2019-09-08,25.0,,22.0,49.0,34.0,0.0,21.0,0.0,28.0,13.0,29.0
2019-09-09,47.0,,57.0,81.0,60.0,9.0,18.0,37.0,40.0,34.0,13.0
2019-09-10,48.0,,28.0,82.0,62.0,5.0,18.0,0.0,44.0,34.0,25.0
2019-09-11,48.0,,38.0,83.0,56.0,14.0,0.0,25.0,43.0,34.0,63.0
2019-09-12,49.0,,39.0,82.0,55.0,5.0,0.0,50.0,41.0,23.0,38.0
2019-09-13,47.0,,34.0,74.0,51.0,0.0,29.0,26.0,41.0,12.0,26.0
2019-09-14,23.0,,22.0,49.0,37.0,5.0,0.0,0.0,34.0,0.0,15.0
2019-09-15,27.0,,44.0,50.0,36.0,5.0,31.0,14.0,28.0,26.0,28.0
2019-09-16,50.0,,63.0,84.0,62.0,14.0,9.0,0.0,42.0,68.0,50.0
2019-09-17,53.0,,56.0,82.0,53.0,9.0,9.0,12.0,40.0,44.0,49.0
2019-09-18,50.0,,60.0,82.0,62.0,5.0,9.0,12.0,47.0,68.0,37.0
2019-09-19,49.0,,61.0,79.0,57.0,9.0,28.0,0.0,42.0,23.0,0.0
2019-09-20,46.0,,49.0,71.0,52.0,19.0,19.0,0.0,35.0,36.0,39.0
2019-09-21,24.0,,29.0,47.0,37.0,0.0,0.0,14.0,31.0,0.0,28.0
2019-09-22,26.0,,18.0,50.0,44.0,10.0,0.0,42.0,27.0,13.0,43.0
2019-09-23,51.0,,60.0,83.0,55.0,9.0,0.0,0.0,42.0,57.0,37.0
2019-09-24,48.0,,73.0,83.0,61.0,5.0,9.0,37.0,40.0,57.0,13.0
2019-09-25,46.0,,68.0,79.0,61.0,9.0,0.0,12.0,41.0,33.0,49.0
2019-09-26,49.0,,48.0,81.0,59.0,9.0,9.0,62.0,42.0,35.0,25.0
2019-09-27,44.0,,50.0,74.0,51.0,5.0,9.0,0.0,45.0,12.0,39.0
2019-09-28,23.0,,36.0,48.0,35.0,0.0,10.0,0.0,28.0,13.0,29.0
2019-09-29,25.0,,39.0,48.0,38.0,0.0,10.0,14.0,28.0,0.0,0.0
2019-09-30,48.0,,45.0,80.0,63.0,0.0,55.0,24.0,45.0,23.0,37.0
2019-10-01,49.0,,54.0,82.0,57.0,9.0,18.0,24.0,46.0,23.0,0.0
2019-10-02,45.0,,66.0,81.0,55.0,13.0,9.0,24.0,48.0,33.0,0.0
2019-10-03,45.0,,74.0,78.0,56.0,9.0,27.0,0.0,42.0,0.0,25.0
2019-10-04,44.0,,43.0,72.0,54.0,10.0,9.0,13.0,39.0,48.0,0.0
2019-10-05,24.0,,26.0,48.0,36.0,0.0,10.0,28.0,32.0,0.0,44.0
2019-10-06,24.0,,36.0,48.0,43.0,0.0,0.0,0.0,27.0,13.0,28.0
2019-10-07,51.0,,64.0,85.0,66.0,5.0,9.0,25.0,42.0,34.0,51.0
2019-10-08,43.0,,73.0,82.0,61.0,9.0,0.0,12.0,40.0,11.0,37.0
2019-10-09,47.0,,45.0,87.0,64.0,9.0,18.0,0.0,39.0,46.0,38.0
2019-10-10,46.0,,70.0,100.0,59.0,5.0,36.0,37.0,44.0,23.0,25.0
2019-10-11,44.0,,55.0,74.0,57.0,5.0,9.0,12.0,37.0,12.0,25.0
2019-10-12,22.0,,29.0,49.0,39.0,0.0,31.0,0.0,29.0,0.0,15.0
2019-10-13,24.0,,33.0,49.0,44.0,5.0,10.0,14.0,27.0,26.0,15.0
2019-10-14,48.0,,74.0,78.0,64.0,9.0,28.0,25.0,47.0,34.0,25.0
2019-10-15,49.0,,60.0,83.0,59.0,0.0,27.0,0.0,40.0,11.0,13.0
2019-10-16,47.0,,44.0,82.0,59.0,0.0,18.0,24.0,45.0,11.0,13.0
2019-10-17,48.0,,70.0,79.0,58.0,0.0,18.0,25.0,40.0,46.0,38.0
2019-10-18,42.0,,86.0,73.0,55.0,14.0,0.0,26.0,38.0,36.0,13.0
2019-10-19,24.0,,51.0,45.0,36.0,0.0,10.0,0.0,29.0,13.0,0.0
2019-10-20,25.0,,21.0,48.0,40.0,5.0,10.0,27.0,25.0,13.0,0.0
2019-10-21,47.0,,36.0,78.0,60.0,4.0,0.0,0.0,39.0,33.0,24.0
2019-10-22,48.0,,64.0,84.0,55.0,4.0,17.0,0.0,42.0,33.0,60.0
2019-10-23,49.0,,85.0,79.0,61.0,0.0,9.0,24.0,40.0,45.0,25.0
2019-10-24,46.0,,35.0,77.0,58.0,9.0,9.0,25.0,45.0,57.0,50.0
2019-10-25,41.0,,49.0,67.0,56.0,5.0,0.0,0.0,40.0,12.0,0.0
2019-10-26,25.0,,40.0,43.0,35.0,0.0,41.0,0.0,27.0,0.0,44.0
2019-10-27,22.0,,36.0,44.0,36.0,0.0,0.0,0.0,29.0,26.0,0.0
2019-10-28,44.0,,58.0,76.0,60.0,4.0,26.0,24.0,45.0,33.0,25.0
2019-10-29,46.0,,54.0,78.0,56.0,0.0,9.0,12.0,42.0,23.0,63.0
2019-10-30,49.0,,85.0,76.0,61.0,0.0,9.0,0.0,46.0,11.0,62.0
2019-10-31,42.0,,58.0,73.0,55.0,0.0,9.0,50.0,51.0,12.0,13.0
2019-11-01,44.0,,36.0,72.0,57.0,10.0,10.0,0.0,41.0,48.0,40.0
2019-11-02,27.0,,32.0,46.0,43.0,0.0,30.0,0.0,25.0,25.0,14.0
2019-11-03,27.0,,63.0,49.0,48.0,0.0,0.0,0.0,25.0,13.0,55.0
2019-11-04,47.0,,69.0,84.0,65.0,0.0,9.0,0.0,44.0,23.0,37.0
2019-11-05,48.0,,59.0,82.0,65.0,0.0,26.0,36.0,43.0,22.0,25.0
2019-11-06,49.0,,84.0,84.0,67.0,0.0,18.0,24.0,42.0,89.0,0.0
2019-11-07,46.0,,60.0,83.0,61.0,0.0,9.0,24.0,40.0,57.0,37.0
2019-11-08,47.0,,66.0,75.0,59.0,5.0,9.0,12.0,39.0,23.0,25.0
2019-11-09,27.0,,39.0,47.0,40.0,0.0,0.0,0.0,30.0,0.0,28.0
2019-11-10,27.0,,35.0,47.0,41.0,5.0,20.0,0.0,30.0,25.0,27.0
2019-11-11,44.0,,54.0,76.0,60.0,5.0,18.0,24.0,39.0,23.0,37.0
2019-11-12,51.0,,61.0,79.0,62.0,9.0,26.0,36.0,42.0,33.0,12.0
2019-11-13,49.0,,74.0,81.0,60.0,4.0,18.0,0.0,40.0,11.0,0.0
2019-11-14,48.0,,40.0,81.0,59.0,9.0,9.0,0.0,40.0,33.0,36.0
2019-11-15,43.0,,68.0,72.0,60.0,5.0,18.0,25.0,43.0,23.0,38.0
2019-11-16,26.0,,72.0,49.0,40.0,0.0,10.0,0.0,28.0,0.0,15.0
2019-11-17,28.0,,36.0,52.0,47.0,0.0,10.0,14.0,28.0,0.0,28.0
2019-11-18,54.0,,72.0,83.0,62.0,4.0,27.0,0.0,37.0,45.0,25.0
2019-11-19,52.0,,62.0,85.0,64.0,9.0,18.0,24.0,44.0,56.0,0.0
2019-11-20,49.0,,71.0,84.0,64.0,0.0,18.0,12.0,45.0,23.0,76.0
2019-11-21,47.0,,32.0,79.0,60.0,18.0,18.0,12.0,45.0,46.0,25.0
2019-11-22,38.0,,76.0,71.0,54.0,0.0,19.0,12.0,37.0,24.0,91.0
2019-11-23,25.0,,36.0,46.0,46.0,0.0,10.0,27.0,30.0,26.0,42.0
2019-11-24,25.0,,46.0,48.0,43.0,0.0,0.0,0.0,31.0,13.0,14.0
2019-11-25,45.0,,50.0,78.0,63.0,9.0,18.0,0.0,47.0,57.0,50.0
2019-11-26,42.0,,72.0,75.0,68.0,4.0,18.0,0.0,42.0,45.0,13.0
2019-11-27,38.0,,69.0,68.0,74.0,9.0,27.0,0.0,37.0,23.0,25.0
2019-11-28,25.0,,36.0,48.0,63.0,0.0,18.0,0.0,32.0,23.0,25.0
2019-11-29,25.0,,36.0,51.0,50.0,10.0,9.0,26.0,35.0,12.0,0.0
2019-11-30,20.0,,25.0,42.0,37.0,0.0,10.0,0.0,28.0,38.0,27.0
2019-12-01,22.0,,27.0,44.0,37.0,0.0,20.0,0.0,25.0,12.0,0.0
2019-12-02,45.0,,46.0,77.0,58.0,0.0,0.0,59.0,37.0,55.0,72.0
2019-12-03,45.0,,59.0,79.0,62.0,4.0,26.0,0.0,42.0,22.0,25.0
2019-12-04,51.0,,91.0,80.0,59.0,4.0,0.0,12.0,44.0,34.0,0.0
2019-12-05,47.0,,79.0,80.0,59.0,9.0,36.0,12.0,40.0,11.0,13.0
2019-12-06,47.0,,63.0,73.0,55.0,5.0,9.0,0.0,43.0,0.0,0.0
2019-12-07,25.0,,11.0,45.0,39.0,0.0,0.0,14.0,33.0,0.0,0.0
2019-12-08,25.0,,40.0,43.0,43.0,0.0,0.0,0.0,30.0,0.0,28.0
2019-12-09,46.0,,51.0,73.0,62.0,5.0,0.0,25.0,42.0,34.0,25.0
2019-12-10,45.0,,68.0,76.0,66.0,0.0,18.0,25.0,42.0,12.0,51.0
2019-12-11,48.0,,85.0,76.0,62.0,4.0,0.0,12.0,43.0,23.0,25.0
2019-12-12,45.0,,57.0,76.0,76.0,0.0,9.0,0.0,52.0,12.0,13.0
2019-12-13,43.0,,72.0,67.0,93.0,0.0,0.0,12.0,51.0,12.0,25.0
2019-12-14,23.0,,43.0,47.0,51.0,10.0,0.0,14.0,47.0,0.0,0.0
2019-12-15,28.0,,43.0,47.0,44.0,0.0,10.0,0.0,47.0,0.0,14.0
2019-12-16,44.0,,85.0,73.0,62.0,9.0,0.0,12.0,53.0,56.0,50.0
2019-12-17,47.0,,64.0,72.0,59.0,5.0,9.0,12.0,63.0,46.0,50.0
2019-12-18,40.0,,44.0,68.0,55.0,0.0,0.0,12.0,56.0,34.0,13.0
2019-12-19,41.0,,36.0,63.0,60.0,9.0,9.0,38.0,58.0,0.0,90.0
2019-12-20,40.0,,38.0,62.0,58.0,10.0,0.0,13.0,59.0,25.0,27.0
2019-12-21,21.0,,36.0,41.0,38.0,0.0,0.0,0.0,50.0,13.0,15.0
2019-12-22,17.0,,22.0,38.0,36.0,5.0,10.0,0.0,45.0,13.0,15.0
2019-12-23,34.0,,41.0,60.0,47.0,0.0,20.0,13.0,57.0,12.0,14.0
2019-12-24,26.0,,33.0,45.0,36.0,0.0,10.0,14.0,54.0,40.0,29.0
2019-12-25,17.0,,15.0,32.0,24.0,0.0,0.0,0.0,51.0,0.0,15.0
2019-12-26,30.0,,31.0,52.0,32.0,0.0,10.0,14.0,50.0,0.0,14.0
2019-12-27,35.0,,27.0,57.0,45.0,0.0,0.0,13.0,51.0,0.0,41.0
2019-12-28,23.0,,29.0,44.0,41.0,5.0,0.0,0.0,44.0,13.0,15.0
2019-12-29,22.0,,11.0,43.0,42.0,0.0,0.0,14.0,42.0,13.0,0.0
2019-12-30,37.0,,47.0,67.0,51.0,5.0,10.0,0.0,58.0,12.0,0.0
2019-12-31,32.0,,26.0,59.0,44.0,5.0,10.0,0.0,56.0,13.0,0.0
